run_id,input_file,budget,node_fraction,edge_fraction,population_size,tournament_size,p_crossover,p_mutation,payoff_function,best_fitness,runtime_seconds
tune_10,Testing/network-cor-forma_eu_27t.txt,0.05,0.05,0,50,3,0.8,0.01,components,3917.0,335.59
tune_1,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,5539.0,330.40
tune_2,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,7099.0,332.31
tune_3,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,7164.0,338.50
tune_4,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,4979.0,333.55
tune_5,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,5174.0,332.24
tune_6,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,6350.0,332.22
tune_7,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,10048.0,335.29
tune_8,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,4903.0,332.02
tune_9,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,6322.0,335.06
tune_10,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,largest,6499.0,334.42
tune_1,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,23253760.0,333.25
tune_2,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,14962663.0,336.48
tune_3,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,16239225.0,327.81
tune_4,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,15444570.0,333.08
tune_5,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,35627971.0,332.04
tune_6,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,29419367.0,336.36
tune_7,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,54683282.0,334.77
tune_8,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,71766885.0,405.85
tune_9,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,30934878.0,297.05
tune_10,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,pairwise,23212270.0,328.16
tune_1,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,4425.0,421.42
tune_2,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,4886.0,358.44
tune_3,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,1277.0,299.26
tune_4,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,3721.0,298.96
tune_5,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,4205.0,299.23
tune_6,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,4354.0,299.10
tune_7,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,3569.0,301.22
tune_8,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,2851.0,299.62
tune_9,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,3809.0,299.43
tune_10,Testing/network-cor-forma_eu_27t.txt,1.0,0.05,0,50,3,0.8,0.01,components,3927.0,297.42
