run_id,input_file,budget,node_fraction,edge_fraction,population_size,tournament_size,p_crossover,p_mutation,payoff_function,mutation_type,max_switch_pct,best_fitness,runtime_seconds,fitness_counter
tune_8,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,pairwise,1,50,153.0,1.47,9208
tune_6,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,pairwise,1,50,153.0,1.53,9145
tune_7,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,pairwise,1,50,153.0,1.62,9071
tune_9,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,pairwise,1,50,153.0,1.68,9146
tune_10,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,pairwise,1,50,171.0,1.53,9181
tune_1,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,11.0,3.13,9164
tune_2,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,9.0,2.87,9213
tune_3,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,9.0,2.94,9193
tune_4,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,10.0,2.91,9231
tune_5,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,8.0,2.99,9205
tune_6,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,10.0,2.95,9138
tune_2,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,11.80,9148
tune_1,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,12.45,9142
tune_4,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,11.84,9085
tune_6,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,11.81,9156
tune_9,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,11.55,9107
tune_7,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,11.77,9135
tune_3,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,12.31,9180
tune_10,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,11.51,9140
tune_5,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,12.22,9190
tune_8,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,1.0,12.67,9185
tune_3,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.54,9178
tune_1,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.75,9179
tune_5,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.60,9099
tune_8,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,11.0,3.37,9182
tune_2,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.83,9134
tune_7,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,10.0,3.51,9111
tune_4,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.79,9162
tune_7,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.52,9223
tune_6,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.68,9114
tune_9,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,9.0,3.05,9141
tune_8,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.87,9131
tune_1,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.55,9153
tune_9,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.75,9204
tune_3,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.59,9174
tune_10,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,10.0,3.87,9059
tune_2,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.69,9088
tune_4,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.64,9159
tune_5,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.54,9118
tune_10,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,3.0,1.87,9111
tune_6,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.65,9151
tune_7,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.58,9187
tune_8,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.29,9123
tune_9,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.57,9218
tune_10,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,0,50,2.0,1.56,9103
tune_2,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,10.0,2.41,9209
tune_1,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,9.0,2.92,9143
tune_3,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,10.0,3.03,9119
tune_4,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,9.0,3.02,9114
tune_5,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,9.0,2.44,9203
tune_6,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,10.0,3.00,9185
tune_4,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.72,9146
tune_3,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.83,9083
tune_6,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.75,9175
tune_2,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.91,9137
tune_7,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.84,9173
tune_8,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.59,9179
tune_5,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,12.11,9198
tune_1,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,12.36,9163
tune_10,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,11.67,9154
tune_9,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,12.16,9227
tune_1,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.63,9139
tune_7,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,11.0,3.44,9143
tune_8,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,10.0,2.87,9171
tune_4,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.61,9128
tune_3,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.70,9110
tune_5,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.36,9146
tune_2,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.94,9030
tune_7,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.47,9173
tune_6,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.67,9119
tune_8,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.42,9162
tune_9,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,10.0,3.43,9091
tune_1,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.49,9072
tune_2,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.59,9159
tune_9,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.80,9116
tune_10,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,3.0,1.81,9184
tune_3,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,1.0,1.59,9144
tune_4,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.51,9175
tune_6,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.36,9163
tune_5,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.54,9166
tune_7,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.26,9097
tune_10,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,10.0,4.33,9182
tune_8,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.50,9058
tune_9,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.72,9102
tune_10,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.01,components,1,50,2.0,1.76,9122
tune_2,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,51.0,2.47,9239
tune_1,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,51.0,2.84,9288
tune_3,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,51.0,2.51,9199
tune_4,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,50.0,2.43,9228
tune_5,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,50.0,2.46,9230
tune_6,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,50.0,2.47,9319
tune_1,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.70,9200
tune_4,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.80,9173
tune_3,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.92,9259
tune_6,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.53,9233
tune_7,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.77,9270
tune_9,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.57,9243
tune_7,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,51.0,2.54,9246
tune_2,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,12.38,9239
tune_10,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,11.73,9243
tune_5,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,12.69,9235
tune_8,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,51.0,2.99,9231
tune_8,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,143.0,12.97,9213
tune_1,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,30.0,1.72,9230
tune_2,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,30.0,1.99,9280
tune_4,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,30.0,1.77,9252
tune_3,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,31.0,1.85,9246
tune_6,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,31.0,1.84,9338
tune_5,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,31.0,1.89,9252
tune_7,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,31.0,1.58,9184
tune_8,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,31.0,1.53,9295
tune_9,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,31.0,1.54,9246
tune_9,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,51.0,3.09,9117
tune_1,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.41,9281
tune_10,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,30.0,2.02,9160
tune_2,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.53,9257
tune_10,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,42.0,4.00,9221
tune_3,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.51,9262
tune_5,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.58,9288
tune_4,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.80,9314
tune_6,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,19.0,1.72,9246
tune_7,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.66,9264
tune_8,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.61,9197
tune_9,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.58,9286
tune_10,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,0,50,18.0,1.51,9245
tune_2,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,52.0,2.59,9246
tune_1,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,51.0,2.70,9304
tune_4,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,51.0,2.56,9240
tune_3,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,42.0,3.14,9290
tune_5,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,51.0,2.44,9218
tune_6,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,51.0,2.46,9222
tune_1,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,11.75,9242
tune_2,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,11.81,9248
tune_7,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,50.0,2.56,9238
tune_3,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,12.03,9229
tune_5,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,11.87,9210
tune_8,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,11.57,9185
tune_8,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,51.0,2.56,9257
tune_4,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,12.39,9316
tune_7,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,12.50,9271
tune_1,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,30.0,1.62,9289
tune_9,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,13.02,9278
tune_10,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,13.00,9277
tune_2,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,30.0,1.64,9337
tune_4,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,31.0,1.53,9210
tune_5,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,31.0,1.45,9222
tune_6,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,143.0,13.63,9260
tune_9,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,50.0,2.80,9255
tune_3,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,31.0,2.23,9290
tune_7,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,31.0,1.52,9258
tune_6,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,31.0,1.95,9248
tune_10,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,51.0,3.48,9210
tune_1,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.63,9255
tune_8,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,31.0,1.88,9307
tune_10,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,30.0,1.83,9259
tune_2,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.68,9288
tune_9,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,30.0,1.86,9267
tune_5,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.43,9193
tune_4,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.66,9217
tune_3,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.65,9203
tune_6,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,19.0,1.57,9209
tune_8,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.51,9294
tune_7,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.66,9207
tune_9,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.53,9313
tune_10,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,largest,1,50,18.0,1.60,9291
tune_1,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1275.0,2.58,9289
tune_2,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1225.0,2.48,9284
tune_3,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1326.0,2.48,9285
tune_4,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1275.0,2.52,9214
tune_5,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1225.0,2.54,9335
tune_6,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1275.0,2.47,9295
tune_2,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,11.80,9276
tune_6,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,11.60,9190
tune_7,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,11.47,9282
tune_7,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1228.0,2.46,9226
tune_3,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,12.07,9309
tune_1,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,12.16,9318
tune_4,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,12.26,9218
tune_5,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,11.86,9249
tune_8,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1275.0,2.60,9297
tune_8,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,12.01,9226
tune_9,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,11.79,9368
tune_10,Tuning/bog_150_p0.1_2.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,10153.0,11.62,9283
tune_1,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,441.0,1.76,9258
tune_2,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,466.0,1.72,9324
tune_5,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,441.0,1.55,9255
tune_3,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,441.0,1.81,9232
tune_6,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,466.0,1.58,9310
tune_4,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,468.0,1.81,9234
tune_7,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,466.0,1.74,9250
tune_8,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,466.0,1.49,9341
tune_10,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,466.0,1.62,9291
tune_9,Tuning/hos_35_r1_1.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,441.0,1.62,9254
tune_9,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1275.0,3.15,9300
tune_10,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,1276.0,3.31,9277
tune_3,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,171.0,1.57,9214
tune_4,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,171.0,1.64,9211
tune_5,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,153.0,1.67,9216
tune_6,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,171.0,1.58,9254
tune_1,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,171.0,1.81,9215
tune_2,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,153.0,1.76,9268
tune_7,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,153.0,1.42,9280
tune_8,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,153.0,1.44,9309
tune_10,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,153.0,1.41,9302
tune_9,Tuning/mac_grafo20dens30.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,0,50,153.0,1.63,9313
tune_1,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,1,50,1225.0,2.50,9229
tune_2,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,1,50,1326.0,2.60,9290
tune_3,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,1,50,1378.0,2.37,9153
tune_4,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,1,50,1275.0,2.40,9257
tune_5,Tuning/cor_dolphins-w.txt,0.15,0.05,0.03,50,3,0.9,0.02,pairwise,1,50,1275.0,2.38,9217
