0 ['10', '3', '52', '7', '49']
1414 ['25', '52', '6', '51', '1']
1415 ['25', '52', '6', '51', '1']
1416 ['25', '52', '6', '51', '1']
1417 ['25', '52', '6', '51', '1']
1418 ['25', '52', '6', '51', '1']
1419 ['25', '52', '6', '51', '1']
1430 ['52', '6', '51', '25', '43']
1431 ['52', '6', '51', '25', '43']
1432 ['52', '6', '51', '25', '43']
1433 ['52', '6', '51', '25', '59']
1434 ['52', '6', '51', '25', '59']
1435 ['52', '6', '51', '25', '59']
1436 ['52', '6', '51', '25', '59']
1437 ['52', '6', '51', '25', '59']
1438 ['52', '6', '51', '25', '59']
1439 ['52', '6', '51', '25', '59']
1440 ['52', '6', '51', '25', '59']
1441 ['52', '6', '51', '25', '59']
1442 ['52', '6', '51', '25', '59']
1443 ['52', '6', '51', '25', '59']
1454 ['52', '6', '51', '25', '40']
1455 ['52', '6', '51', '25', '40']
1456 ['52', '6', '51', '25', '40']
1457 ['52', '6', '51', '25', '40']
1458 ['52', '6', '51', '25', '40']
1459 ['52', '6', '51', '25', '40']
1460 ['52', '6', '51', '25', '40']
1461 ['52', '6', '51', '25', '40']
1462 ['52', '6', '51', '25', '40']
1463 ['52', '6', '51', '25', '40']
1474 ['6', '51', '25', '52', '54']
1475 ['6', '51', '25', '52', '54']
1476 ['6', '51', '25', '52', '54']
1477 ['6', '51', '25', '52', '54']
1478 ['6', '51', '25', '52', '54']
1479 ['6', '51', '25', '52', '54']
1480 ['6', '51', '25', '52', '54']
1481 ['6', '51', '25', '52', '54']
1482 ['6', '51', '25', '52', '54']
1483 ['6', '51', '25', '52', '54']
1494 ['6', '51', '52', '25', '59']
1495 ['6', '51', '52', '25', '59']
1496 ['6', '51', '52', '25', '59']
1497 ['6', '51', '52', '25', '59']
1498 ['6', '51', '52', '25', '59']
1499 ['6', '51', '52', '25', '59']
1500 ['6', '51', '52', '25', '59']
1501 ['6', '51', '52', '25', '59']
1502 ['6', '51', '52', '25', '59']
1503 ['6', '51', '52', '25', '59']
1514 ['6', '51', '25', '52', '0']
1515 ['6', '51', '25', '52', '0']
1516 ['6', '51', '25', '52', '0']
1517 ['6', '51', '25', '52', '0']
1518 ['6', '51', '25', '52', '0']
1519 ['6', '51', '25', '52', '0']
1520 ['6', '51', '25', '52', '0']
1521 ['6', '51', '25', '52', '0']
1522 ['6', '51', '25', '52', '0']
1523 ['6', '51', '25', '52', '0']
1534 ['6', '51', '52', '25', '59']
1535 ['6', '51', '52', '25', '59']
1536 ['6', '51', '52', '25', '59']
1537 ['6', '51', '52', '25', '59']
1538 ['6', '51', '52', '25', '59']
1539 ['6', '51', '52', '25', '59']
1540 ['6', '51', '52', '25', '59']
1541 ['6', '51', '52', '25', '59']
1542 ['6', '51', '52', '25', '59']
1543 ['6', '51', '52', '25', '59']
1554 ['51', '25', '52', '6', '1']
1555 ['51', '25', '52', '6', '1']
1556 ['51', '25', '52', '6', '1']
1557 ['51', '25', '52', '6', '1']
1558 ['51', '25', '52', '6', '1']
1559 ['51', '25', '52', '6', '1']
1560 ['51', '25', '52', '6', '1']
1561 ['51', '25', '52', '6', '1']
1562 ['51', '25', '52', '6', '1']
1563 ['51', '25', '52', '6', '1']
1574 ['51', '25', '52', '6', '54']
1575 ['51', '25', '52', '6', '54']
1576 ['51', '25', '52', '6', '54']
1577 ['51', '25', '52', '6', '54']
1578 ['51', '25', '52', '6', '54']
1579 ['51', '25', '52', '6', '54']
1580 ['51', '25', '52', '6', '54']
1581 ['51', '25', '52', '6', '54']
1582 ['51', '25', '52', '6', '54']
1583 ['51', '25', '52', '6', '54']
1594 ['51', '25', '52', '6', '30']
1595 ['51', '25', '52', '6', '30']
1596 ['51', '25', '52', '6', '30']
1597 ['51', '25', '52', '6', '30']
1598 ['51', '25', '52', '6', '30']
1599 ['51', '25', '52', '6', '30']
1600 ['51', '25', '52', '6', '59']
1601 ['51', '25', '52', '6', '59']
1602 ['51', '25', '52', '6', '59']
1603 ['51', '25', '52', '6', '59']
1604 ['51', '25', '52', '6', '59']
1605 ['51', '25', '52', '6', '59']
1606 ['51', '25', '52', '6', '59']
1607 ['51', '25', '52', '6', '59']
1608 ['51', '25', '52', '6', '59']
1609 ['51', '25', '52', '6', '59']
1610 ['51', '25', '52', '6', '59']
1621 ['51', '52', '6', '25', '54']
1622 ['51', '52', '6', '25', '54']
1623 ['51', '52', '6', '25', '54']
1624 ['51', '52', '6', '25', '54']
1625 ['51', '52', '6', '25', '54']
1626 ['51', '52', '6', '25', '54']
1627 ['51', '52', '6', '25', '54']
1628 ['51', '52', '6', '25', '54']
1629 ['51', '52', '6', '25', '54']
1630 ['51', '52', '6', '25', '54']
1641 ['51', '52', '25', '6', '59']
1642 ['51', '52', '25', '6', '59']
1643 ['51', '52', '25', '6', '59']
1644 ['51', '52', '25', '6', '59']
1645 ['51', '52', '25', '6', '59']
1646 ['51', '52', '25', '6', '59']
1647 ['51', '52', '25', '6', '59']
1648 ['51', '52', '25', '6', '59']
1649 ['51', '52', '25', '6', '59']
1650 ['51', '52', '25', '6', '59']
1661 ['51', '25', '6', '52', '24']
1662 ['51', '25', '6', '52', '24']
1663 ['51', '25', '6', '52', '24']
1664 ['51', '25', '6', '52', '24']
1665 ['51', '25', '6', '52', '24']
1666 ['51', '25', '6', '52', '24']
1667 ['51', '25', '6', '52', '24']
1668 ['51', '25', '6', '52', '24']
1669 ['51', '25', '6', '52', '24']
1670 ['51', '25', '6', '52', '24']
1681 ['6', '52', '51', '25', '49']
1682 ['6', '52', '51', '25', '49']
1683 ['6', '52', '51', '25', '49']
1684 ['6', '52', '51', '25', '49']
1685 ['6', '52', '51', '25', '49']
1686 ['6', '52', '51', '25', '49']
1687 ['6', '52', '51', '25', '49']
1688 ['6', '52', '51', '25', '49']
1689 ['6', '52', '51', '25', '49']
1690 ['6', '52', '51', '25', '49']
1701 ['6', '52', '51', '25', '1']
1702 ['6', '52', '51', '25', '1']
1703 ['6', '52', '51', '25', '1']
1704 ['6', '52', '51', '25', '1']
1705 ['6', '52', '51', '25', '1']
1706 ['6', '52', '51', '25', '1']
1707 ['6', '52', '51', '25', '1']
1708 ['6', '52', '51', '25', '1']
1709 ['6', '52', '51', '25', '1']
1710 ['6', '52', '51', '25', '1']
1721 ['6', '51', '25', '52', '1']
1722 ['6', '51', '25', '52', '1']
1723 ['6', '51', '25', '52', '1']
1724 ['6', '51', '25', '52', '1']
1725 ['6', '51', '25', '52', '1']
1726 ['6', '51', '25', '52', '1']
1727 ['6', '51', '25', '52', '1']
1728 ['6', '51', '25', '52', '1']
1729 ['6', '51', '25', '52', '1']
1730 ['6', '51', '25', '52', '1']
1741 ['6', '51', '25', '52', '54']
1742 ['6', '51', '25', '52', '54']
1743 ['6', '51', '25', '52', '54']
1744 ['6', '51', '25', '52', '54']
1745 ['6', '51', '25', '52', '54']
1746 ['6', '51', '25', '52', '54']
1747 ['6', '51', '25', '52', '54']
1748 ['6', '51', '25', '52', '54']
1749 ['6', '51', '25', '52', '54']
1750 ['6', '51', '25', '52', '54']
1761 ['51', '25', '52', '6', '58']
1762 ['51', '25', '52', '6', '58']
1763 ['51', '25', '52', '6', '58']
1764 ['51', '25', '52', '6', '58']
1765 ['51', '25', '52', '6', '58']
1766 ['51', '25', '52', '6', '54']
1767 ['51', '25', '52', '6', '54']
1768 ['51', '25', '52', '6', '54']
1769 ['51', '25', '52', '6', '54']
1770 ['51', '25', '52', '6', '54']
1771 ['51', '25', '52', '6', '54']
1772 ['51', '25', '52', '6', '54']
1773 ['51', '25', '52', '6', '54']
1774 ['51', '25', '52', '6', '54']
1775 ['51', '25', '52', '6', '54']
1776 ['51', '25', '52', '6', '54']
1787 ['51', '25', '6', '52', '29']
1788 ['51', '25', '6', '52', '29']
1789 ['51', '25', '6', '52', '29']
1790 ['51', '25', '6', '52', '29']
1791 ['51', '25', '6', '52', '29']
1792 ['51', '25', '6', '52', '29']
1793 ['51', '25', '6', '52', '29']
1794 ['51', '25', '6', '52', '29']
1795 ['51', '25', '6', '52', '29']
1796 ['51', '25', '6', '52', '29']
1807 ['51', '25', '52', '6', '59']
1808 ['51', '25', '52', '6', '59']
1809 ['51', '25', '52', '6', '59']
1810 ['51', '25', '52', '6', '59']
1811 ['51', '25', '52', '6', '59']
1812 ['51', '25', '52', '6', '59']
1813 ['51', '25', '52', '6', '59']
1814 ['51', '25', '52', '6', '59']
1815 ['51', '25', '52', '6', '59']
1816 ['51', '25', '52', '6', '59']
1827 ['51', '25', '6', '52', '1']
1828 ['51', '25', '6', '52', '1']
1829 ['51', '25', '6', '52', '1']
1830 ['51', '25', '6', '52', '1']
1831 ['51', '25', '6', '52', '1']
1832 ['51', '25', '6', '52', '1']
1833 ['51', '25', '6', '52', '1']
1834 ['51', '25', '6', '52', '1']
1835 ['51', '25', '6', '52', '1']
1836 ['51', '25', '6', '52', '1']
1847 ['51', '6', '52', '25', '46']
1848 ['51', '6', '52', '25', '46']
1849 ['51', '6', '52', '25', '46']
1850 ['51', '6', '52', '25', '46']
1851 ['51', '6', '52', '25', '46']
1852 ['51', '6', '52', '25', '46']
1853 ['51', '6', '52', '25', '46']
1854 ['51', '6', '52', '25', '46']
1855 ['51', '6', '52', '25', '46']
1856 ['51', '6', '52', '25', '46']
1867 ['52', '25', '6', '51', '48']
1868 ['52', '25', '6', '51', '48']
1869 ['52', '25', '6', '51', '48']
1870 ['52', '25', '6', '51', '48']
1871 ['52', '25', '6', '51', '48']
1872 ['52', '25', '6', '51', '48']
1873 ['52', '25', '6', '51', '54']
1874 ['52', '25', '6', '51', '54']
1875 ['52', '25', '6', '51', '54']
1876 ['52', '25', '6', '51', '54']
1877 ['52', '25', '6', '51', '54']
1878 ['52', '25', '6', '51', '54']
1879 ['52', '25', '6', '51', '54']
1880 ['52', '25', '6', '51', '54']
1881 ['52', '25', '6', '51', '54']
1882 ['52', '25', '6', '51', '54']
1883 ['52', '25', '6', '51', '54']
1894 ['52', '25', '6', '51', '54']
1895 ['52', '25', '6', '51', '54']
1896 ['52', '25', '6', '51', '54']
1897 ['52', '25', '6', '51', '54']
1898 ['52', '25', '6', '51', '54']
1899 ['52', '25', '6', '51', '54']
1900 ['52', '25', '6', '51', '54']
1901 ['52', '25', '6', '51', '54']
1902 ['52', '25', '6', '51', '54']
1903 ['52', '25', '6', '51', '54']
1914 ['6', '51', '52', '25', '59']
1915 ['6', '51', '52', '25', '59']
1916 ['6', '51', '52', '25', '59']
1917 ['6', '51', '52', '25', '59']
1918 ['6', '51', '52', '25', '59']
1919 ['6', '51', '52', '25', '59']
1920 ['6', '51', '52', '25', '59']
1921 ['6', '51', '52', '25', '59']
1922 ['6', '51', '52', '25', '59']
1923 ['6', '51', '52', '25', '59']
1934 ['6', '51', '52', '25', '28']
1935 ['6', '51', '52', '25', '28']
1936 ['6', '51', '52', '25', '28']
1937 ['6', '51', '52', '25', '28']
1938 ['52', '25', '51', '6', '54']
1939 ['52', '25', '51', '6', '54']
1940 ['52', '25', '51', '6', '54']
1941 ['52', '25', '51', '6', '54']
1942 ['52', '25', '51', '6', '54']
1943 ['52', '25', '51', '6', '54']
1944 ['52', '25', '51', '6', '54']
1945 ['52', '25', '51', '6', '54']
1946 ['52', '25', '51', '6', '54']
1947 ['52', '25', '51', '6', '54']
1948 ['52', '25', '51', '6', '54']
1959 ['52', '25', '6', '51', '27']
1960 ['52', '25', '6', '51', '27']
1961 ['52', '25', '6', '51', '27']
1962 ['52', '25', '6', '51', '27']
1963 ['52', '25', '6', '51', '27']
1964 ['52', '25', '6', '51', '27']
1965 ['52', '25', '6', '51', '27']
1966 ['52', '25', '6', '51', '27']
1967 ['52', '51', '6', '25', '54']
1968 ['52', '51', '6', '25', '54']
1969 ['52', '51', '6', '25', '54']
1970 ['52', '51', '6', '25', '54']
1971 ['52', '51', '6', '25', '54']
1972 ['52', '51', '6', '25', '54']
1973 ['52', '51', '6', '25', '54']
1974 ['52', '51', '6', '25', '54']
1975 ['52', '51', '6', '25', '54']
1976 ['52', '51', '6', '25', '54']
1977 ['52', '51', '6', '25', '54']
1988 ['52', '51', '6', '25', '59']
1989 ['52', '51', '6', '25', '59']
1990 ['52', '51', '6', '25', '59']
1991 ['52', '51', '6', '25', '59']
1992 ['52', '51', '6', '25', '59']
1993 ['52', '51', '6', '25', '59']
1994 ['52', '51', '6', '25', '59']
1995 ['52', '51', '6', '25', '59']
1996 ['52', '51', '6', '25', '59']
1997 ['52', '51', '6', '25', '59']
2008 ['52', '51', '25', '6', '48']
2009 ['52', '25', '6', '51', '59']
2010 ['52', '25', '6', '51', '59']
2011 ['52', '25', '6', '51', '59']
2012 ['52', '25', '6', '51', '59']
2013 ['52', '25', '6', '51', '59']
2014 ['52', '25', '6', '51', '59']
2015 ['52', '25', '6', '51', '59']
2016 ['52', '25', '6', '51', '59']
2017 ['52', '25', '6', '51', '59']
2018 ['52', '25', '6', '51', '59']
2019 ['52', '25', '6', '51', '59']
2030 ['52', '25', '6', '51', '33']
2031 ['52', '25', '6', '51', '33']
2032 ['52', '25', '6', '51', '33']
2033 ['52', '25', '6', '51', '33']
2034 ['52', '25', '6', '51', '33']
2035 ['52', '25', '6', '51', '33']
2036 ['52', '25', '6', '51', '33']
2037 ['52', '25', '6', '51', '33']
2038 ['52', '25', '6', '51', '33']
2039 ['52', '25', '6', '51', '33']
2050 ['52', '25', '6', '51', '1']
2051 ['52', '25', '6', '51', '1']
2052 ['52', '25', '6', '51', '1']
2053 ['52', '25', '6', '51', '1']
2054 ['52', '25', '6', '51', '1']
2055 ['52', '25', '6', '51', '1']
2056 ['52', '25', '6', '51', '1']
2057 ['52', '25', '6', '51', '1']
2058 ['52', '25', '6', '51', '1']
2059 ['52', '25', '6', '51', '1']
2060 ['52', '25', '6', '51', '1']
2071 ['52', '25', '6', '51', '1']
2072 ['52', '25', '6', '51', '1']
2073 ['52', '25', '6', '51', '1']
2074 ['52', '25', '6', '51', '1']
2075 ['52', '25', '6', '51', '1']
2076 ['52', '25', '6', '51', '1']
2077 ['52', '25', '6', '51', '1']
2078 ['52', '25', '6', '51', '1']
2079 ['52', '25', '6', '51', '1']
2080 ['52', '25', '6', '51', '1']
2091 ['25', '6', '51', '52', '1']
2092 ['25', '6', '51', '52', '1']
2093 ['25', '6', '51', '52', '1']
2094 ['25', '6', '51', '52', '1']
2095 ['25', '6', '51', '52', '1']
2096 ['25', '6', '51', '52', '1']
2097 ['25', '6', '51', '52', '1']
2098 ['25', '6', '51', '52', '1']
2099 ['25', '6', '51', '52', '1']
2100 ['25', '6', '51', '52', '1']
2111 ['25', '6', '51', '52', '48']
2112 ['25', '6', '51', '52', '48']
2113 ['25', '6', '51', '52', '48']
2114 ['25', '6', '51', '52', '48']
2115 ['25', '6', '51', '52', '48']
2116 ['25', '6', '51', '52', '48']
2117 ['25', '6', '51', '52', '48']
2118 ['25', '6', '51', '52', '48']
2119 ['25', '6', '51', '52', '48']
2120 ['25', '6', '51', '52', '48']
2131 ['25', '52', '6', '51', '9']
2132 ['25', '52', '6', '51', '9']
2133 ['25', '52', '6', '51', '9']
2134 ['25', '52', '6', '51', '9']
2135 ['25', '52', '6', '51', '9']
2136 ['25', '52', '6', '51', '9']
2137 ['25', '52', '6', '51', '9']
2138 ['25', '52', '6', '51', '9']
2139 ['25', '52', '6', '51', '9']
2140 ['25', '52', '6', '51', '9']
2151 ['25', '52', '51', '6', '61']
2152 ['25', '52', '51', '6', '61']
2153 ['25', '52', '51', '6', '61']
2154 ['25', '52', '51', '6', '61']
2155 ['25', '52', '51', '6', '61']
2156 ['25', '52', '51', '6', '61']
2157 ['25', '52', '51', '6', '61']
2158 ['25', '52', '51', '6', '61']
2159 ['25', '52', '51', '6', '61']
2160 ['25', '52', '51', '6', '61']
2171 ['25', '6', '51', '52', '52']
2172 ['25', '6', '51', '52', '52']
2173 ['25', '6', '51', '52', '52']
2174 ['25', '6', '51', '52', '52']
2175 ['25', '6', '51', '52', '52']
2176 ['25', '6', '51', '52', '52']
2177 ['25', '6', '51', '52', '52']
2178 ['25', '6', '51', '52', '52']
2179 ['25', '6', '51', '52', '52']
2180 ['25', '6', '51', '52', '52']
2191 ['25', '6', '52', '51', '36']
2192 ['25', '6', '52', '51', '36']
2193 ['25', '6', '52', '51', '36']
2194 ['25', '6', '52', '51', '36']
2195 ['25', '6', '52', '51', '36']
2196 ['25', '6', '52', '51', '36']
2197 ['25', '6', '52', '51', '36']
2198 ['25', '6', '52', '51', '36']
2199 ['25', '6', '52', '51', '36']
2200 ['25', '6', '52', '51', '36']
2211 ['6', '52', '51', '25', '43']
2212 ['6', '52', '51', '25', '43']
2213 ['6', '52', '51', '25', '43']
2214 ['6', '52', '51', '25', '43']
2215 ['6', '52', '51', '25', '43']
2216 ['6', '52', '51', '25', '43']
2217 ['6', '52', '51', '25', '43']
2218 ['6', '52', '51', '25', '43']
2219 ['6', '52', '51', '25', '43']
2220 ['6', '52', '51', '25', '43']
2231 ['6', '52', '51', '25', '54']
2232 ['6', '52', '51', '25', '54']
2233 ['6', '52', '51', '25', '54']
2234 ['6', '52', '51', '25', '54']
2235 ['6', '52', '51', '25', '54']
2236 ['6', '52', '51', '25', '54']
2237 ['6', '52', '51', '25', '54']
2238 ['6', '52', '51', '25', '54']
2239 ['6', '52', '51', '25', '54']
2240 ['6', '52', '51', '25', '54']
2251 ['6', '51', '25', '52', '22']
2252 ['6', '51', '25', '52', '22']
2253 ['6', '51', '25', '52', '22']
2254 ['6', '51', '25', '52', '22']
2255 ['6', '51', '25', '52', '22']
2256 ['6', '51', '25', '52', '22']
2257 ['6', '51', '25', '52', '22']
2258 ['6', '51', '25', '52', '22']
2259 ['6', '51', '25', '52', '22']
2260 ['6', '51', '25', '52', '22']
2271 ['6', '51', '25', '52', '31']
2272 ['6', '51', '25', '52', '31']
2273 ['6', '51', '25', '52', '31']
2274 ['6', '51', '25', '52', '31']
2275 ['6', '51', '25', '52', '31']
2276 ['6', '51', '25', '52', '31']
2277 ['6', '51', '25', '52', '31']
2278 ['6', '51', '25', '52', '31']
2279 ['6', '51', '25', '52', '31']
2280 ['6', '51', '25', '52', '31']
2291 ['51', '25', '52', '6', '54']
2292 ['51', '25', '52', '6', '54']
2293 ['51', '25', '52', '6', '54']
2294 ['51', '25', '52', '6', '54']
2295 ['51', '25', '52', '6', '54']
2296 ['51', '25', '52', '6', '54']
2297 ['51', '25', '52', '6', '54']
2298 ['51', '25', '52', '6', '54']
2299 ['51', '25', '52', '6', '54']
2300 ['51', '25', '52', '6', '54']
2311 ['51', '25', '52', '6', '34']
2312 ['51', '25', '52', '6', '34']
2313 ['51', '25', '52', '6', '34']
2314 ['51', '25', '52', '6', '34']
2315 ['51', '25', '52', '6', '34']
2316 ['51', '25', '52', '6', '34']
2317 ['51', '25', '52', '6', '34']
2318 ['51', '25', '52', '6', '34']
2319 ['51', '25', '52', '6', '34']
2320 ['51', '25', '52', '6', '34']
2331 ['51', '25', '6', '52', '23']
2332 ['51', '25', '6', '52', '23']
2333 ['51', '25', '6', '52', '23']
2334 ['25', '6', '52', '51', '1']
2335 ['25', '6', '52', '51', '1']
2336 ['25', '6', '52', '51', '1']
2337 ['25', '6', '52', '51', '1']
2338 ['25', '6', '52', '51', '1']
2339 ['25', '6', '52', '51', '1']
2340 ['25', '6', '52', '51', '1']
2341 ['25', '6', '52', '51', '1']
2342 ['25', '6', '52', '51', '1']
2343 ['25', '6', '52', '51', '1']
2344 ['25', '6', '52', '51', '1']
2355 ['25', '51', '52', '6', '44']
2356 ['25', '51', '52', '6', '44']
2357 ['25', '51', '52', '6', '44']
2358 ['25', '51', '52', '6', '44']
2359 ['25', '51', '52', '6', '44']
2360 ['25', '51', '52', '6', '44']
2361 ['25', '51', '52', '6', '44']
2362 ['25', '51', '52', '6', '44']
2363 ['25', '51', '52', '6', '44']
2364 ['25', '51', '52', '6', '44']
2375 ['25', '51', '52', '6', '59']
2376 ['25', '51', '52', '6', '59']
2377 ['25', '51', '52', '6', '59']
2378 ['25', '51', '52', '6', '59']
2379 ['25', '51', '52', '6', '59']
2380 ['25', '51', '52', '6', '59']
2381 ['25', '51', '52', '6', '59']
2382 ['25', '51', '52', '6', '59']
2383 ['25', '51', '52', '6', '59']
2384 ['25', '51', '52', '6', '59']
2395 ['52', '6', '25', '51', '1']
2396 ['52', '6', '25', '51', '1']
2397 ['52', '6', '25', '51', '1']
2398 ['52', '6', '25', '51', '1']
2399 ['52', '6', '25', '51', '1']
2400 ['52', '6', '25', '51', '1']
2401 ['52', '6', '25', '51', '1']
2402 ['52', '6', '25', '51', '1']
2403 ['52', '6', '25', '51', '1']
2404 ['52', '6', '25', '51', '1']
2415 ['52', '6', '25', '51', '40']
2416 ['52', '6', '25', '51', '40']
2417 ['52', '6', '25', '51', '40']
2418 ['52', '6', '25', '51', '40']
2419 ['52', '6', '25', '51', '40']
2420 ['52', '6', '25', '51', '40']
2421 ['52', '6', '25', '51', '40']
2422 ['52', '6', '25', '51', '40']
2423 ['52', '6', '25', '51', '40']
2424 ['52', '6', '25', '51', '40']
2435 ['52', '6', '25', '51', '23']
2436 ['52', '6', '25', '51', '23']
2437 ['52', '6', '25', '51', '23']
2438 ['52', '6', '25', '51', '23']
2439 ['52', '6', '25', '51', '23']
2440 ['52', '6', '25', '51', '23']
2441 ['52', '6', '25', '51', '23']
2442 ['52', '6', '25', '51', '23']
2443 ['25', '6', '51', '52', '59']
2444 ['25', '6', '51', '52', '59']
2445 ['25', '6', '51', '52', '59']
2446 ['25', '6', '51', '52', '59']
2447 ['25', '6', '51', '52', '59']
2448 ['25', '6', '51', '52', '59']
2449 ['25', '6', '51', '52', '59']
2450 ['25', '6', '51', '52', '59']
2451 ['25', '6', '51', '52', '59']
2452 ['25', '6', '51', '52', '59']
2453 ['25', '6', '51', '52', '59']
2464 ['25', '6', '52', '51', '54']
2465 ['25', '6', '52', '51', '54']
2466 ['25', '6', '52', '51', '54']
2467 ['25', '6', '52', '51', '54']
2468 ['25', '6', '52', '51', '54']
2469 ['25', '6', '52', '51', '54']
2470 ['25', '6', '52', '51', '54']
2471 ['25', '6', '52', '51', '54']
2472 ['25', '6', '52', '51', '54']
2473 ['25', '6', '52', '51', '54']
2484 ['25', '6', '52', '51', '54']
2485 ['25', '6', '52', '51', '54']
2486 ['25', '6', '52', '51', '54']
2487 ['25', '6', '52', '51', '54']
2488 ['25', '6', '52', '51', '54']
2489 ['25', '6', '52', '51', '54']
2490 ['25', '6', '52', '51', '54']
2491 ['25', '6', '52', '51', '54']
2492 ['25', '6', '52', '51', '54']
2493 ['25', '6', '52', '51', '54']
2504 ['51', '6', '25', '52', '1']
2505 ['51', '6', '25', '52', '1']
2506 ['51', '6', '25', '52', '1']
2507 ['51', '6', '25', '52', '1']
2508 ['51', '6', '25', '52', '1']
2509 ['51', '6', '25', '52', '1']
2510 ['51', '6', '25', '52', '1']
2511 ['51', '6', '25', '52', '1']
2512 ['51', '6', '25', '52', '1']
2513 ['51', '6', '25', '52', '1']
2524 ['51', '6', '25', '52', '1']
2525 ['51', '6', '25', '52', '1']
2526 ['51', '6', '25', '52', '1']
2527 ['51', '6', '25', '52', '1']
2528 ['51', '6', '25', '52', '1']
2529 ['51', '6', '25', '52', '1']
2530 ['51', '6', '25', '52', '1']
2531 ['51', '6', '25', '52', '1']
2532 ['51', '6', '25', '52', '1']
2533 ['51', '6', '25', '52', '1']
2544 ['51', '6', '52', '25', '1']
2545 ['51', '6', '52', '25', '1']
2546 ['51', '6', '52', '25', '1']
2547 ['51', '6', '52', '25', '1']
2548 ['51', '6', '52', '25', '1']
2549 ['51', '6', '52', '25', '1']
2550 ['51', '6', '52', '25', '1']
2551 ['51', '6', '52', '25', '1']
2552 ['51', '6', '52', '25', '1']
2553 ['51', '6', '52', '25', '1']
2564 ['52', '25', '51', '6', '1']
2565 ['52', '25', '51', '6', '1']
2566 ['52', '25', '51', '6', '1']
2567 ['52', '25', '51', '6', '1']
2568 ['52', '25', '51', '6', '1']
2569 ['52', '25', '51', '6', '1']
2570 ['52', '25', '51', '6', '1']
2571 ['52', '25', '51', '6', '1']
2572 ['52', '25', '51', '6', '1']
2573 ['52', '25', '51', '6', '1']
2584 ['52', '25', '6', '51', '1']
2585 ['52', '25', '6', '51', '1']
2586 ['52', '25', '6', '51', '1']
2587 ['52', '25', '6', '51', '1']
2588 ['52', '25', '6', '51', '1']
2589 ['52', '25', '6', '51', '1']
2590 ['52', '25', '6', '51', '1']
2591 ['52', '25', '6', '51', '1']
2592 ['52', '25', '6', '51', '1']
2593 ['52', '25', '6', '51', '1']
2604 ['6', '51', '25', '52', '58']
2605 ['6', '51', '25', '52', '58']
2606 ['6', '51', '25', '52', '58']
2607 ['6', '51', '25', '52', '58']
2608 ['6', '51', '25', '52', '58']
2609 ['6', '51', '25', '52', '58']
2610 ['6', '51', '25', '52', '58']
2611 ['6', '51', '25', '52', '58']
2612 ['6', '51', '25', '52', '58']
2613 ['6', '51', '25', '52', '58']
2624 ['51', '6', '52', '25', '1']
2625 ['51', '6', '52', '25', '1']
2626 ['51', '6', '52', '25', '1']
2627 ['51', '6', '52', '25', '1']
2628 ['51', '6', '52', '25', '1']
2629 ['51', '6', '52', '25', '1']
2630 ['51', '6', '52', '25', '1']
2631 ['51', '6', '52', '25', '1']
2632 ['51', '6', '52', '25', '1']
2633 ['51', '6', '52', '25', '1']
2634 ['51', '6', '52', '25', '1']
2645 ['6', '52', '51', '25', '1']
2646 ['6', '52', '51', '25', '1']
2647 ['6', '52', '51', '25', '1']
2648 ['6', '52', '51', '25', '1']
2649 ['6', '52', '51', '25', '1']
2650 ['6', '52', '51', '25', '1']
2651 ['6', '52', '51', '25', '1']
2652 ['6', '52', '51', '25', '1']
2653 ['6', '52', '51', '25', '1']
2654 ['6', '52', '51', '25', '1']
2665 ['6', '52', '51', '25', '0']
2666 ['6', '52', '51', '25', '0']
2667 ['6', '52', '51', '25', '0']
2668 ['6', '52', '51', '25', '0']
2669 ['6', '52', '51', '25', '0']
2670 ['6', '52', '51', '25', '0']
2671 ['6', '52', '51', '25', '0']
2672 ['6', '52', '51', '25', '0']
2673 ['6', '52', '51', '25', '0']
2674 ['6', '52', '51', '25', '0']
2685 ['6', '52', '51', '25', '23']
2686 ['6', '52', '51', '25', '23']
2687 ['6', '52', '51', '25', '23']
2688 ['6', '52', '51', '25', '23']
2689 ['6', '52', '51', '25', '23']
2690 ['6', '52', '51', '25', '23']
2691 ['6', '52', '51', '25', '23']
2692 ['6', '52', '51', '25', '23']
2693 ['6', '52', '51', '25', '23']
2694 ['6', '52', '51', '25', '23']
2705 ['6', '51', '52', '25', '59']
2706 ['6', '51', '52', '25', '59']
2707 ['6', '51', '52', '25', '59']
2708 ['6', '51', '52', '25', '59']
2709 ['6', '51', '52', '25', '59']
2710 ['6', '51', '52', '25', '59']
2711 ['6', '51', '52', '25', '59']
2712 ['6', '51', '52', '25', '59']
2713 ['6', '51', '52', '25', '59']
2714 ['6', '51', '52', '25', '59']
2725 ['6', '52', '25', '51', '1']
2726 ['6', '52', '25', '51', '1']
2727 ['6', '52', '25', '51', '1']
2728 ['6', '52', '25', '51', '1']
2729 ['6', '52', '25', '51', '1']
2730 ['6', '52', '25', '51', '1']
2731 ['6', '52', '25', '51', '1']
2732 ['6', '52', '25', '51', '1']
2733 ['6', '52', '25', '51', '1']
2734 ['6', '52', '25', '51', '1']
2745 ['25', '51', '6', '52', '15']
2746 ['25', '51', '6', '52', '15']
2747 ['25', '51', '6', '52', '15']
2748 ['25', '51', '6', '52', '15']
2749 ['25', '51', '6', '52', '15']
2750 ['25', '51', '6', '52', '15']
2751 ['25', '6', '52', '51', '1']
2752 ['25', '6', '52', '51', '1']
