0 ['20', '19', '15']
1 ['20', '19', '15']
2 ['20', '19', '15']
3 ['20', '19', '15']
4 ['20', '19', '15']
5 ['20', '19', '15']
6 ['20', '19', '15']
7 ['20', '19', '15']
8 ['20', '19', '15']
9 ['20', '19', '15']
20 ['9', '31', '24']
21 ['9', '31', '24']
22 ['9', '31', '24']
23 ['9', '31', '24']
24 ['9', '31', '24']
25 ['9', '31', '24']
26 ['9', '31', '24']
27 ['9', '31', '24']
28 ['9', '31', '24']
29 ['9', '31', '24']
40 ['28', '33', '35']
41 ['28', '33', '35']
42 ['28', '33', '35']
43 ['28', '33', '35']
44 ['28', '33', '35']
45 ['28', '33', '35']
46 ['28', '33', '35']
47 ['28', '33', '35']
48 ['28', '33', '35']
49 ['28', '33', '35']
60 ['4', '42', '50']
61 ['4', '42', '50']
62 ['4', '42', '50']
63 ['4', '42', '50']
64 ['4', '42', '50']
65 ['4', '42', '50']
66 ['4', '42', '50']
67 ['4', '42', '50']
68 ['4', '42', '50']
69 ['4', '42', '50']
80 ['43', '38', '23']
81 ['43', '38', '23']
82 ['43', '38', '23']
83 ['43', '38', '23']
84 ['43', '38', '23']
85 ['43', '38', '23']
86 ['43', '38', '23']
87 ['43', '38', '23']
88 ['43', '38', '23']
89 ['43', '38', '23']
100 ['40', '21', '8']
101 ['40', '21', '8']
102 ['40', '21', '8']
103 ['40', '21', '8']
104 ['40', '21', '8']
105 ['40', '21', '8']
106 ['40', '21', '8']
107 ['40', '21', '8']
108 ['40', '21', '8']
109 ['40', '21', '8']
120 ['1', '3', '26']
121 ['1', '3', '26']
122 ['1', '3', '26']
123 ['1', '3', '26']
124 ['1', '3', '26']
125 ['1', '3', '26']
126 ['1', '3', '26']
127 ['1', '3', '26']
128 ['1', '3', '26']
129 ['1', '3', '26']
140 ['48', '18', '53']
141 ['48', '18', '53']
142 ['48', '18', '53']
143 ['48', '18', '53']
144 ['48', '18', '53']
145 ['48', '18', '53']
146 ['48', '18', '53']
147 ['48', '18', '53']
148 ['48', '18', '53']
149 ['48', '18', '53']
160 ['11', '1', '16']
161 ['11', '1', '16']
162 ['11', '1', '16']
163 ['11', '1', '16']
164 ['11', '1', '16']
165 ['11', '1', '16']
166 ['11', '1', '16']
167 ['11', '1', '16']
168 ['11', '1', '16']
169 ['11', '1', '16']
180 ['13', '43', '33']
181 ['13', '43', '33']
182 ['13', '43', '33']
183 ['13', '43', '33']
184 ['13', '43', '33']
185 ['13', '43', '33']
186 ['13', '43', '33']
187 ['13', '43', '33']
188 ['13', '43', '33']
189 ['13', '43', '33']
200 ['2', '16', '7']
201 ['2', '16', '7']
202 ['2', '16', '7']
203 ['2', '16', '7']
204 ['2', '16', '7']
205 ['2', '16', '7']
206 ['2', '16', '7']
207 ['2', '16', '7']
208 ['2', '16', '7']
209 ['2', '16', '7']
220 ['14', '16', '60']
221 ['14', '16', '60']
222 ['14', '16', '60']
223 ['14', '16', '60']
224 ['14', '16', '60']
225 ['14', '16', '60']
226 ['14', '16', '60']
227 ['14', '16', '60']
228 ['14', '16', '60']
229 ['14', '16', '60']
240 ['52', '1', '15']
241 ['52', '1', '15']
242 ['52', '1', '15']
243 ['52', '1', '15']
244 ['52', '1', '15']
245 ['52', '1', '15']
246 ['52', '1', '15']
247 ['52', '1', '15']
248 ['52', '1', '15']
249 ['52', '1', '15']
260 ['9', '23', '50']
261 ['9', '23', '50']
262 ['9', '23', '50']
263 ['9', '23', '50']
264 ['9', '23', '50']
