0 ['57', '45', '58', '61', '25', '40', '16', '14']
1 ['57', '45', '58', '61', '25', '40', '16', '14']
2 ['57', '45', '58', '61', '25', '40', '16', '14']
3 ['57', '45', '58', '61', '25', '40', '16', '14']
4 ['57', '45', '58', '61', '25', '40', '16', '14']
5 ['57', '45', '58', '61', '25', '40', '16', '14']
6 ['57', '45', '58', '61', '25', '40', '16', '14']
7 ['57', '45', '58', '61', '25', '40', '16', '14']
8 ['57', '45', '58', '61', '25', '40', '16', '14']
9 ['57', '45', '58', '61', '25', '40', '16', '14']
20 ['60', '0', '10', '41', '51', '38', '61', '52']
21 ['60', '0', '10', '41', '51', '38', '61', '52']
22 ['60', '0', '10', '41', '51', '38', '61', '52']
23 ['60', '0', '10', '41', '51', '38', '61', '52']
24 ['60', '0', '10', '41', '51', '38', '61', '52']
25 ['60', '0', '10', '41', '51', '38', '61', '52']
26 ['60', '0', '10', '41', '51', '38', '61', '52']
27 ['60', '0', '10', '41', '51', '38', '61', '52']
28 ['60', '0', '10', '41', '51', '38', '61', '52']
29 ['60', '0', '10', '41', '51', '38', '61', '52']
40 ['51', '52', '40', '60', '57', '8', '19', '34']
41 ['51', '52', '40', '60', '57', '8', '19', '34']
42 ['51', '52', '40', '60', '57', '8', '19', '34']
43 ['51', '52', '40', '60', '57', '8', '19', '34']
44 ['51', '52', '19', '13', '28', '58', '22', '25']
45 ['51', '52', '19', '13', '28', '58', '22', '25']
46 ['51', '52', '19', '13', '28', '58', '22', '25']
47 ['51', '52', '19', '13', '28', '58', '22', '25']
48 ['51', '52', '19', '13', '28', '58', '22', '25']
49 ['51', '52', '19', '13', '28', '58', '22', '25']
50 ['51', '52', '19', '13', '28', '58', '22', '25']
51 ['51', '52', '19', '13', '28', '58', '22', '25']
52 ['51', '52', '19', '13', '28', '58', '22', '25']
53 ['51', '52', '19', '13', '28', '58', '22', '25']
54 ['51', '52', '19', '13', '28', '58', '22', '25']
65 ['51', '52', '25', '37', '41', '56', '8', '1']
66 ['51', '52', '25', '37', '41', '56', '8', '1']
67 ['51', '52', '25', '37', '41', '56', '8', '1']
68 ['51', '52', '25', '37', '41', '56', '8', '1']
69 ['51', '52', '25', '37', '41', '56', '8', '1']
70 ['51', '52', '25', '37', '41', '56', '8', '1']
71 ['51', '52', '25', '37', '41', '56', '8', '1']
72 ['51', '52', '25', '37', '41', '56', '8', '1']
73 ['51', '52', '25', '37', '41', '56', '8', '1']
74 ['51', '52', '25', '37', '41', '56', '8', '1']
85 ['51', '52', '25', '1', '39', '60', '23', '59']
86 ['51', '52', '25', '1', '39', '60', '23', '59']
87 ['51', '52', '25', '1', '39', '60', '23', '59']
88 ['51', '52', '25', '1', '39', '60', '23', '59']
89 ['51', '52', '25', '1', '39', '60', '23', '59']
90 ['51', '52', '25', '1', '39', '60', '23', '59']
91 ['51', '52', '25', '1', '39', '60', '23', '59']
92 ['51', '52', '25', '1', '39', '60', '23', '59']
93 ['51', '52', '25', '1', '39', '60', '23', '59']
94 ['51', '52', '25', '1', '39', '60', '23', '59']
105 ['51', '52', '25', '1', '59', '40', '28', '10']
106 ['51', '52', '25', '1', '59', '40', '28', '10']
107 ['51', '52', '25', '1', '59', '40', '28', '10']
108 ['51', '52', '25', '1', '59', '40', '28', '10']
109 ['51', '52', '25', '1', '59', '40', '28', '10']
110 ['51', '52', '25', '1', '59', '40', '28', '10']
111 ['51', '52', '25', '1', '59', '40', '28', '10']
112 ['51', '52', '25', '1', '59', '40', '28', '10']
113 ['51', '52', '25', '1', '59', '40', '28', '10']
114 ['51', '52', '25', '1', '59', '40', '28', '10']
125 ['52', '25', '1', '59', '51', '24', '20', '13']
126 ['52', '25', '1', '59', '51', '24', '20', '13']
127 ['52', '25', '1', '59', '51', '24', '20', '13']
128 ['52', '25', '1', '59', '51', '24', '20', '13']
129 ['52', '25', '1', '59', '51', '24', '20', '13']
130 ['52', '25', '1', '59', '51', '24', '20', '13']
131 ['52', '25', '1', '59', '51', '24', '20', '13']
132 ['52', '25', '1', '59', '51', '24', '20', '13']
133 ['52', '25', '1', '59', '51', '24', '20', '13']
134 ['52', '25', '1', '59', '51', '24', '20', '13']
145 ['52', '59', '1', '25', '51', '38', '60', '5']
146 ['52', '59', '1', '25', '51', '38', '60', '5']
147 ['52', '59', '1', '25', '51', '38', '60', '5']
148 ['52', '59', '1', '25', '51', '38', '60', '5']
149 ['52', '59', '1', '25', '51', '38', '60', '5']
150 ['52', '59', '1', '25', '51', '38', '60', '5']
151 ['52', '59', '1', '25', '51', '38', '60', '5']
152 ['52', '59', '1', '25', '51', '38', '60', '5']
153 ['52', '59', '1', '25', '51', '38', '60', '5']
154 ['52', '59', '1', '25', '51', '38', '60', '5']
155 ['52', '59', '1', '25', '51', '38', '60', '5']
166 ['52', '59', '1', '51', '5', '25', '33', '6']
167 ['52', '59', '1', '51', '5', '25', '33', '6']
168 ['52', '59', '1', '51', '5', '25', '33', '6']
169 ['52', '59', '1', '51', '5', '25', '33', '6']
170 ['52', '59', '1', '51', '5', '25', '33', '6']
171 ['52', '59', '1', '51', '5', '25', '33', '6']
172 ['52', '59', '1', '51', '5', '25', '33', '6']
173 ['52', '59', '1', '51', '5', '25', '33', '6']
174 ['52', '59', '1', '51', '5', '25', '33', '6']
175 ['52', '1', '51', '5', '25', '6', '59', '54']
176 ['52', '1', '51', '5', '25', '6', '59', '54']
177 ['52', '1', '51', '5', '25', '6', '59', '54']
178 ['52', '1', '51', '5', '25', '6', '59', '54']
179 ['52', '1', '51', '5', '25', '6', '59', '54']
180 ['52', '1', '51', '5', '25', '6', '59', '54']
181 ['52', '1', '51', '5', '25', '6', '59', '54']
182 ['52', '1', '51', '5', '25', '6', '59', '54']
183 ['52', '1', '51', '5', '25', '6', '59', '54']
184 ['52', '1', '51', '5', '25', '6', '59', '54']
185 ['52', '1', '51', '5', '25', '6', '59', '54']
196 ['1', '51', '5', '25', '6', '59', '52', '54']
197 ['1', '51', '5', '25', '6', '59', '52', '54']
198 ['1', '51', '5', '25', '6', '59', '52', '54']
199 ['1', '51', '5', '25', '6', '59', '52', '54']
200 ['1', '51', '5', '25', '6', '59', '52', '54']
201 ['1', '51', '5', '25', '6', '59', '52', '54']
202 ['1', '51', '5', '25', '6', '59', '52', '54']
203 ['1', '51', '5', '25', '6', '59', '52', '54']
204 ['1', '51', '5', '25', '6', '59', '52', '54']
205 ['1', '51', '5', '25', '6', '59', '52', '54']
216 ['51', '5', '25', '6', '54', '59', '52', '60']
217 ['51', '5', '25', '6', '54', '59', '52', '60']
218 ['51', '5', '25', '6', '54', '59', '52', '60']
219 ['51', '5', '25', '6', '54', '59', '52', '60']
220 ['51', '5', '25', '6', '54', '59', '52', '60']
221 ['51', '5', '25', '6', '54', '59', '52', '60']
222 ['51', '5', '25', '6', '54', '59', '52', '60']
