0 ['47', '59', '23', '19']
1 ['47', '59', '23', '19']
2 ['47', '59', '23', '19']
3 ['47', '59', '23', '19']
4 ['47', '59', '23', '19']
5 ['47', '59', '23', '19']
6 ['47', '59', '23', '19']
7 ['47', '59', '23', '19']
8 ['47', '59', '23', '19']
9 ['47', '59', '23', '19']
20 ['9', '8', '9', '25']
21 ['9', '8', '9', '25']
22 ['9', '8', '9', '25']
23 ['9', '8', '9', '25']
24 ['9', '8', '9', '25']
25 ['9', '8', '9', '25']
26 ['9', '8', '9', '25']
27 ['9', '8', '9', '25']
28 ['9', '8', '9', '25']
29 ['9', '8', '9', '25']
40 ['20', '38', '20', '61']
41 ['20', '38', '20', '61']
42 ['20', '38', '20', '61']
43 ['20', '38', '20', '61']
44 ['20', '38', '20', '61']
45 ['20', '38', '20', '61']
46 ['20', '38', '20', '61']
47 ['20', '38', '20', '61']
48 ['20', '38', '20', '61']
49 ['20', '38', '20', '61']
60 ['25', '45', '36', '32']
61 ['19', '3', '51', '52']
62 ['19', '3', '51', '52']
63 ['19', '3', '51', '52']
64 ['19', '3', '51', '52']
65 ['19', '3', '51', '52']
66 ['19', '3', '51', '52']
67 ['19', '3', '51', '52']
68 ['19', '3', '51', '52']
69 ['19', '3', '51', '52']
70 ['19', '3', '51', '52']
71 ['19', '3', '51', '52']
82 ['51', '52', '6', '25']
83 ['51', '52', '6', '25']
84 ['51', '52', '6', '25']
85 ['51', '52', '6', '25']
86 ['51', '52', '6', '25']
87 ['51', '52', '6', '25']
88 ['51', '52', '6', '25']
89 ['51', '52', '6', '25']
90 ['51', '52', '6', '25']
91 ['51', '52', '6', '25']
102 ['51', '52', '25', '31']
103 ['51', '52', '25', '31']
104 ['51', '52', '25', '31']
105 ['51', '52', '25', '31']
106 ['51', '52', '25', '31']
107 ['51', '52', '25', '31']
108 ['51', '52', '25', '31']
109 ['51', '52', '25', '31']
110 ['51', '52', '25', '31']
111 ['51', '52', '25', '31']
122 ['51', '25', '52', '1']
123 ['51', '25', '52', '1']
124 ['51', '25', '52', '1']
125 ['51', '25', '52', '1']
126 ['51', '25', '52', '1']
127 ['51', '25', '52', '1']
128 ['51', '25', '52', '1']
129 ['51', '25', '52', '1']
130 ['51', '25', '52', '1']
131 ['51', '25', '52', '1']
142 ['25', '52', '51', '17']
143 ['25', '52', '51', '17']
144 ['25', '52', '51', '17']
145 ['25', '52', '51', '17']
146 ['25', '52', '51', '17']
147 ['25', '52', '51', '17']
148 ['25', '52', '51', '17']
149 ['25', '52', '51', '17']
150 ['25', '52', '51', '17']
151 ['25', '52', '51', '17']
162 ['52', '51', '25', '22']
163 ['52', '51', '25', '22']
164 ['52', '51', '25', '22']
165 ['52', '51', '25', '22']
166 ['52', '51', '25', '22']
167 ['52', '51', '25', '22']
168 ['52', '51', '25', '22']
169 ['52', '51', '25', '22']
170 ['52', '51', '25', '22']
171 ['52', '51', '25', '1']
172 ['52', '51', '25', '1']
173 ['52', '51', '25', '1']
174 ['52', '51', '25', '1']
175 ['52', '51', '25', '1']
176 ['52', '51', '25', '1']
177 ['52', '51', '25', '1']
178 ['52', '51', '25', '1']
179 ['52', '51', '25', '1']
180 ['52', '51', '25', '1']
181 ['52', '51', '25', '1']
192 ['52', '25', '51', '41']
193 ['52', '25', '51', '41']
194 ['52', '25', '51', '41']
195 ['52', '25', '51', '1']
196 ['52', '25', '51', '1']
197 ['52', '25', '51', '1']
198 ['52', '25', '51', '1']
199 ['52', '25', '51', '1']
200 ['52', '25', '51', '1']
201 ['52', '25', '51', '1']
202 ['52', '25', '51', '1']
203 ['52', '25', '51', '1']
204 ['52', '25', '51', '1']
205 ['52', '25', '51', '1']
216 ['52', '51', '25', '1']
217 ['52', '51', '25', '1']
218 ['52', '51', '25', '1']
219 ['52', '51', '25', '1']
220 ['52', '51', '25', '1']
221 ['52', '51', '25', '1']
222 ['52', '51', '25', '1']
223 ['52', '51', '25', '1']
224 ['52', '51', '25', '1']
225 ['52', '51', '25', '1']
236 ['52', '51', '25', '43']
237 ['52', '25', '51', '6']
238 ['52', '25', '51', '6']
239 ['52', '25', '51', '6']
240 ['52', '25', '51', '6']
241 ['52', '25', '51', '6']
242 ['52', '25', '51', '6']
243 ['52', '25', '51', '6']
244 ['52', '25', '51', '6']
245 ['52', '25', '51', '6']
246 ['52', '25', '51', '6']
247 ['52', '25', '51', '6']
258 ['52', '51', '6', '21']
259 ['52', '51', '6', '21']
260 ['52', '6', '51', '25']
261 ['52', '6', '51', '25']
262 ['52', '6', '51', '25']
263 ['52', '6', '51', '25']
264 ['52', '6', '51', '25']
265 ['52', '6', '51', '25']
266 ['52', '6', '51', '25']
267 ['52', '6', '51', '25']
268 ['52', '6', '51', '25']
269 ['52', '6', '51', '25']
270 ['52', '6', '51', '25']
281 ['52', '51', '25', '59']
282 ['52', '51', '25', '59']
283 ['52', '51', '25', '59']
284 ['52', '51', '25', '59']
285 ['52', '51', '25', '59']
286 ['52', '51', '25', '59']
287 ['52', '51', '25', '59']
288 ['52', '51', '25', '59']
289 ['52', '51', '25', '59']
290 ['52', '51', '25', '59']
301 ['52', '51', '25', '29']
302 ['52', '51', '25', '29']
303 ['52', '51', '25', '29']
304 ['52', '51', '25', '29']
305 ['52', '51', '25', '29']
306 ['52', '51', '25', '29']
307 ['51', '25', '52', '1']
308 ['51', '25', '52', '1']
309 ['51', '25', '52', '1']
310 ['51', '25', '52', '6']
311 ['51', '25', '52', '6']
312 ['51', '25', '52', '6']
313 ['51', '25', '52', '6']
314 ['51', '25', '52', '6']
315 ['51', '25', '52', '6']
316 ['51', '25', '52', '6']
317 ['51', '25', '52', '6']
318 ['51', '25', '52', '6']
319 ['51', '25', '52', '6']
320 ['51', '25', '52', '6']
331 ['51', '52', '6', '57']
332 ['51', '52', '6', '57']
333 ['51', '52', '6', '57']
334 ['51', '52', '6', '57']
335 ['51', '52', '6', '57']
336 ['51', '52', '6', '57']
337 ['51', '52', '6', '57']
338 ['51', '52', '6', '57']
339 ['51', '52', '6', '57']
340 ['51', '52', '6', '57']
351 ['51', '52', '6', '37']
352 ['51', '52', '6', '37']
353 ['51', '52', '6', '37']
354 ['51', '52', '6', '37']
355 ['51', '52', '6', '37']
356 ['51', '52', '6', '37']
357 ['51', '52', '6', '25']
358 ['51', '52', '6', '25']
359 ['51', '52', '6', '25']
360 ['51', '52', '6', '25']
361 ['51', '52', '6', '25']
362 ['51', '52', '6', '25']
363 ['51', '52', '6', '25']
364 ['51', '52', '6', '25']
365 ['51', '52', '6', '25']
366 ['51', '52', '6', '25']
367 ['51', '52', '6', '25']
378 ['51', '52', '25', '6']
379 ['51', '52', '25', '6']
380 ['51', '52', '25', '6']
381 ['51', '52', '25', '6']
382 ['51', '52', '25', '6']
383 ['51', '52', '25', '6']
384 ['51', '52', '25', '6']
385 ['51', '52', '25', '6']
386 ['51', '52', '25', '6']
387 ['51', '52', '25', '6']
398 ['51', '52', '6', '25']
399 ['51', '52', '6', '25']
400 ['51', '52', '6', '25']
401 ['51', '52', '6', '25']
402 ['51', '52', '6', '25']
403 ['51', '52', '6', '25']
404 ['51', '52', '6', '25']
405 ['51', '52', '6', '25']
406 ['51', '52', '6', '25']
407 ['51', '52', '6', '25']
418 ['25', '52', '51', '6']
419 ['25', '52', '51', '6']
420 ['25', '52', '51', '6']
421 ['25', '52', '51', '6']
422 ['25', '52', '51', '6']
423 ['25', '52', '51', '6']
424 ['25', '52', '51', '6']
425 ['25', '52', '51', '6']
426 ['25', '52', '51', '6']
427 ['25', '52', '51', '6']
438 ['52', '6', '51', '5']
439 ['52', '6', '51', '5']
440 ['52', '6', '51', '5']
441 ['52', '6', '51', '5']
442 ['52', '6', '51', '5']
443 ['52', '6', '51', '5']
444 ['52', '6', '51', '5']
445 ['52', '6', '51', '5']
446 ['52', '6', '51', '5']
447 ['52', '6', '51', '5']
458 ['6', '51', '52', '25']
459 ['6', '51', '52', '25']
460 ['6', '51', '52', '25']
461 ['6', '51', '52', '25']
462 ['6', '51', '52', '25']
463 ['6', '51', '52', '25']
464 ['6', '51', '52', '25']
465 ['6', '51', '52', '25']
466 ['6', '51', '52', '25']
467 ['6', '51', '52', '25']
478 ['51', '52', '6', '38']
479 ['51', '52', '6', '38']
480 ['51', '52', '6', '38']
481 ['51', '52', '6', '38']
482 ['51', '52', '6', '38']
483 ['51', '52', '6', '38']
484 ['51', '52', '6', '38']
485 ['51', '52', '6', '38']
486 ['51', '52', '6', '38']
487 ['51', '52', '6', '38']
498 ['51', '52', '6', '56']
499 ['51', '52', '6', '56']
500 ['51', '52', '6', '56']
501 ['51', '52', '6', '56']
502 ['51', '52', '6', '56']
503 ['51', '52', '6', '56']
504 ['51', '52', '6', '56']
505 ['51', '52', '6', '56']
506 ['51', '52', '6', '56']
507 ['51', '52', '6', '56']
518 ['51', '52', '6', '0']
519 ['51', '52', '6', '0']
520 ['51', '52', '6', '0']
521 ['51', '52', '6', '0']
522 ['51', '52', '6', '0']
523 ['51', '52', '6', '0']
524 ['51', '52', '6', '0']
525 ['51', '52', '6', '0']
526 ['51', '52', '6', '0']
527 ['51', '52', '6', '0']
538 ['51', '52', '6', '25']
539 ['51', '52', '6', '25']
540 ['51', '52', '6', '25']
541 ['51', '52', '6', '25']
542 ['51', '52', '6', '25']
543 ['51', '52', '6', '25']
544 ['51', '52', '6', '25']
545 ['51', '52', '6', '25']
546 ['51', '52', '6', '25']
547 ['51', '52', '6', '25']
558 ['51', '52', '25', '4']
559 ['51', '52', '25', '4']
560 ['51', '52', '25', '4']
561 ['51', '52', '25', '4']
562 ['51', '52', '25', '4']
563 ['51', '52', '25', '4']
564 ['51', '52', '25', '4']
565 ['51', '52', '25', '4']
566 ['51', '52', '25', '4']
567 ['51', '52', '25', '4']
578 ['25', '51', '52', '24']
579 ['25', '51', '52', '24']
580 ['25', '51', '52', '24']
581 ['25', '51', '52', '24']
582 ['25', '51', '52', '24']
583 ['51', '52', '25', '59']
584 ['51', '52', '25', '59']
585 ['51', '52', '25', '59']
586 ['51', '52', '25', '59']
587 ['51', '52', '25', '59']
588 ['51', '52', '25', '59']
589 ['51', '52', '25', '59']
590 ['51', '52', '25', '59']
591 ['51', '52', '25', '59']
592 ['51', '52', '25', '59']
593 ['51', '52', '25', '59']
604 ['51', '52', '25', '34']
605 ['51', '52', '25', '34']
606 ['51', '52', '25', '34']
607 ['51', '52', '25', '34']
608 ['51', '52', '25', '34']
609 ['51', '52', '25', '34']
610 ['51', '52', '25', '34']
611 ['51', '52', '25', '34']
612 ['51', '52', '25', '34']
613 ['51', '52', '25', '34']
624 ['51', '52', '25', '54']
625 ['51', '52', '25', '54']
626 ['51', '52', '25', '54']
627 ['51', '52', '25', '54']
628 ['51', '52', '25', '54']
629 ['51', '52', '25', '54']
630 ['51', '52', '25', '54']
631 ['51', '52', '25', '54']
632 ['51', '52', '25', '54']
633 ['51', '52', '25', '54']
644 ['51', '25', '52', '59']
645 ['51', '25', '52', '6']
646 ['51', '25', '52', '6']
647 ['51', '25', '52', '6']
648 ['51', '25', '52', '6']
649 ['51', '25', '52', '6']
650 ['51', '25', '52', '6']
