0 ['31', '61', '3', '20', '57', '18', '55']
1 ['31', '61', '3', '20', '57', '18', '55']
2 ['31', '61', '3', '20', '57', '18', '55']
3 ['31', '61', '3', '20', '57', '18', '55']
4 ['31', '61', '3', '20', '57', '18', '55']
5 ['31', '61', '3', '20', '57', '18', '55']
6 ['31', '61', '3', '20', '57', '18', '55']
7 ['31', '61', '3', '20', '57', '18', '55']
8 ['31', '61', '3', '20', '57', '18', '55']
9 ['31', '61', '3', '20', '57', '18', '55']
20 ['28', '48', '50', '37', '36', '49', '14']
21 ['28', '48', '50', '37', '36', '49', '14']
22 ['28', '48', '50', '37', '36', '49', '14']
23 ['28', '48', '50', '37', '36', '49', '14']
24 ['28', '48', '50', '37', '36', '49', '14']
25 ['28', '48', '50', '37', '36', '49', '14']
26 ['28', '48', '50', '37', '36', '49', '14']
27 ['28', '48', '50', '37', '36', '49', '14']
28 ['28', '48', '50', '37', '36', '49', '14']
29 ['28', '48', '50', '37', '36', '49', '14']
40 ['61', '15', '56', '8', '28', '51', '33']
41 ['61', '15', '56', '8', '28', '51', '33']
42 ['61', '15', '56', '8', '28', '51', '33']
43 ['61', '15', '56', '8', '28', '51', '33']
44 ['61', '15', '56', '8', '28', '51', '33']
45 ['61', '15', '56', '8', '28', '51', '33']
46 ['61', '15', '56', '8', '28', '51', '33']
47 ['61', '15', '56', '8', '28', '51', '33']
48 ['61', '15', '56', '8', '28', '51', '33']
49 ['61', '15', '56', '8', '28', '51', '33']
60 ['47', '17', '34', '7', '39', '12', '4']
61 ['47', '17', '34', '7', '39', '12', '4']
62 ['47', '17', '34', '7', '39', '12', '4']
63 ['47', '17', '34', '7', '39', '12', '4']
64 ['47', '17', '34', '7', '39', '12', '4']
65 ['47', '17', '34', '7', '39', '12', '4']
66 ['47', '17', '34', '7', '39', '12', '4']
67 ['47', '17', '34', '7', '39', '12', '4']
68 ['47', '17', '34', '7', '39', '12', '4']
69 ['47', '17', '34', '7', '39', '12', '4']
80 ['36', '54', '39', '49', '33', '35', '52']
81 ['36', '54', '39', '49', '33', '35', '52']
82 ['36', '54', '39', '49', '33', '35', '52']
83 ['36', '54', '39', '49', '33', '35', '52']
84 ['36', '54', '39', '49', '33', '35', '52']
85 ['36', '54', '39', '49', '33', '35', '52']
