0 ['47', '0', '5', '24', '22']
2680 ['25', '51', '6', '52', '54']
2681 ['25', '51', '6', '52', '54']
2682 ['25', '51', '6', '52', '54']
2683 ['25', '51', '6', '52', '54']
2684 ['25', '51', '6', '52', '54']
2685 ['25', '51', '6', '52', '54']
2686 ['25', '51', '6', '52', '54']
2687 ['25', '51', '6', '52', '54']
2698 ['25', '51', '52', '6', '1']
2699 ['25', '51', '52', '6', '1']
2700 ['25', '51', '52', '6', '1']
2701 ['25', '51', '52', '6', '1']
2702 ['25', '51', '52', '6', '1']
2703 ['25', '51', '52', '6', '1']
2704 ['25', '51', '52', '6', '1']
2705 ['25', '51', '52', '6', '1']
2706 ['25', '51', '52', '6', '1']
2707 ['25', '51', '52', '6', '1']
2718 ['52', '6', '51', '25', '1']
2719 ['52', '6', '51', '25', '1']
2720 ['52', '6', '51', '25', '1']
2721 ['52', '6', '51', '25', '1']
2722 ['52', '6', '51', '25', '1']
2723 ['52', '6', '51', '25', '1']
2724 ['52', '6', '51', '25', '1']
2725 ['52', '6', '51', '25', '1']
2726 ['52', '6', '51', '25', '1']
2727 ['52', '6', '51', '25', '1']
2738 ['52', '6', '25', '51', '54']
2739 ['52', '6', '25', '51', '54']
2740 ['52', '6', '25', '51', '54']
2741 ['52', '6', '25', '51', '54']
2742 ['52', '6', '25', '51', '54']
2743 ['52', '6', '25', '51', '54']
2744 ['52', '6', '25', '51', '54']
2745 ['52', '6', '25', '51', '54']
2746 ['52', '6', '25', '51', '54']
2747 ['52', '6', '25', '51', '54']
2758 ['52', '6', '25', '51', '52']
2759 ['52', '6', '25', '51', '52']
2760 ['52', '6', '25', '51', '52']
2761 ['52', '6', '25', '51', '52']
2762 ['52', '6', '25', '51', '52']
2763 ['52', '6', '25', '51', '52']
2764 ['52', '6', '25', '51', '52']
2765 ['52', '6', '25', '51', '52']
2766 ['52', '6', '25', '51', '52']
2767 ['52', '6', '25', '51', '52']
2778 ['25', '51', '6', '52', '54']
2779 ['25', '51', '6', '52', '54']
2780 ['25', '51', '6', '52', '54']
2781 ['25', '51', '6', '52', '54']
2782 ['25', '51', '6', '52', '54']
2783 ['25', '51', '6', '52', '54']
2784 ['25', '51', '6', '52', '54']
2785 ['25', '51', '6', '52', '54']
2786 ['25', '51', '6', '52', '54']
2787 ['25', '51', '6', '52', '54']
2798 ['25', '51', '6', '52', '54']
2799 ['25', '51', '6', '52', '54']
2800 ['25', '51', '6', '52', '54']
2801 ['25', '51', '6', '52', '54']
2802 ['25', '51', '6', '52', '54']
2803 ['25', '51', '6', '52', '54']
2804 ['25', '51', '6', '52', '54']
2805 ['25', '51', '6', '52', '54']
2806 ['25', '51', '6', '52', '54']
2807 ['25', '51', '6', '52', '54']
2818 ['25', '51', '6', '52', '54']
2819 ['25', '51', '6', '52', '54']
2820 ['25', '51', '6', '52', '54']
2821 ['25', '51', '6', '52', '54']
2822 ['25', '51', '6', '52', '54']
2823 ['25', '51', '6', '52', '54']
2824 ['25', '51', '6', '52', '54']
2825 ['25', '51', '6', '52', '54']
2826 ['25', '51', '6', '52', '54']
2827 ['25', '51', '6', '52', '54']
2838 ['25', '51', '6', '52', '54']
2839 ['25', '51', '6', '52', '54']
2840 ['25', '51', '6', '52', '54']
2841 ['25', '51', '6', '52', '54']
2842 ['25', '51', '6', '52', '54']
2843 ['25', '51', '6', '52', '54']
2844 ['25', '51', '6', '52', '54']
2845 ['25', '51', '6', '52', '54']
2846 ['25', '51', '6', '52', '54']
2847 ['25', '51', '6', '52', '54']
2858 ['25', '51', '6', '52', '1']
2859 ['25', '51', '6', '52', '1']
2860 ['25', '51', '6', '52', '1']
2861 ['25', '51', '6', '52', '1']
2862 ['25', '51', '6', '52', '1']
2863 ['25', '51', '6', '52', '1']
2864 ['25', '51', '6', '52', '1']
2865 ['25', '51', '6', '52', '1']
2866 ['25', '51', '6', '52', '1']
2867 ['25', '51', '6', '52', '1']
2878 ['51', '52', '25', '6', '42']
2879 ['51', '52', '25', '6', '42']
2880 ['51', '52', '25', '6', '42']
2881 ['51', '52', '25', '6', '42']
2882 ['51', '52', '25', '6', '42']
2883 ['51', '52', '25', '6', '42']
2884 ['51', '52', '25', '6', '42']
2885 ['51', '52', '25', '6', '42']
2886 ['51', '52', '25', '6', '42']
2887 ['51', '52', '25', '6', '42']
2898 ['52', '6', '51', '25', '24']
2899 ['52', '6', '51', '25', '24']
2900 ['52', '6', '51', '25', '24']
2901 ['52', '6', '51', '25', '24']
2902 ['52', '6', '51', '25', '24']
2903 ['52', '6', '51', '25', '24']
2904 ['52', '6', '51', '25', '24']
2905 ['52', '6', '51', '25', '24']
2906 ['52', '6', '51', '25', '24']
2907 ['52', '6', '51', '25', '24']
2918 ['52', '6', '25', '51', '59']
2919 ['52', '6', '25', '51', '59']
2920 ['52', '6', '25', '51', '59']
2921 ['52', '6', '25', '51', '59']
2922 ['52', '6', '25', '51', '59']
2923 ['52', '6', '25', '51', '59']
2924 ['52', '6', '25', '51', '59']
2925 ['52', '6', '25', '51', '59']
2926 ['52', '6', '25', '51', '59']
2927 ['52', '6', '25', '51', '59']
2938 ['6', '25', '51', '52', '58']
2939 ['6', '25', '51', '52', '58']
2940 ['6', '25', '51', '52', '58']
2941 ['6', '25', '51', '52', '58']
2942 ['6', '25', '51', '52', '58']
2943 ['6', '25', '51', '52', '58']
2944 ['6', '25', '51', '52', '58']
2945 ['6', '25', '51', '52', '58']
2946 ['6', '25', '51', '52', '58']
2947 ['6', '25', '51', '52', '58']
2958 ['6', '51', '25', '52', '59']
2959 ['6', '51', '25', '52', '59']
2960 ['6', '51', '25', '52', '59']
2961 ['6', '51', '25', '52', '59']
2962 ['6', '51', '25', '52', '59']
2963 ['6', '51', '25', '52', '59']
2964 ['6', '51', '25', '52', '59']
2965 ['6', '51', '25', '52', '59']
2966 ['6', '51', '25', '52', '59']
2967 ['6', '51', '25', '52', '59']
2978 ['6', '51', '25', '52', '26']
2979 ['6', '51', '25', '52', '26']
2980 ['6', '51', '25', '52', '26']
2981 ['6', '51', '25', '52', '26']
2982 ['6', '51', '25', '52', '26']
2983 ['6', '51', '25', '52', '26']
2984 ['6', '51', '25', '52', '26']
2985 ['6', '51', '25', '52', '26']
2986 ['6', '51', '25', '52', '26']
2987 ['6', '51', '25', '52', '26']
2998 ['6', '25', '52', '51', '28']
2999 ['6', '25', '52', '51', '28']
3000 ['6', '25', '52', '51', '28']
3001 ['6', '25', '52', '51', '28']
3002 ['6', '25', '52', '51', '28']
3003 ['6', '25', '52', '51', '28']
3004 ['6', '25', '52', '51', '28']
3005 ['6', '25', '52', '51', '28']
3006 ['6', '25', '52', '51', '28']
3007 ['6', '25', '52', '51', '28']
3018 ['25', '52', '51', '6', '1']
3019 ['25', '52', '51', '6', '1']
3020 ['25', '52', '51', '6', '1']
3021 ['25', '52', '51', '6', '1']
3022 ['25', '52', '51', '6', '1']
3023 ['25', '52', '51', '6', '1']
3024 ['25', '52', '51', '6', '1']
3025 ['25', '52', '51', '6', '1']
3026 ['25', '52', '51', '6', '1']
3027 ['25', '52', '51', '6', '1']
3038 ['25', '52', '51', '6', '18']
3039 ['25', '52', '51', '6', '54']
3040 ['25', '52', '51', '6', '54']
3041 ['25', '52', '51', '6', '54']
3042 ['25', '52', '51', '6', '54']
3043 ['25', '52', '51', '6', '54']
3044 ['25', '52', '51', '6', '54']
3045 ['25', '52', '51', '6', '54']
3046 ['25', '52', '51', '6', '54']
3047 ['25', '52', '51', '6', '54']
3048 ['25', '52', '51', '6', '54']
3049 ['25', '52', '51', '6', '54']
3060 ['25', '52', '51', '6', '54']
3061 ['25', '52', '51', '6', '54']
3062 ['25', '52', '51', '6', '54']
3063 ['25', '52', '51', '6', '54']
3064 ['25', '52', '51', '6', '54']
3065 ['25', '52', '51', '6', '54']
3066 ['25', '52', '51', '6', '54']
3067 ['25', '52', '51', '6', '54']
3068 ['25', '52', '51', '6', '54']
3069 ['25', '52', '51', '6', '54']
3080 ['25', '52', '51', '6', '59']
3081 ['25', '52', '51', '6', '59']
3082 ['25', '52', '51', '6', '59']
3083 ['25', '52', '51', '6', '59']
3084 ['25', '52', '51', '6', '59']
3085 ['25', '52', '51', '6', '59']
3086 ['25', '52', '51', '6', '59']
3087 ['25', '52', '51', '6', '59']
3088 ['25', '52', '51', '6', '59']
3089 ['25', '52', '51', '6', '59']
3100 ['25', '51', '6', '52', '1']
3101 ['25', '51', '6', '52', '1']
3102 ['25', '51', '6', '52', '1']
3103 ['25', '51', '6', '52', '1']
3104 ['25', '51', '6', '52', '1']
3105 ['25', '51', '6', '52', '1']
3106 ['25', '51', '6', '52', '1']
3107 ['25', '51', '6', '52', '1']
3108 ['25', '51', '6', '52', '1']
3109 ['25', '51', '6', '52', '1']
3120 ['25', '6', '52', '51', '59']
3121 ['25', '6', '52', '51', '59']
3122 ['25', '6', '52', '51', '59']
3123 ['25', '6', '52', '51', '59']
3124 ['25', '6', '52', '51', '59']
3125 ['25', '6', '52', '51', '59']
3126 ['25', '6', '52', '51', '59']
3127 ['25', '6', '52', '51', '59']
3128 ['25', '6', '52', '51', '59']
3129 ['25', '6', '52', '51', '59']
3130 ['25', '6', '52', '51', '59']
3141 ['25', '6', '52', '51', '30']
3142 ['25', '6', '52', '51', '30']
3143 ['25', '6', '52', '51', '30']
3144 ['25', '6', '51', '52', '59']
3145 ['25', '6', '51', '52', '59']
3146 ['25', '6', '51', '52', '59']
3147 ['25', '6', '51', '52', '59']
3148 ['25', '6', '51', '52', '59']
3149 ['25', '6', '51', '52', '59']
3150 ['25', '6', '51', '52', '59']
3151 ['25', '6', '51', '52', '59']
3152 ['25', '6', '51', '52', '59']
3153 ['25', '6', '51', '52', '59']
3154 ['25', '6', '51', '52', '59']
3165 ['25', '6', '51', '52', '59']
3166 ['25', '6', '51', '52', '59']
3167 ['25', '6', '51', '52', '59']
3168 ['25', '6', '51', '52', '59']
3169 ['25', '6', '51', '52', '59']
3170 ['25', '6', '51', '52', '59']
3171 ['25', '6', '51', '52', '59']
3172 ['25', '6', '51', '52', '59']
3173 ['25', '6', '51', '52', '59']
3174 ['25', '6', '51', '52', '59']
3185 ['6', '52', '25', '51', '30']
3186 ['6', '52', '25', '51', '30']
3187 ['6', '52', '25', '51', '30']
3188 ['6', '52', '25', '51', '30']
3189 ['6', '52', '25', '51', '30']
3190 ['6', '52', '25', '51', '30']
3191 ['6', '52', '25', '51', '30']
3192 ['6', '52', '25', '51', '30']
3193 ['6', '52', '25', '51', '30']
3194 ['6', '52', '25', '51', '30']
3205 ['52', '25', '6', '51', '13']
3206 ['6', '51', '52', '25', '59']
3207 ['6', '51', '52', '25', '59']
3208 ['6', '51', '52', '25', '59']
3209 ['6', '51', '52', '25', '59']
3210 ['6', '51', '52', '25', '59']
3211 ['6', '51', '52', '25', '59']
3212 ['6', '51', '52', '25', '59']
3213 ['6', '51', '52', '25', '59']
3214 ['6', '51', '52', '25', '59']
3215 ['6', '51', '52', '25', '59']
3216 ['6', '51', '52', '25', '59']
3227 ['6', '52', '25', '51', '54']
3228 ['6', '52', '25', '51', '54']
3229 ['6', '52', '25', '51', '54']
3230 ['6', '52', '25', '51', '54']
3231 ['6', '52', '25', '51', '54']
3232 ['6', '52', '25', '51', '54']
3233 ['6', '52', '25', '51', '54']
3234 ['6', '52', '25', '51', '54']
3235 ['6', '52', '25', '51', '54']
3236 ['6', '52', '25', '51', '54']
3247 ['6', '52', '25', '51', '58']
3248 ['6', '52', '25', '51', '58']
3249 ['6', '52', '25', '51', '58']
3250 ['6', '52', '25', '51', '58']
3251 ['6', '52', '25', '51', '58']
3252 ['6', '52', '25', '51', '58']
3253 ['6', '52', '25', '51', '58']
3254 ['6', '52', '25', '51', '58']
3255 ['6', '52', '25', '51', '58']
3256 ['6', '52', '25', '51', '58']
3267 ['25', '51', '52', '6', '0']
3268 ['25', '51', '52', '6', '0']
3269 ['25', '51', '52', '6', '0']
3270 ['25', '51', '52', '6', '0']
3271 ['25', '51', '52', '6', '0']
3272 ['25', '51', '52', '6', '0']
3273 ['25', '51', '52', '6', '0']
3274 ['25', '51', '52', '6', '0']
3275 ['25', '51', '52', '6', '0']
3276 ['51', '52', '6', '25', '59']
3277 ['51', '52', '6', '25', '59']
3278 ['51', '52', '6', '25', '59']
3279 ['51', '52', '6', '25', '59']
3280 ['51', '52', '6', '25', '59']
3281 ['51', '52', '6', '25', '59']
3282 ['51', '52', '6', '25', '59']
3283 ['51', '52', '6', '25', '59']
3284 ['51', '52', '6', '25', '59']
3285 ['51', '52', '6', '25', '59']
3286 ['51', '52', '6', '25', '59']
3297 ['51', '52', '25', '6', '1']
3298 ['51', '52', '25', '6', '1']
3299 ['51', '52', '25', '6', '1']
3300 ['51', '52', '25', '6', '1']
3301 ['51', '52', '25', '6', '1']
3302 ['51', '52', '25', '6', '1']
3303 ['51', '52', '25', '6', '1']
3304 ['51', '52', '25', '6', '1']
3305 ['51', '52', '25', '6', '1']
3306 ['51', '52', '25', '6', '1']
3317 ['52', '25', '6', '51', '54']
3318 ['52', '25', '6', '51', '54']
3319 ['52', '25', '6', '51', '54']
3320 ['52', '25', '6', '51', '54']
3321 ['52', '25', '6', '51', '54']
3322 ['52', '25', '6', '51', '54']
3323 ['52', '25', '6', '51', '54']
3324 ['52', '25', '6', '51', '54']
3325 ['52', '25', '6', '51', '54']
3326 ['52', '25', '6', '51', '54']
3337 ['52', '25', '6', '51', '45']
3338 ['52', '25', '6', '51', '45']
3339 ['52', '25', '6', '51', '45']
3340 ['52', '25', '6', '51', '45']
3341 ['52', '25', '6', '51', '45']
3342 ['52', '25', '6', '51', '45']
3343 ['52', '25', '6', '51', '45']
3344 ['52', '25', '6', '51', '45']
3345 ['52', '25', '6', '51', '45']
3346 ['52', '25', '6', '51', '45']
3357 ['52', '25', '6', '51', '14']
3358 ['52', '25', '6', '51', '14']
3359 ['52', '25', '6', '51', '14']
3360 ['52', '25', '6', '51', '14']
3361 ['52', '25', '6', '51', '14']
3362 ['52', '25', '6', '51', '14']
3363 ['52', '25', '6', '51', '14']
3364 ['52', '25', '6', '51', '14']
3365 ['52', '25', '6', '51', '14']
3366 ['52', '25', '6', '51', '14']
3377 ['52', '25', '6', '51', '54']
3378 ['52', '25', '6', '51', '54']
3379 ['52', '25', '6', '51', '54']
3380 ['52', '25', '6', '51', '54']
3381 ['52', '25', '6', '51', '54']
3382 ['52', '25', '6', '51', '54']
3383 ['52', '25', '6', '51', '54']
3384 ['52', '25', '6', '51', '54']
3385 ['52', '25', '6', '51', '54']
3386 ['52', '25', '6', '51', '54']
3397 ['52', '25', '6', '51', '5']
3398 ['52', '25', '6', '51', '5']
3399 ['52', '25', '6', '51', '5']
3400 ['52', '25', '6', '51', '5']
3401 ['52', '25', '6', '51', '5']
3402 ['52', '25', '6', '51', '5']
3403 ['52', '25', '6', '51', '5']
3404 ['52', '25', '6', '51', '5']
3405 ['52', '25', '6', '51', '5']
3406 ['52', '25', '6', '51', '5']
3417 ['52', '51', '6', '25', '59']
3418 ['52', '51', '6', '25', '59']
3419 ['52', '51', '6', '25', '59']
3420 ['52', '51', '6', '25', '59']
3421 ['52', '51', '6', '25', '59']
3422 ['52', '51', '6', '25', '59']
3423 ['52', '51', '6', '25', '59']
3424 ['52', '51', '6', '25', '59']
3425 ['52', '51', '6', '25', '59']
3426 ['52', '51', '6', '25', '59']
3437 ['52', '51', '6', '25', '11']
3438 ['52', '51', '6', '25', '11']
3439 ['52', '51', '6', '25', '11']
3440 ['52', '51', '6', '25', '11']
3441 ['52', '51', '6', '25', '11']
3442 ['52', '51', '6', '25', '11']
3443 ['52', '51', '6', '25', '11']
3444 ['52', '51', '6', '25', '11']
3445 ['52', '51', '6', '25', '11']
3446 ['52', '51', '6', '25', '11']
3457 ['51', '25', '52', '6', '1']
3458 ['51', '25', '52', '6', '1']
3459 ['51', '25', '52', '6', '1']
3460 ['51', '25', '52', '6', '1']
3461 ['51', '25', '52', '6', '1']
3462 ['51', '25', '52', '6', '1']
3463 ['51', '25', '52', '6', '1']
3464 ['51', '25', '52', '6', '1']
3465 ['51', '25', '52', '6', '1']
3466 ['51', '25', '52', '6', '1']
3477 ['51', '25', '6', '52', '9']
3478 ['51', '25', '6', '52', '9']
3479 ['51', '25', '6', '52', '9']
3480 ['51', '25', '6', '52', '9']
3481 ['51', '25', '6', '52', '9']
3482 ['51', '25', '6', '52', '9']
3483 ['51', '25', '6', '52', '9']
3484 ['51', '25', '6', '52', '9']
3485 ['51', '25', '6', '52', '9']
3486 ['51', '25', '52', '6', '1']
3487 ['51', '25', '52', '6', '1']
3488 ['51', '25', '52', '6', '1']
3489 ['51', '25', '52', '6', '1']
3490 ['51', '25', '52', '6', '1']
3491 ['51', '25', '52', '6', '1']
3492 ['51', '25', '52', '6', '1']
3493 ['51', '25', '52', '6', '1']
3494 ['51', '25', '52', '6', '1']
3495 ['51', '25', '52', '6', '1']
3496 ['51', '25', '52', '6', '1']
3507 ['51', '25', '6', '52', '37']
3508 ['51', '25', '6', '52', '37']
3509 ['51', '25', '6', '52', '37']
3510 ['51', '25', '6', '52', '37']
3511 ['51', '25', '6', '52', '37']
3512 ['51', '25', '6', '52', '37']
3513 ['51', '25', '6', '52', '37']
3514 ['51', '25', '6', '52', '37']
3515 ['51', '25', '6', '52', '37']
3516 ['51', '25', '6', '52', '37']
3527 ['51', '6', '25', '52', '1']
3528 ['51', '6', '25', '52', '1']
3529 ['51', '6', '25', '52', '1']
3530 ['51', '6', '25', '52', '1']
3531 ['51', '6', '25', '52', '1']
3532 ['51', '6', '25', '52', '1']
3533 ['51', '6', '25', '52', '1']
3534 ['51', '6', '25', '52', '1']
3535 ['51', '6', '25', '52', '1']
3536 ['51', '6', '25', '52', '1']
3547 ['6', '25', '52', '51', '1']
3548 ['6', '25', '52', '51', '1']
3549 ['6', '25', '52', '51', '1']
3550 ['6', '25', '52', '51', '1']
3551 ['6', '25', '52', '51', '1']
3552 ['6', '25', '52', '51', '1']
3553 ['6', '25', '52', '51', '1']
3554 ['6', '25', '52', '51', '1']
3555 ['6', '25', '52', '51', '1']
3556 ['6', '25', '52', '51', '1']
3567 ['6', '25', '51', '52', '1']
3568 ['6', '25', '51', '52', '1']
3569 ['6', '25', '51', '52', '1']
3570 ['6', '25', '51', '52', '1']
3571 ['6', '25', '51', '52', '1']
3572 ['6', '25', '51', '52', '1']
3573 ['6', '25', '51', '52', '1']
3574 ['6', '25', '51', '52', '1']
3575 ['6', '25', '51', '52', '1']
3576 ['6', '25', '51', '52', '1']
3587 ['6', '25', '52', '51', '33']
3588 ['6', '25', '52', '51', '33']
3589 ['6', '25', '52', '51', '33']
3590 ['6', '25', '52', '51', '33']
3591 ['6', '25', '52', '51', '33']
3592 ['6', '25', '52', '51', '33']
3593 ['6', '25', '52', '51', '33']
3594 ['6', '25', '52', '51', '33']
3595 ['6', '25', '52', '51', '33']
3596 ['6', '25', '52', '51', '33']
3607 ['6', '25', '52', '51', '44']
3608 ['6', '25', '52', '51', '44']
3609 ['6', '25', '52', '51', '44']
3610 ['6', '25', '52', '51', '44']
3611 ['6', '25', '52', '51', '44']
3612 ['6', '25', '52', '51', '44']
3613 ['6', '25', '52', '51', '44']
3614 ['6', '25', '52', '51', '44']
3615 ['6', '25', '52', '51', '44']
3616 ['6', '25', '52', '51', '44']
3627 ['6', '51', '25', '52', '54']
3628 ['6', '51', '25', '52', '54']
3629 ['6', '51', '25', '52', '54']
3630 ['6', '51', '25', '52', '54']
3631 ['6', '51', '25', '52', '54']
3632 ['6', '51', '25', '52', '54']
3633 ['6', '51', '25', '52', '54']
3634 ['6', '51', '25', '52', '54']
3635 ['6', '51', '25', '52', '54']
3636 ['6', '51', '25', '52', '54']
3647 ['6', '51', '25', '52', '3']
3648 ['6', '51', '25', '52', '3']
3649 ['6', '51', '25', '52', '3']
3650 ['6', '51', '25', '52', '3']
3651 ['6', '51', '25', '52', '3']
3652 ['6', '51', '25', '52', '3']
3653 ['6', '51', '25', '52', '3']
3654 ['6', '51', '25', '52', '3']
3655 ['6', '51', '25', '52', '3']
3656 ['6', '51', '25', '52', '3']
3667 ['51', '25', '52', '6', '8']
3668 ['51', '25', '52', '6', '8']
3669 ['51', '25', '52', '6', '8']
3670 ['51', '25', '52', '6', '8']
3671 ['51', '25', '52', '6', '8']
3672 ['51', '25', '52', '6', '8']
3673 ['51', '25', '52', '6', '8']
3674 ['51', '25', '52', '6', '8']
3675 ['51', '25', '52', '6', '8']
3676 ['51', '25', '52', '6', '8']
3687 ['51', '52', '6', '25', '17']
3688 ['51', '52', '6', '25', '17']
3689 ['51', '52', '6', '25', '17']
3690 ['51', '52', '6', '25', '17']
3691 ['51', '52', '6', '25', '17']
3692 ['51', '6', '25', '52', '59']
3693 ['51', '6', '25', '52', '59']
3694 ['51', '6', '25', '52', '59']
3695 ['51', '6', '25', '52', '59']
3696 ['51', '6', '25', '52', '59']
3697 ['51', '6', '25', '52', '59']
3698 ['51', '6', '25', '52', '59']
3699 ['51', '6', '25', '52', '59']
3700 ['51', '6', '25', '52', '59']
3701 ['51', '6', '25', '52', '59']
3702 ['51', '6', '25', '52', '59']
3713 ['51', '6', '52', '25', '1']
3714 ['51', '6', '52', '25', '1']
3715 ['51', '6', '52', '25', '1']
3716 ['51', '6', '52', '25', '1']
3717 ['51', '6', '52', '25', '1']
3718 ['51', '6', '52', '25', '1']
3719 ['51', '6', '52', '25', '1']
3720 ['51', '6', '52', '25', '1']
3721 ['51', '6', '52', '25', '1']
3722 ['51', '6', '52', '25', '1']
3733 ['51', '6', '52', '25', '42']
3734 ['51', '6', '52', '25', '42']
3735 ['51', '6', '52', '25', '42']
3736 ['51', '6', '52', '25', '42']
3737 ['51', '6', '52', '25', '42']
3738 ['51', '6', '52', '25', '42']
3739 ['51', '6', '52', '25', '42']
3740 ['51', '6', '52', '25', '1']
3741 ['51', '6', '52', '25', '1']
3742 ['51', '6', '52', '25', '1']
3743 ['51', '6', '52', '25', '1']
3744 ['51', '6', '52', '25', '1']
3745 ['51', '6', '52', '25', '1']
3746 ['51', '6', '52', '25', '1']
3747 ['51', '6', '52', '25', '1']
3748 ['51', '6', '52', '25', '1']
3749 ['51', '6', '52', '25', '1']
3750 ['51', '6', '52', '25', '1']
3761 ['51', '52', '25', '6', '3']
3762 ['51', '52', '25', '6', '3']
3763 ['51', '52', '25', '6', '3']
3764 ['51', '52', '25', '6', '3']
3765 ['51', '52', '25', '6', '3']
3766 ['51', '52', '25', '6', '3']
3767 ['51', '52', '25', '6', '3']
3768 ['51', '52', '25', '6', '3']
3769 ['51', '52', '25', '6', '3']
3770 ['51', '52', '25', '6', '3']
3781 ['51', '52', '25', '6', '59']
3782 ['51', '52', '25', '6', '59']
3783 ['51', '52', '25', '6', '59']
3784 ['51', '52', '25', '6', '59']
3785 ['51', '52', '25', '6', '59']
3786 ['51', '52', '25', '6', '59']
3787 ['51', '52', '25', '6', '59']
3788 ['51', '52', '25', '6', '59']
3789 ['51', '52', '25', '6', '59']
3790 ['51', '52', '25', '6', '59']
3801 ['51', '52', '25', '6', '59']
3802 ['51', '52', '25', '6', '59']
3803 ['51', '52', '25', '6', '59']
3804 ['51', '52', '25', '6', '59']
3805 ['51', '52', '25', '6', '59']
3806 ['51', '52', '25', '6', '59']
3807 ['51', '52', '25', '6', '59']
3808 ['51', '52', '25', '6', '59']
3809 ['51', '52', '25', '6', '59']
3810 ['51', '52', '25', '6', '59']
3821 ['51', '52', '25', '6', '47']
3822 ['51', '52', '25', '6', '47']
3823 ['51', '52', '25', '6', '47']
3824 ['51', '52', '25', '6', '47']
3825 ['51', '52', '25', '6', '47']
3826 ['51', '52', '25', '6', '47']
3827 ['51', '52', '25', '6', '47']
3828 ['51', '52', '25', '6', '47']
3829 ['51', '52', '25', '6', '47']
3830 ['51', '52', '25', '6', '1']
3831 ['51', '52', '25', '6', '1']
3832 ['51', '52', '25', '6', '1']
3833 ['51', '52', '25', '6', '1']
3834 ['51', '52', '25', '6', '1']
3835 ['51', '52', '25', '6', '1']
3836 ['51', '52', '25', '6', '1']
3837 ['51', '52', '25', '6', '1']
3838 ['51', '52', '25', '6', '1']
3839 ['51', '52', '25', '6', '1']
3840 ['51', '52', '25', '6', '1']
3851 ['51', '52', '25', '6', '54']
3852 ['51', '52', '25', '6', '54']
3853 ['51', '52', '25', '6', '54']
3854 ['51', '52', '25', '6', '54']
3855 ['51', '52', '25', '6', '54']
3856 ['51', '52', '25', '6', '54']
3857 ['51', '52', '25', '6', '54']
3858 ['51', '52', '25', '6', '54']
3859 ['51', '52', '25', '6', '54']
3860 ['51', '52', '25', '6', '54']
3871 ['25', '6', '51', '52', '59']
3872 ['25', '6', '51', '52', '59']
3873 ['25', '6', '51', '52', '59']
3874 ['25', '6', '51', '52', '59']
3875 ['25', '6', '51', '52', '59']
3876 ['25', '6', '51', '52', '59']
3877 ['25', '6', '51', '52', '59']
3878 ['25', '6', '51', '52', '59']
3879 ['25', '6', '51', '52', '59']
3880 ['25', '6', '51', '52', '59']
3891 ['25', '6', '51', '52', '59']
3892 ['25', '6', '51', '52', '59']
3893 ['25', '6', '51', '52', '59']
3894 ['25', '6', '51', '52', '59']
3895 ['25', '6', '51', '52', '59']
3896 ['25', '6', '51', '52', '59']
3897 ['25', '6', '51', '52', '59']
3898 ['25', '6', '51', '52', '59']
3899 ['25', '6', '51', '52', '59']
3900 ['25', '6', '51', '52', '59']
3911 ['6', '51', '52', '25', '18']
3912 ['6', '51', '52', '25', '18']
3913 ['6', '51', '52', '25', '18']
3914 ['6', '51', '52', '25', '18']
3915 ['6', '51', '52', '25', '18']
3916 ['6', '51', '52', '25', '18']
3917 ['6', '51', '52', '25', '18']
3918 ['6', '51', '52', '25', '18']
3919 ['6', '51', '52', '25', '18']
3920 ['6', '51', '52', '25', '18']
3931 ['52', '25', '6', '51', '43']
3932 ['52', '25', '6', '51', '43']
3933 ['52', '25', '6', '51', '43']
3934 ['52', '25', '6', '51', '43']
3935 ['52', '25', '6', '51', '43']
3936 ['52', '25', '6', '51', '43']
3937 ['52', '25', '6', '51', '43']
3938 ['52', '25', '6', '51', '43']
3939 ['52', '25', '6', '51', '43']
3940 ['52', '25', '6', '51', '1']
3941 ['52', '25', '6', '51', '1']
3942 ['52', '25', '6', '51', '1']
3943 ['52', '25', '6', '51', '1']
3944 ['52', '25', '6', '51', '1']
3945 ['52', '25', '6', '51', '1']
3946 ['52', '25', '6', '51', '1']
3947 ['52', '25', '6', '51', '1']
3948 ['52', '25', '6', '51', '1']
3949 ['52', '25', '6', '51', '1']
3950 ['52', '25', '6', '51', '1']
3961 ['52', '25', '6', '51', '15']
3962 ['25', '51', '52', '6', '59']
3963 ['25', '51', '52', '6', '59']
3964 ['25', '51', '52', '6', '59']
3965 ['25', '51', '52', '6', '59']
3966 ['25', '51', '52', '6', '59']
3967 ['25', '51', '52', '6', '59']
3968 ['25', '51', '52', '6', '59']
3969 ['25', '51', '52', '6', '59']
3970 ['25', '51', '52', '6', '59']
3971 ['25', '51', '52', '6', '59']
3972 ['25', '51', '52', '6', '59']
3983 ['25', '51', '52', '6', '34']
3984 ['25', '51', '52', '6', '34']
3985 ['25', '51', '52', '6', '34']
3986 ['25', '51', '52', '6', '34']
3987 ['25', '51', '52', '6', '34']
3988 ['25', '51', '52', '6', '34']
3989 ['25', '51', '52', '6', '34']
3990 ['25', '51', '52', '6', '34']
3991 ['25', '51', '52', '6', '34']
3992 ['25', '51', '52', '6', '34']
4003 ['25', '51', '52', '6', '14']
4004 ['25', '51', '52', '6', '14']
4005 ['25', '51', '52', '6', '14']
4006 ['25', '51', '52', '6', '14']
4007 ['25', '51', '52', '6', '14']
4008 ['25', '51', '52', '6', '14']
