0 ['47', '0', '5', '24', '22']
1351 ['6', '25', '52', '51', '54']
1362 ['52', '51', '6', '25', '54']
1363 ['52', '51', '6', '25', '54']
1364 ['52', '51', '6', '25', '54']
1365 ['52', '51', '6', '25', '54']
1366 ['52', '51', '6', '25', '54']
1367 ['52', '51', '6', '25', '54']
1368 ['52', '51', '6', '25', '54']
1369 ['52', '51', '6', '25', '54']
1370 ['52', '51', '6', '25', '54']
1371 ['52', '51', '6', '25', '54']
1382 ['52', '51', '6', '25', '45']
1383 ['52', '51', '6', '25', '45']
1384 ['52', '51', '6', '25', '45']
1385 ['52', '51', '6', '25', '45']
1386 ['52', '51', '6', '25', '45']
1387 ['52', '51', '25', '6', '1']
1388 ['52', '51', '25', '6', '1']
1389 ['52', '51', '25', '6', '1']
1390 ['52', '51', '25', '6', '1']
1391 ['52', '51', '25', '6', '1']
1392 ['52', '51', '25', '6', '1']
1393 ['52', '51', '25', '6', '1']
1394 ['52', '51', '25', '6', '1']
1395 ['52', '51', '25', '6', '1']
1396 ['52', '51', '25', '6', '1']
1397 ['52', '51', '25', '6', '1']
1408 ['52', '25', '6', '51', '44']
1409 ['52', '25', '6', '51', '44']
1410 ['52', '25', '6', '51', '44']
1411 ['52', '25', '6', '51', '44']
1412 ['52', '25', '6', '51', '44']
1413 ['52', '25', '6', '51', '44']
1414 ['52', '25', '6', '51', '44']
1415 ['52', '25', '6', '51', '44']
1416 ['52', '25', '6', '51', '44']
1417 ['52', '25', '6', '51', '44']
1428 ['52', '25', '6', '51', '12']
1429 ['52', '25', '6', '51', '12']
1430 ['52', '25', '6', '51', '12']
1431 ['52', '25', '6', '51', '12']
1432 ['52', '25', '6', '51', '12']
1433 ['52', '25', '6', '51', '12']
1434 ['52', '25', '6', '51', '12']
1435 ['52', '25', '6', '51', '12']
1436 ['52', '25', '6', '51', '12']
1437 ['52', '25', '6', '51', '12']
1448 ['6', '51', '25', '52', '13']
1449 ['6', '51', '25', '52', '13']
1450 ['6', '25', '52', '51', '1']
1451 ['6', '25', '52', '51', '1']
1452 ['6', '25', '52', '51', '1']
1453 ['6', '25', '52', '51', '1']
1454 ['6', '25', '52', '51', '1']
1455 ['6', '25', '52', '51', '1']
1456 ['6', '25', '52', '51', '1']
1457 ['6', '25', '52', '51', '1']
1458 ['6', '25', '52', '51', '1']
1459 ['6', '25', '52', '51', '1']
1460 ['6', '25', '52', '51', '1']
1471 ['6', '52', '51', '25', '59']
1472 ['6', '52', '51', '25', '59']
1473 ['6', '52', '51', '25', '59']
1474 ['6', '52', '51', '25', '59']
1475 ['6', '52', '51', '25', '59']
1476 ['6', '52', '51', '25', '59']
1477 ['6', '52', '51', '25', '59']
1478 ['6', '52', '51', '25', '59']
1479 ['6', '52', '51', '25', '59']
1480 ['6', '52', '51', '25', '59']
1491 ['6', '51', '25', '52', '1']
1492 ['6', '51', '25', '52', '1']
1493 ['6', '51', '25', '52', '1']
1494 ['6', '51', '25', '52', '1']
1495 ['6', '51', '25', '52', '1']
1496 ['6', '51', '25', '52', '1']
1497 ['6', '51', '25', '52', '1']
1498 ['6', '51', '25', '52', '1']
1499 ['6', '51', '25', '52', '1']
1500 ['6', '51', '25', '52', '1']
1511 ['6', '51', '52', '25', '1']
1512 ['6', '51', '52', '25', '1']
1513 ['6', '51', '52', '25', '1']
1514 ['6', '51', '52', '25', '1']
1515 ['6', '51', '52', '25', '1']
1516 ['6', '51', '52', '25', '1']
1517 ['6', '51', '52', '25', '1']
1518 ['6', '51', '52', '25', '1']
1519 ['6', '51', '52', '25', '1']
1520 ['6', '51', '52', '25', '1']
1521 ['6', '51', '52', '25', '1']
1532 ['6', '51', '52', '25', '49']
1533 ['6', '51', '52', '25', '49']
1534 ['6', '51', '52', '25', '49']
1535 ['6', '51', '52', '25', '49']
1536 ['6', '51', '52', '25', '49']
1537 ['6', '51', '52', '25', '49']
1538 ['6', '51', '52', '25', '49']
1539 ['6', '51', '52', '25', '49']
1540 ['6', '51', '52', '25', '49']
1541 ['6', '51', '52', '25', '49']
1552 ['51', '52', '6', '25', '54']
1553 ['51', '52', '6', '25', '54']
1554 ['51', '52', '6', '25', '54']
1555 ['51', '52', '6', '25', '54']
1556 ['51', '52', '6', '25', '54']
1557 ['51', '52', '6', '25', '54']
1558 ['51', '52', '6', '25', '54']
1559 ['51', '52', '6', '25', '54']
1560 ['51', '52', '6', '25', '54']
1561 ['51', '52', '6', '25', '54']
1572 ['51', '52', '6', '25', '59']
1573 ['51', '52', '6', '25', '59']
1574 ['51', '52', '6', '25', '59']
1575 ['51', '52', '6', '25', '59']
1576 ['51', '52', '6', '25', '59']
1577 ['51', '52', '6', '25', '59']
1578 ['51', '52', '6', '25', '59']
1579 ['51', '52', '6', '25', '59']
1580 ['51', '52', '6', '25', '59']
1581 ['51', '52', '6', '25', '59']
1592 ['51', '25', '52', '6', '59']
1593 ['51', '25', '52', '6', '59']
1594 ['51', '25', '52', '6', '59']
1595 ['51', '25', '52', '6', '59']
1596 ['51', '25', '52', '6', '59']
1597 ['51', '25', '52', '6', '59']
1598 ['51', '25', '52', '6', '59']
1599 ['51', '25', '52', '6', '59']
1600 ['51', '25', '52', '6', '59']
1601 ['51', '25', '52', '6', '59']
1612 ['25', '52', '51', '6', '54']
1613 ['25', '52', '51', '6', '54']
1614 ['25', '52', '51', '6', '54']
1615 ['25', '52', '51', '6', '54']
1616 ['25', '52', '51', '6', '54']
1617 ['25', '52', '51', '6', '54']
1618 ['25', '52', '51', '6', '54']
1619 ['25', '52', '51', '6', '54']
1620 ['25', '52', '51', '6', '54']
1621 ['25', '52', '51', '6', '54']
1632 ['25', '52', '51', '6', '47']
1633 ['25', '52', '51', '6', '47']
1634 ['25', '52', '51', '6', '47']
1635 ['25', '52', '51', '6', '47']
1636 ['25', '52', '51', '6', '47']
1637 ['25', '52', '51', '6', '47']
1638 ['25', '52', '51', '6', '47']
1639 ['25', '52', '51', '6', '47']
1640 ['25', '52', '51', '6', '47']
1641 ['25', '52', '51', '6', '47']
1652 ['25', '52', '6', '51', '59']
1653 ['25', '52', '6', '51', '59']
1654 ['25', '52', '6', '51', '59']
1655 ['25', '52', '6', '51', '59']
1656 ['25', '52', '6', '51', '59']
1657 ['25', '52', '6', '51', '59']
1658 ['25', '52', '6', '51', '59']
1659 ['25', '52', '6', '51', '59']
1660 ['25', '52', '6', '51', '59']
1661 ['25', '52', '6', '51', '59']
1672 ['25', '52', '6', '51', '54']
1673 ['25', '52', '6', '51', '54']
1674 ['25', '52', '6', '51', '54']
1675 ['25', '52', '6', '51', '54']
1676 ['25', '52', '6', '51', '54']
1677 ['25', '52', '6', '51', '54']
1678 ['25', '52', '6', '51', '54']
1679 ['25', '52', '6', '51', '54']
1680 ['25', '52', '6', '51', '54']
1681 ['25', '52', '6', '51', '54']
1682 ['25', '52', '6', '51', '54']
1693 ['25', '51', '52', '6', '54']
1694 ['25', '51', '52', '6', '54']
1695 ['25', '51', '52', '6', '54']
1696 ['25', '51', '52', '6', '54']
1697 ['25', '51', '52', '6', '54']
1698 ['25', '51', '52', '6', '54']
1699 ['25', '51', '52', '6', '54']
1700 ['25', '51', '52', '6', '54']
1701 ['25', '51', '52', '6', '54']
1702 ['25', '51', '52', '6', '54']
1713 ['25', '51', '52', '6', '31']
1714 ['25', '51', '52', '6', '31']
1715 ['25', '51', '52', '6', '31']
1716 ['25', '51', '52', '6', '31']
1717 ['25', '51', '52', '6', '31']
1718 ['25', '51', '52', '6', '31']
1719 ['25', '51', '52', '6', '31']
1720 ['51', '52', '6', '25', '1']
1721 ['51', '52', '6', '25', '1']
1722 ['51', '52', '6', '25', '1']
1723 ['51', '52', '6', '25', '1']
1724 ['51', '52', '6', '25', '1']
1725 ['51', '52', '6', '25', '1']
1726 ['51', '52', '6', '25', '1']
1727 ['51', '52', '6', '25', '1']
1728 ['51', '52', '6', '25', '1']
1729 ['51', '52', '6', '25', '1']
1730 ['51', '52', '6', '25', '1']
1741 ['51', '52', '6', '25', '59']
1742 ['51', '52', '6', '25', '59']
1743 ['51', '52', '6', '25', '59']
1744 ['51', '52', '6', '25', '59']
1745 ['51', '52', '6', '25', '59']
1746 ['51', '52', '6', '25', '59']
1747 ['51', '52', '6', '25', '59']
1748 ['51', '52', '6', '25', '59']
1749 ['51', '52', '6', '25', '59']
1750 ['51', '52', '6', '25', '59']
1761 ['51', '52', '6', '25', '20']
1762 ['51', '52', '6', '25', '20']
1763 ['51', '52', '6', '25', '20']
1764 ['51', '52', '6', '25', '20']
1765 ['51', '52', '6', '25', '20']
1766 ['51', '52', '6', '25', '20']
1767 ['51', '52', '6', '25', '20']
1768 ['51', '52', '6', '25', '20']
1769 ['51', '52', '6', '25', '20']
1770 ['51', '52', '6', '25', '20']
1781 ['51', '52', '6', '25', '58']
1782 ['51', '52', '6', '25', '58']
1783 ['51', '52', '6', '25', '58']
1784 ['51', '52', '6', '25', '58']
1785 ['51', '52', '6', '25', '58']
1786 ['51', '52', '6', '25', '58']
1787 ['51', '52', '6', '25', '58']
1788 ['51', '52', '6', '25', '58']
1789 ['51', '52', '6', '25', '58']
1790 ['51', '52', '6', '25', '58']
1801 ['51', '52', '6', '25', '5']
1802 ['51', '52', '6', '25', '5']
1803 ['51', '52', '6', '25', '5']
1804 ['51', '52', '6', '25', '5']
1805 ['51', '52', '6', '25', '5']
1806 ['51', '52', '6', '25', '5']
1807 ['51', '52', '6', '25', '5']
1808 ['51', '52', '6', '25', '5']
1809 ['51', '52', '6', '25', '5']
1810 ['51', '52', '6', '25', '5']
1821 ['51', '52', '6', '25', '10']
1822 ['51', '52', '6', '25', '10']
1823 ['51', '52', '6', '25', '10']
1824 ['51', '52', '6', '25', '10']
1825 ['51', '52', '6', '25', '10']
1826 ['51', '52', '6', '25', '10']
1827 ['51', '52', '6', '25', '10']
1828 ['51', '52', '6', '25', '59']
1829 ['51', '52', '6', '25', '59']
1830 ['51', '52', '6', '25', '59']
1831 ['51', '52', '6', '25', '59']
1832 ['51', '52', '6', '25', '59']
1833 ['51', '52', '6', '25', '59']
1834 ['51', '52', '6', '25', '59']
1835 ['51', '52', '6', '25', '59']
1836 ['51', '52', '6', '25', '59']
1837 ['51', '52', '6', '25', '59']
1838 ['51', '52', '6', '25', '59']
1849 ['52', '25', '6', '51', '54']
1850 ['52', '25', '6', '51', '54']
1851 ['52', '25', '6', '51', '54']
1852 ['52', '25', '6', '51', '54']
1853 ['52', '25', '6', '51', '54']
1854 ['52', '25', '6', '51', '54']
1855 ['52', '25', '6', '51', '54']
1856 ['52', '25', '6', '51', '54']
1857 ['52', '25', '6', '51', '54']
1858 ['52', '25', '6', '51', '54']
1869 ['25', '6', '51', '52', '54']
1870 ['25', '6', '51', '52', '54']
1871 ['25', '6', '51', '52', '54']
1872 ['25', '6', '51', '52', '54']
1873 ['25', '6', '51', '52', '54']
1874 ['25', '6', '51', '52', '54']
1875 ['25', '6', '51', '52', '54']
1876 ['25', '6', '51', '52', '54']
1877 ['25', '6', '51', '52', '54']
1878 ['25', '6', '51', '52', '54']
1889 ['25', '51', '52', '6', '21']
1890 ['25', '51', '52', '6', '21']
1891 ['25', '51', '52', '6', '21']
1892 ['25', '51', '52', '6', '21']
1893 ['25', '51', '52', '6', '21']
1894 ['25', '51', '52', '6', '21']
1895 ['25', '51', '52', '6', '21']
1896 ['25', '51', '52', '6', '21']
1897 ['25', '51', '52', '6', '21']
1898 ['25', '51', '52', '6', '21']
1909 ['25', '51', '6', '52', '59']
1910 ['25', '51', '6', '52', '59']
1911 ['25', '51', '6', '52', '59']
1912 ['25', '51', '6', '52', '59']
1913 ['25', '51', '6', '52', '59']
1914 ['25', '51', '6', '52', '59']
1915 ['25', '51', '6', '52', '59']
1916 ['25', '51', '6', '52', '59']
1917 ['25', '51', '6', '52', '59']
1918 ['25', '51', '6', '52', '59']
1929 ['6', '52', '51', '25', '27']
1930 ['6', '52', '51', '25', '27']
1931 ['6', '52', '51', '25', '27']
1932 ['6', '52', '51', '25', '27']
1933 ['6', '52', '51', '25', '27']
1934 ['6', '52', '51', '25', '27']
1935 ['6', '52', '51', '25', '27']
1936 ['6', '52', '51', '25', '27']
1937 ['6', '52', '51', '25', '27']
1938 ['6', '52', '51', '25', '27']
1949 ['52', '51', '25', '6', '59']
1950 ['52', '51', '25', '6', '59']
1951 ['52', '51', '25', '6', '59']
1952 ['52', '51', '25', '6', '59']
1953 ['52', '51', '25', '6', '59']
1954 ['52', '51', '25', '6', '59']
1955 ['52', '51', '25', '6', '59']
1956 ['52', '51', '25', '6', '59']
1957 ['52', '51', '25', '6', '59']
1958 ['52', '51', '25', '6', '59']
1969 ['52', '25', '6', '51', '1']
1970 ['52', '25', '6', '51', '1']
1971 ['52', '25', '6', '51', '1']
1972 ['52', '25', '6', '51', '1']
1973 ['52', '25', '6', '51', '1']
1974 ['52', '25', '6', '51', '1']
1975 ['52', '25', '6', '51', '1']
1976 ['52', '25', '6', '51', '1']
1977 ['52', '25', '6', '51', '1']
1978 ['52', '25', '6', '51', '1']
1989 ['52', '25', '6', '51', '54']
1990 ['52', '25', '6', '51', '54']
1991 ['52', '25', '6', '51', '54']
1992 ['52', '25', '6', '51', '54']
1993 ['52', '25', '6', '51', '54']
1994 ['52', '25', '6', '51', '54']
1995 ['52', '25', '6', '51', '54']
1996 ['52', '25', '6', '51', '54']
1997 ['52', '25', '6', '51', '54']
1998 ['52', '25', '6', '51', '54']
2009 ['52', '25', '6', '51', '59']
2010 ['52', '25', '6', '51', '59']
2011 ['52', '25', '6', '51', '59']
2012 ['52', '25', '6', '51', '59']
2013 ['52', '25', '6', '51', '59']
2014 ['52', '25', '6', '51', '59']
2015 ['52', '25', '6', '51', '59']
2016 ['52', '25', '6', '51', '59']
2017 ['52', '25', '6', '51', '59']
2018 ['52', '25', '6', '51', '59']
2029 ['52', '25', '6', '51', '59']
2030 ['52', '25', '6', '51', '59']
2031 ['52', '25', '6', '51', '59']
2032 ['52', '25', '6', '51', '59']
2033 ['52', '25', '6', '51', '59']
2034 ['52', '25', '6', '51', '59']
2035 ['52', '25', '6', '51', '59']
2036 ['52', '25', '6', '51', '59']
2037 ['52', '25', '6', '51', '59']
2038 ['52', '25', '6', '51', '59']
2049 ['52', '25', '6', '51', '22']
2050 ['52', '25', '6', '51', '22']
2051 ['52', '25', '6', '51', '22']
2052 ['52', '25', '6', '51', '22']
2053 ['52', '25', '6', '51', '22']
2054 ['52', '25', '6', '51', '22']
2055 ['52', '25', '6', '51', '22']
2056 ['52', '25', '6', '51', '22']
2057 ['25', '6', '51', '52', '54']
2058 ['25', '6', '51', '52', '54']
2059 ['25', '6', '51', '52', '54']
2060 ['25', '6', '51', '52', '54']
2061 ['25', '6', '51', '52', '54']
2062 ['25', '6', '51', '52', '54']
2063 ['25', '6', '51', '52', '54']
2064 ['25', '6', '51', '52', '54']
2065 ['25', '6', '51', '52', '54']
2066 ['25', '6', '51', '52', '54']
2067 ['25', '6', '51', '52', '54']
2078 ['25', '6', '51', '52', '14']
2079 ['25', '6', '51', '52', '14']
2080 ['25', '6', '51', '52', '14']
2081 ['25', '6', '51', '52', '14']
2082 ['25', '6', '51', '52', '14']
2083 ['25', '6', '51', '52', '14']
2084 ['25', '6', '51', '52', '59']
2085 ['25', '6', '51', '52', '59']
2086 ['25', '6', '51', '52', '59']
2087 ['25', '6', '51', '52', '59']
2088 ['25', '6', '51', '52', '59']
2089 ['25', '6', '51', '52', '59']
2090 ['25', '6', '51', '52', '59']
2091 ['25', '6', '51', '52', '59']
2092 ['25', '6', '51', '52', '59']
2093 ['25', '6', '51', '52', '59']
2094 ['25', '6', '51', '52', '59']
2105 ['25', '6', '51', '52', '1']
2106 ['25', '6', '51', '52', '1']
2107 ['25', '6', '51', '52', '1']
2108 ['25', '6', '51', '52', '1']
2109 ['25', '6', '51', '52', '1']
2110 ['25', '6', '51', '52', '1']
2111 ['25', '6', '51', '52', '1']
2112 ['25', '6', '51', '52', '1']
2113 ['25', '6', '51', '52', '1']
2114 ['25', '6', '51', '52', '1']
2125 ['25', '6', '51', '52', '38']
2126 ['25', '6', '51', '52', '38']
2127 ['25', '6', '51', '52', '38']
2128 ['25', '6', '51', '52', '38']
2129 ['25', '6', '51', '52', '38']
2130 ['25', '6', '51', '52', '38']
2131 ['25', '6', '51', '52', '38']
2132 ['25', '6', '51', '52', '38']
2133 ['25', '6', '51', '52', '38']
2134 ['25', '6', '51', '52', '38']
2145 ['25', '6', '51', '52', '1']
2146 ['25', '6', '51', '52', '1']
2147 ['25', '6', '51', '52', '1']
2148 ['25', '6', '51', '52', '1']
2149 ['25', '6', '51', '52', '1']
2150 ['25', '6', '51', '52', '1']
2151 ['25', '6', '51', '52', '1']
2152 ['25', '6', '51', '52', '1']
2153 ['25', '6', '51', '52', '1']
2154 ['25', '6', '51', '52', '1']
2165 ['25', '6', '51', '52', '40']
2166 ['25', '6', '51', '52', '40']
2167 ['25', '6', '51', '52', '40']
2168 ['25', '6', '51', '52', '40']
2169 ['25', '6', '51', '52', '40']
2170 ['25', '6', '51', '52', '40']
2171 ['25', '6', '51', '52', '40']
2172 ['25', '6', '51', '52', '40']
2173 ['25', '6', '51', '52', '40']
2174 ['25', '6', '51', '52', '40']
2185 ['25', '6', '51', '52', '40']
2186 ['25', '6', '51', '52', '40']
2187 ['25', '6', '51', '52', '40']
2188 ['25', '6', '51', '52', '40']
2189 ['25', '6', '51', '52', '40']
2190 ['25', '51', '52', '6', '54']
2191 ['25', '51', '52', '6', '54']
2192 ['25', '51', '52', '6', '54']
2193 ['25', '51', '52', '6', '54']
2194 ['25', '51', '52', '6', '54']
2195 ['25', '51', '52', '6', '54']
2196 ['25', '51', '52', '6', '54']
2197 ['25', '51', '52', '6', '54']
2198 ['25', '51', '52', '6', '54']
2199 ['25', '51', '52', '6', '54']
2200 ['25', '51', '52', '6', '54']
2211 ['25', '51', '52', '6', '54']
2212 ['25', '51', '52', '6', '54']
2213 ['25', '51', '52', '6', '54']
2214 ['25', '51', '52', '6', '54']
2215 ['25', '51', '52', '6', '54']
2216 ['25', '51', '52', '6', '54']
2217 ['25', '51', '52', '6', '54']
2218 ['25', '51', '52', '6', '54']
2219 ['25', '51', '52', '6', '54']
2220 ['25', '51', '52', '6', '54']
2231 ['25', '51', '52', '6', '54']
2232 ['25', '51', '52', '6', '54']
2233 ['25', '51', '52', '6', '54']
2234 ['25', '51', '52', '6', '54']
2235 ['25', '51', '52', '6', '54']
2236 ['25', '51', '52', '6', '54']
2237 ['25', '51', '52', '6', '54']
2238 ['25', '51', '52', '6', '54']
2239 ['25', '51', '52', '6', '54']
2240 ['25', '51', '52', '6', '54']
2251 ['25', '51', '6', '52', '1']
2252 ['25', '51', '6', '52', '1']
2253 ['25', '51', '6', '52', '1']
2254 ['25', '51', '6', '52', '1']
2255 ['25', '51', '6', '52', '1']
2256 ['25', '51', '6', '52', '1']
2257 ['25', '51', '6', '52', '1']
2258 ['25', '51', '6', '52', '1']
2259 ['25', '51', '6', '52', '1']
2260 ['25', '51', '6', '52', '1']
2271 ['51', '6', '52', '25', '4']
2272 ['51', '6', '52', '25', '4']
2273 ['51', '6', '52', '25', '4']
2274 ['51', '6', '52', '25', '4']
2275 ['51', '6', '52', '25', '4']
2276 ['51', '6', '52', '25', '4']
2277 ['51', '6', '52', '25', '4']
2278 ['51', '6', '52', '25', '4']
2279 ['51', '6', '52', '25', '4']
2280 ['51', '6', '52', '25', '54']
2281 ['51', '6', '52', '25', '54']
2282 ['51', '6', '52', '25', '54']
2283 ['51', '6', '52', '25', '54']
2284 ['51', '6', '52', '25', '54']
2285 ['51', '6', '52', '25', '54']
2286 ['51', '6', '52', '25', '54']
2287 ['51', '6', '52', '25', '54']
2288 ['51', '6', '52', '25', '54']
2289 ['51', '6', '52', '25', '54']
2290 ['51', '6', '52', '25', '54']
2301 ['51', '6', '52', '25', '51']
2302 ['51', '6', '52', '25', '51']
2303 ['51', '6', '52', '25', '51']
2304 ['51', '6', '52', '25', '51']
2305 ['51', '6', '52', '25', '51']
2306 ['51', '6', '52', '25', '51']
2307 ['51', '6', '52', '25', '51']
2308 ['51', '6', '52', '25', '51']
2309 ['51', '6', '52', '25', '51']
2310 ['51', '6', '52', '25', '51']
2321 ['52', '25', '6', '51', '1']
2322 ['52', '25', '6', '51', '1']
2323 ['52', '25', '6', '51', '1']
2324 ['52', '25', '6', '51', '1']
2325 ['52', '25', '6', '51', '1']
2326 ['52', '25', '6', '51', '1']
2327 ['52', '25', '6', '51', '1']
2328 ['52', '25', '6', '51', '1']
2329 ['52', '25', '6', '51', '1']
2330 ['52', '25', '6', '51', '1']
2341 ['25', '51', '52', '6', '59']
2342 ['25', '51', '52', '6', '59']
2343 ['25', '51', '52', '6', '59']
2344 ['25', '51', '52', '6', '59']
2345 ['25', '51', '52', '6', '59']
2346 ['25', '51', '52', '6', '59']
2347 ['25', '51', '52', '6', '59']
2348 ['25', '51', '52', '6', '59']
2349 ['25', '51', '52', '6', '59']
2350 ['25', '51', '52', '6', '59']
2361 ['25', '51', '52', '6', '49']
2362 ['25', '51', '52', '6', '49']
2363 ['25', '51', '52', '6', '49']
2364 ['25', '51', '52', '6', '49']
2365 ['25', '51', '52', '6', '49']
2366 ['25', '51', '52', '6', '49']
2367 ['25', '51', '52', '6', '49']
2368 ['25', '51', '52', '6', '49']
2369 ['25', '51', '52', '6', '49']
2370 ['25', '52', '6', '51', '1']
2371 ['25', '52', '6', '51', '1']
2372 ['25', '52', '6', '51', '1']
2373 ['25', '52', '6', '51', '1']
2374 ['25', '52', '6', '51', '1']
2375 ['25', '52', '6', '51', '1']
2376 ['25', '52', '6', '51', '1']
2377 ['25', '52', '6', '51', '1']
2378 ['25', '52', '6', '51', '1']
2379 ['25', '52', '6', '51', '1']
2380 ['25', '52', '6', '51', '1']
2391 ['25', '52', '6', '51', '33']
2392 ['25', '52', '6', '51', '33']
2393 ['25', '52', '6', '51', '33']
2394 ['25', '52', '6', '51', '33']
2395 ['25', '52', '6', '51', '33']
2396 ['25', '52', '6', '51', '33']
2397 ['25', '52', '6', '51', '33']
2398 ['25', '52', '6', '51', '33']
2399 ['25', '52', '6', '51', '33']
2400 ['25', '52', '6', '51', '33']
2411 ['25', '52', '6', '51', '1']
2412 ['25', '52', '6', '51', '1']
2413 ['25', '52', '6', '51', '1']
2414 ['25', '52', '6', '51', '1']
2415 ['25', '52', '6', '51', '1']
2416 ['25', '52', '6', '51', '1']
2417 ['25', '52', '6', '51', '1']
2418 ['25', '52', '6', '51', '1']
2419 ['25', '52', '6', '51', '1']
2420 ['25', '52', '6', '51', '1']
2431 ['52', '6', '51', '25', '59']
2432 ['52', '6', '51', '25', '59']
2433 ['52', '6', '51', '25', '59']
2434 ['52', '6', '51', '25', '59']
2435 ['52', '6', '51', '25', '59']
2436 ['52', '6', '51', '25', '59']
2437 ['52', '6', '51', '25', '59']
2438 ['52', '6', '51', '25', '59']
2439 ['52', '6', '51', '25', '59']
2440 ['52', '6', '51', '25', '59']
2451 ['6', '51', '52', '25', '54']
2452 ['6', '51', '52', '25', '54']
2453 ['6', '51', '52', '25', '54']
2454 ['6', '51', '52', '25', '54']
2455 ['6', '51', '52', '25', '54']
2456 ['6', '51', '52', '25', '54']
2457 ['6', '51', '52', '25', '54']
2458 ['6', '51', '52', '25', '54']
2459 ['6', '51', '52', '25', '54']
2460 ['6', '51', '52', '25', '54']
2471 ['6', '51', '52', '25', '59']
2472 ['6', '51', '52', '25', '59']
2473 ['6', '51', '52', '25', '59']
2474 ['6', '51', '52', '25', '59']
2475 ['6', '51', '52', '25', '59']
2476 ['6', '51', '52', '25', '59']
2477 ['6', '51', '52', '25', '59']
2478 ['6', '51', '52', '25', '59']
2479 ['6', '51', '52', '25', '59']
2480 ['6', '51', '52', '25', '59']
2491 ['6', '51', '52', '25', '29']
2492 ['6', '51', '52', '25', '29']
2493 ['6', '51', '52', '25', '29']
2494 ['52', '25', '51', '6', '1']
2495 ['52', '25', '51', '6', '1']
2496 ['52', '25', '51', '6', '1']
2497 ['52', '25', '51', '6', '1']
2498 ['52', '25', '51', '6', '1']
2499 ['52', '25', '51', '6', '1']
2500 ['52', '25', '51', '6', '1']
2501 ['52', '25', '51', '6', '1']
2502 ['52', '25', '51', '6', '1']
2503 ['52', '25', '51', '6', '1']
2504 ['52', '25', '51', '6', '1']
2515 ['52', '25', '51', '6', '1']
2516 ['52', '25', '51', '6', '1']
2517 ['52', '25', '51', '6', '1']
2518 ['52', '25', '51', '6', '1']
2519 ['52', '25', '51', '6', '1']
2520 ['52', '25', '51', '6', '1']
2521 ['52', '25', '51', '6', '1']
2522 ['52', '25', '51', '6', '1']
2523 ['52', '25', '51', '6', '1']
2524 ['52', '25', '51', '6', '1']
2535 ['52', '51', '6', '25', '54']
2536 ['52', '51', '6', '25', '54']
2537 ['52', '51', '6', '25', '54']
2538 ['52', '51', '6', '25', '54']
2539 ['52', '51', '6', '25', '54']
2540 ['52', '51', '6', '25', '54']
2541 ['52', '51', '6', '25', '54']
2542 ['52', '51', '6', '25', '54']
2543 ['52', '51', '6', '25', '54']
2544 ['52', '51', '6', '25', '54']
2555 ['52', '51', '6', '25', '59']
2556 ['52', '51', '6', '25', '59']
2557 ['52', '51', '6', '25', '59']
2558 ['52', '51', '6', '25', '59']
2559 ['52', '51', '6', '25', '59']
2560 ['52', '51', '6', '25', '59']
2561 ['52', '51', '6', '25', '59']
2562 ['52', '51', '6', '25', '59']
2563 ['52', '51', '6', '25', '59']
2564 ['52', '51', '6', '25', '59']
2575 ['52', '51', '6', '25', '54']
2576 ['52', '51', '6', '25', '54']
2577 ['52', '51', '6', '25', '54']
2578 ['52', '51', '6', '25', '54']
2579 ['52', '51', '6', '25', '54']
2580 ['52', '51', '6', '25', '54']
2581 ['52', '51', '6', '25', '54']
2582 ['52', '51', '6', '25', '54']
2583 ['52', '51', '6', '25', '54']
2584 ['52', '51', '6', '25', '54']
2595 ['6', '25', '52', '51', '57']
2596 ['6', '25', '52', '51', '57']
2597 ['6', '25', '52', '51', '57']
2598 ['6', '25', '52', '51', '57']
2599 ['6', '25', '52', '51', '57']
2600 ['6', '25', '52', '51', '57']
2601 ['6', '25', '52', '51', '57']
2602 ['6', '25', '52', '51', '57']
2603 ['6', '25', '52', '51', '57']
2604 ['6', '25', '52', '51', '57']
2615 ['6', '25', '52', '51', '59']
2616 ['6', '25', '52', '51', '59']
2617 ['6', '25', '52', '51', '59']
2618 ['6', '25', '52', '51', '59']
2619 ['6', '25', '52', '51', '59']
2620 ['6', '25', '52', '51', '59']
2621 ['6', '25', '52', '51', '59']
2622 ['6', '25', '52', '51', '59']
2623 ['6', '25', '52', '51', '59']
2624 ['6', '25', '52', '51', '59']
2635 ['6', '25', '52', '51', '59']
2636 ['6', '25', '52', '51', '59']
2637 ['6', '25', '52', '51', '59']
2638 ['6', '25', '52', '51', '59']
2639 ['6', '25', '52', '51', '59']
2640 ['6', '25', '52', '51', '59']
2641 ['6', '25', '52', '51', '59']
2642 ['6', '25', '52', '51', '59']
2643 ['6', '25', '52', '51', '59']
2644 ['6', '25', '52', '51', '59']
2655 ['6', '25', '51', '52', '17']
2656 ['6', '25', '51', '52', '17']
2657 ['6', '25', '51', '52', '17']
2658 ['6', '25', '51', '52', '17']
2659 ['6', '25', '51', '52', '17']
2660 ['6', '25', '51', '52', '17']
2661 ['6', '25', '51', '52', '17']
2662 ['6', '25', '51', '52', '17']
2663 ['6', '25', '51', '52', '17']
2664 ['6', '25', '51', '52', '17']
2675 ['6', '25', '51', '52', '12']
2676 ['6', '25', '51', '52', '12']
2677 ['25', '51', '6', '52', '54']
2678 ['25', '51', '6', '52', '54']
2679 ['25', '51', '6', '52', '54']
