0 ['20', '41', '48', '24', '16', '4', '10']
1 ['20', '41', '48', '24', '16', '4', '10']
2 ['20', '41', '48', '24', '16', '4', '10']
3 ['20', '41', '48', '24', '16', '4', '10']
4 ['20', '41', '48', '24', '16', '4', '10']
5 ['20', '41', '48', '24', '16', '4', '10']
6 ['20', '41', '48', '24', '16', '4', '10']
7 ['20', '41', '48', '24', '16', '4', '10']
8 ['20', '41', '48', '24', '16', '4', '10']
9 ['20', '41', '48', '24', '16', '4', '10']
20 ['3', '48', '29', '61', '40', '51', '6']
21 ['3', '48', '29', '61', '40', '51', '6']
22 ['3', '48', '29', '61', '40', '51', '6']
23 ['3', '48', '29', '61', '40', '51', '6']
24 ['3', '48', '29', '61', '40', '51', '6']
25 ['3', '48', '29', '61', '40', '51', '6']
26 ['3', '48', '29', '61', '40', '51', '6']
27 ['3', '48', '29', '61', '40', '51', '6']
28 ['3', '48', '29', '61', '40', '51', '6']
29 ['3', '48', '29', '61', '40', '51', '6']
40 ['23', '41', '50', '32', '42', '8', '42']
41 ['23', '41', '50', '32', '42', '8', '42']
42 ['23', '41', '50', '32', '42', '8', '42']
43 ['23', '41', '50', '32', '42', '8', '42']
44 ['23', '41', '50', '32', '42', '8', '42']
45 ['23', '41', '50', '32', '42', '8', '42']
46 ['23', '41', '50', '32', '42', '8', '42']
47 ['23', '41', '50', '32', '42', '8', '42']
48 ['23', '41', '50', '32', '42', '8', '42']
49 ['23', '41', '50', '32', '42', '8', '42']
60 ['59', '50', '50', '18', '33', '6', '50']
61 ['59', '50', '50', '18', '33', '6', '50']
62 ['59', '50', '50', '18', '33', '6', '50']
63 ['59', '50', '50', '18', '33', '6', '50']
64 ['59', '50', '50', '18', '33', '6', '50']
65 ['59', '50', '50', '18', '33', '6', '50']
66 ['59', '50', '50', '18', '33', '6', '50']
67 ['59', '50', '50', '18', '33', '6', '50']
68 ['59', '50', '50', '18', '33', '6', '50']
69 ['59', '50', '50', '18', '33', '6', '50']
80 ['59', '25', '3', '26', '24', '52', '31']
81 ['59', '25', '3', '26', '24', '52', '31']
82 ['59', '25', '3', '26', '24', '52', '31']
83 ['59', '25', '3', '26', '24', '52', '31']
84 ['59', '25', '3', '26', '24', '52', '31']
85 ['59', '25', '3', '26', '24', '52', '31']
86 ['59', '25', '3', '26', '24', '52', '31']
87 ['59', '25', '3', '26', '24', '52', '31']
88 ['59', '25', '3', '26', '24', '52', '31']
89 ['59', '25', '3', '26', '24', '52', '31']
100 ['60', '50', '27', '50', '17', '12', '40']
101 ['60', '50', '27', '50', '17', '12', '40']
102 ['60', '50', '27', '50', '17', '12', '40']
103 ['60', '50', '27', '50', '17', '12', '40']
104 ['60', '50', '27', '50', '17', '12', '40']
105 ['60', '50', '27', '50', '17', '12', '40']
106 ['60', '50', '27', '50', '17', '12', '40']
107 ['60', '50', '27', '50', '17', '12', '40']
108 ['60', '50', '27', '50', '17', '12', '40']
109 ['60', '50', '27', '50', '17', '12', '40']
120 ['19', '59', '45', '21', '50', '31', '1']
121 ['19', '59', '45', '21', '50', '31', '1']
122 ['19', '59', '45', '21', '50', '31', '1']
123 ['19', '59', '45', '21', '50', '31', '1']
124 ['19', '59', '45', '21', '50', '31', '1']
125 ['19', '59', '45', '21', '50', '31', '1']
126 ['19', '59', '45', '21', '50', '31', '1']
127 ['19', '59', '45', '21', '50', '31', '1']
128 ['19', '59', '45', '21', '50', '31', '1']
129 ['19', '59', '45', '21', '50', '31', '1']
140 ['43', '45', '48', '30', '16', '43', '51']
141 ['43', '45', '48', '30', '16', '43', '51']
142 ['43', '45', '48', '30', '16', '43', '51']
143 ['43', '45', '48', '30', '16', '43', '51']
144 ['43', '45', '48', '30', '16', '43', '51']
145 ['43', '45', '48', '30', '16', '43', '51']
146 ['43', '45', '48', '30', '16', '43', '51']
147 ['43', '45', '48', '30', '16', '43', '51']
148 ['43', '45', '48', '30', '16', '43', '51']
149 ['43', '45', '48', '30', '16', '43', '51']
160 ['11', '6', '61', '46', '5', '52', '43']
161 ['11', '6', '61', '46', '5', '52', '43']
162 ['11', '6', '61', '46', '5', '52', '43']
163 ['11', '6', '61', '46', '5', '52', '43']
164 ['11', '6', '61', '46', '5', '52', '43']
165 ['11', '6', '61', '46', '5', '52', '43']
166 ['11', '6', '61', '46', '5', '52', '43']
167 ['11', '6', '61', '46', '5', '52', '43']
168 ['11', '6', '61', '46', '5', '52', '43']
169 ['11', '6', '61', '46', '5', '52', '43']
180 ['20', '59', '42', '49', '17', '37', '38']
181 ['20', '59', '42', '49', '17', '37', '38']
182 ['20', '59', '42', '49', '17', '37', '38']
183 ['20', '59', '42', '49', '17', '37', '38']
184 ['20', '59', '42', '49', '17', '37', '38']
185 ['20', '59', '42', '49', '17', '37', '38']
186 ['20', '59', '42', '49', '17', '37', '38']
187 ['20', '59', '42', '49', '17', '37', '38']
188 ['20', '59', '42', '49', '17', '37', '38']
189 ['20', '59', '42', '49', '17', '37', '38']
200 ['21', '46', '45', '8', '57', '60', '7']
201 ['21', '46', '45', '8', '57', '60', '7']
202 ['21', '46', '45', '8', '57', '60', '7']
203 ['21', '46', '45', '8', '57', '60', '7']
204 ['21', '46', '45', '8', '57', '60', '7']
205 ['21', '46', '45', '8', '57', '60', '7']
206 ['21', '46', '45', '8', '57', '60', '7']
207 ['21', '46', '45', '8', '57', '60', '7']
208 ['21', '46', '45', '8', '57', '60', '7']
209 ['21', '46', '45', '8', '57', '60', '7']
220 ['0', '30', '4', '45', '46', '10', '18']
221 ['0', '30', '4', '45', '46', '10', '18']
222 ['0', '30', '4', '45', '46', '10', '18']
223 ['0', '30', '4', '45', '46', '10', '18']
224 ['0', '30', '4', '45', '46', '10', '18']
225 ['0', '30', '4', '45', '46', '10', '18']
226 ['0', '30', '4', '45', '46', '10', '18']
227 ['0', '30', '4', '45', '46', '10', '18']
228 ['0', '30', '4', '45', '46', '10', '18']
229 ['0', '30', '4', '45', '46', '10', '18']
240 ['50', '61', '11', '32', '59', '9', '2']
241 ['50', '61', '11', '32', '59', '9', '2']
242 ['50', '61', '11', '32', '59', '9', '2']
243 ['50', '61', '11', '32', '59', '9', '2']
244 ['50', '61', '11', '32', '59', '9', '2']
245 ['50', '61', '11', '32', '59', '9', '2']
246 ['50', '61', '11', '32', '59', '9', '2']
247 ['50', '61', '11', '32', '59', '9', '2']
248 ['50', '61', '11', '32', '59', '9', '2']
249 ['50', '61', '11', '32', '59', '9', '2']
260 ['43', '11', '5', '55', '60', '57', '39']
261 ['43', '11', '5', '55', '60', '57', '39']
262 ['43', '11', '5', '55', '60', '57', '39']
263 ['43', '11', '5', '55', '60', '57', '39']
264 ['43', '11', '5', '55', '60', '57', '39']
265 ['43', '11', '5', '55', '60', '57', '39']
266 ['43', '11', '5', '55', '60', '57', '39']
267 ['43', '11', '5', '55', '60', '57', '39']
268 ['43', '11', '5', '55', '60', '57', '39']
269 ['43', '11', '5', '55', '60', '57', '39']
280 ['0', '26', '9', '47', '59', '11', '2']
281 ['0', '26', '9', '47', '59', '11', '2']
282 ['0', '26', '9', '47', '59', '11', '2']
283 ['0', '26', '9', '47', '59', '11', '2']
284 ['0', '26', '9', '47', '59', '11', '2']
285 ['0', '26', '9', '47', '59', '11', '2']
286 ['0', '26', '9', '47', '59', '11', '2']
287 ['0', '26', '9', '47', '59', '11', '2']
288 ['0', '26', '9', '47', '59', '11', '2']
289 ['0', '26', '9', '47', '59', '11', '2']
300 ['58', '47', '52', '48', '18', '35', '10']
301 ['58', '47', '52', '48', '18', '35', '10']
302 ['58', '47', '52', '48', '18', '35', '10']
303 ['58', '47', '52', '48', '18', '35', '10']
304 ['58', '47', '52', '48', '18', '35', '10']
305 ['58', '47', '52', '48', '18', '35', '10']
306 ['58', '47', '52', '48', '18', '35', '10']
307 ['58', '47', '52', '48', '18', '35', '10']
308 ['58', '47', '52', '48', '18', '35', '10']
309 ['58', '47', '52', '48', '18', '35', '10']
320 ['24', '59', '14', '57', '29', '47', '12']
321 ['24', '59', '14', '57', '29', '47', '12']
322 ['24', '59', '14', '57', '29', '47', '12']
323 ['24', '59', '14', '57', '29', '47', '12']
324 ['24', '59', '14', '57', '29', '47', '12']
325 ['24', '59', '14', '57', '29', '47', '12']
326 ['24', '59', '14', '57', '29', '47', '12']
327 ['24', '59', '14', '57', '29', '47', '12']
328 ['24', '59', '14', '57', '29', '47', '12']
329 ['24', '59', '14', '57', '29', '47', '12']
340 ['7', '20', '16', '12', '25', '47', '58']
341 ['7', '20', '16', '12', '25', '47', '58']
342 ['7', '20', '16', '12', '25', '47', '58']
343 ['7', '20', '16', '12', '25', '47', '58']
344 ['7', '20', '16', '12', '25', '47', '58']
345 ['7', '20', '16', '12', '25', '47', '58']
346 ['7', '20', '16', '12', '25', '47', '58']
347 ['7', '20', '16', '12', '25', '47', '58']
348 ['7', '20', '16', '12', '25', '47', '58']
349 ['7', '20', '16', '12', '25', '47', '58']
360 ['43', '11', '26', '11', '17', '60', '46']
361 ['43', '11', '26', '11', '17', '60', '46']
362 ['43', '11', '26', '11', '17', '60', '46']
363 ['43', '11', '26', '11', '17', '60', '46']
364 ['43', '11', '26', '11', '17', '60', '46']
365 ['43', '11', '26', '11', '17', '60', '46']
366 ['43', '11', '26', '11', '17', '60', '46']
367 ['43', '11', '26', '11', '17', '60', '46']
368 ['43', '11', '26', '11', '17', '60', '46']
369 ['43', '11', '26', '11', '17', '60', '46']
380 ['16', '23', '41', '29', '43', '53', '33']
381 ['16', '23', '41', '29', '43', '53', '33']
382 ['16', '23', '41', '29', '43', '53', '33']
383 ['16', '23', '41', '29', '43', '53', '33']
384 ['16', '23', '41', '29', '43', '53', '33']
385 ['16', '23', '41', '29', '43', '53', '33']
386 ['16', '23', '41', '29', '43', '53', '33']
387 ['16', '23', '41', '29', '43', '53', '33']
388 ['16', '23', '41', '29', '43', '53', '33']
389 ['16', '23', '41', '29', '43', '53', '33']
400 ['43', '45', '1', '3', '27', '28', '61']
401 ['43', '45', '1', '3', '27', '28', '61']
402 ['43', '45', '1', '3', '27', '28', '61']
403 ['43', '45', '1', '3', '27', '28', '61']
404 ['43', '45', '1', '3', '27', '28', '61']
405 ['43', '45', '1', '3', '27', '28', '61']
406 ['43', '45', '1', '3', '27', '28', '61']
407 ['43', '45', '1', '3', '27', '28', '61']
408 ['43', '45', '1', '3', '27', '28', '61']
409 ['43', '45', '1', '3', '27', '28', '61']
420 ['57', '24', '40', '16', '47', '31', '42']
421 ['57', '24', '40', '16', '47', '31', '42']
422 ['57', '24', '40', '16', '47', '31', '42']
423 ['57', '24', '40', '16', '47', '31', '42']
