0 ['6', '34', '46', '49', '57', '5', '36', '42']
944 ['1', '25', '6', '59', '5', '52', '51', '21']
955 ['25', '6', '59', '52', '51', '5', '1', '40']
956 ['25', '6', '59', '52', '51', '5', '1', '40']
957 ['25', '6', '59', '52', '51', '5', '1', '40']
958 ['25', '6', '59', '52', '51', '5', '1', '40']
959 ['25', '6', '59', '52', '51', '5', '1', '40']
960 ['25', '6', '59', '52', '51', '5', '1', '40']
961 ['25', '6', '59', '52', '51', '5', '1', '40']
962 ['25', '6', '59', '52', '51', '5', '1', '40']
963 ['25', '6', '59', '52', '51', '5', '1', '40']
964 ['25', '6', '59', '52', '51', '5', '1', '40']
975 ['25', '59', '52', '51', '5', '1', '6', '45']
976 ['25', '59', '52', '51', '5', '1', '6', '45']
977 ['25', '59', '52', '51', '5', '1', '6', '45']
978 ['25', '59', '52', '51', '5', '1', '6', '45']
979 ['25', '59', '52', '51', '5', '1', '6', '45']
980 ['25', '59', '52', '51', '5', '1', '6', '45']
981 ['25', '59', '52', '51', '5', '1', '6', '45']
982 ['25', '59', '52', '51', '5', '1', '6', '45']
983 ['25', '59', '52', '51', '5', '1', '6', '45']
984 ['25', '59', '52', '51', '5', '1', '6', '45']
995 ['25', '59', '51', '6', '52', '5', '1', '25']
996 ['25', '59', '51', '6', '52', '5', '1', '25']
997 ['25', '59', '51', '6', '52', '5', '1', '25']
998 ['25', '59', '51', '6', '52', '5', '1', '25']
999 ['25', '59', '51', '6', '52', '5', '1', '25']
1000 ['25', '59', '51', '6', '52', '5', '1', '25']
1001 ['25', '59', '51', '6', '52', '5', '1', '25']
1002 ['25', '59', '51', '6', '52', '5', '1', '25']
1003 ['25', '59', '51', '6', '52', '5', '1', '25']
1004 ['25', '59', '51', '6', '52', '5', '1', '25']
1015 ['59', '6', '5', '1', '25', '52', '51', '51']
1016 ['59', '6', '5', '1', '25', '52', '51', '51']
1017 ['59', '6', '5', '1', '25', '52', '51', '51']
1018 ['59', '6', '5', '1', '25', '52', '51', '51']
1019 ['59', '6', '5', '1', '25', '52', '51', '51']
1020 ['59', '6', '5', '1', '25', '52', '51', '51']
1021 ['59', '6', '5', '1', '25', '52', '51', '51']
1022 ['59', '6', '5', '1', '25', '52', '51', '51']
1023 ['59', '6', '5', '1', '25', '52', '51', '51']
1024 ['59', '6', '5', '1', '25', '52', '51', '51']
1035 ['59', '6', '5', '25', '51', '1', '52', '53']
1036 ['59', '6', '5', '25', '51', '1', '52', '53']
1037 ['59', '6', '5', '25', '51', '1', '52', '53']
1038 ['59', '6', '5', '25', '51', '1', '52', '53']
1039 ['59', '6', '5', '25', '51', '1', '52', '53']
1040 ['59', '6', '5', '25', '51', '1', '52', '53']
1041 ['59', '6', '5', '25', '51', '1', '52', '53']
1042 ['59', '6', '5', '25', '51', '1', '52', '53']
1043 ['59', '6', '5', '25', '51', '1', '52', '53']
1044 ['59', '6', '5', '25', '51', '1', '52', '53']
1055 ['59', '6', '25', '1', '52', '5', '51', '10']
1056 ['59', '6', '25', '1', '52', '5', '51', '10']
1057 ['59', '6', '25', '1', '52', '5', '51', '10']
1058 ['59', '6', '25', '1', '52', '5', '51', '10']
1059 ['59', '6', '25', '1', '52', '5', '51', '10']
1060 ['59', '6', '25', '1', '52', '5', '51', '10']
1061 ['59', '6', '25', '1', '52', '5', '51', '10']
1062 ['59', '6', '25', '1', '52', '5', '51', '10']
1063 ['59', '6', '25', '1', '52', '5', '51', '10']
1064 ['59', '6', '25', '1', '52', '5', '51', '10']
1075 ['59', '6', '25', '1', '52', '5', '51', '6']
1076 ['59', '6', '25', '1', '52', '5', '51', '6']
1077 ['59', '6', '25', '1', '52', '5', '51', '6']
1078 ['59', '6', '25', '1', '52', '5', '51', '6']
1079 ['59', '6', '25', '1', '52', '5', '51', '6']
1080 ['59', '6', '25', '1', '52', '5', '51', '6']
1081 ['59', '6', '25', '1', '52', '5', '51', '6']
1082 ['59', '6', '25', '1', '52', '5', '51', '6']
1083 ['59', '6', '25', '1', '52', '5', '51', '6']
1084 ['59', '6', '25', '1', '52', '5', '51', '6']
1095 ['59', '25', '1', '52', '5', '51', '6', '54']
1096 ['59', '25', '1', '52', '5', '51', '6', '54']
1097 ['59', '25', '1', '52', '5', '51', '6', '54']
1098 ['59', '25', '1', '52', '5', '51', '6', '54']
1099 ['59', '25', '1', '52', '5', '51', '6', '54']
1100 ['59', '25', '1', '52', '5', '51', '6', '54']
1101 ['59', '25', '1', '52', '5', '51', '6', '54']
1102 ['59', '25', '1', '52', '5', '51', '6', '54']
1103 ['59', '25', '1', '52', '5', '51', '6', '54']
1104 ['59', '25', '1', '52', '5', '51', '6', '54']
1115 ['25', '1', '52', '5', '6', '59', '51', '37']
1116 ['25', '1', '52', '5', '6', '59', '51', '37']
1117 ['25', '1', '52', '5', '6', '59', '51', '37']
1118 ['25', '52', '5', '6', '59', '51', '1', '54']
1119 ['25', '52', '5', '6', '59', '51', '1', '54']
1120 ['25', '52', '5', '6', '59', '51', '1', '54']
1121 ['25', '52', '5', '6', '59', '51', '1', '54']
1122 ['25', '52', '5', '6', '59', '51', '1', '54']
1123 ['25', '52', '5', '6', '59', '51', '1', '54']
1124 ['25', '52', '5', '6', '59', '51', '1', '54']
1125 ['25', '52', '5', '6', '59', '51', '1', '54']
1126 ['25', '52', '5', '6', '59', '51', '1', '54']
1127 ['25', '52', '5', '6', '59', '51', '1', '54']
1128 ['25', '52', '5', '6', '59', '51', '1', '54']
1139 ['25', '52', '5', '6', '59', '51', '1', '48']
1140 ['25', '52', '5', '6', '59', '51', '1', '48']
1141 ['25', '52', '5', '6', '59', '51', '1', '48']
1142 ['25', '52', '5', '6', '51', '1', '59', '54']
1143 ['25', '52', '5', '6', '51', '1', '59', '54']
1144 ['25', '52', '5', '6', '51', '1', '59', '54']
1145 ['25', '52', '5', '6', '51', '1', '59', '54']
1146 ['25', '52', '5', '6', '51', '1', '59', '54']
1147 ['25', '52', '5', '6', '51', '1', '59', '54']
1148 ['25', '52', '5', '6', '51', '1', '59', '54']
1149 ['25', '52', '5', '6', '51', '1', '59', '54']
1150 ['25', '52', '5', '6', '51', '1', '59', '54']
1151 ['25', '52', '5', '6', '51', '1', '59', '54']
1152 ['25', '52', '5', '6', '51', '1', '59', '54']
1163 ['25', '52', '51', '1', '59', '6', '5', '12']
1164 ['25', '52', '51', '1', '59', '6', '5', '12']
1165 ['25', '52', '51', '1', '59', '6', '5', '12']
1166 ['25', '52', '51', '1', '59', '6', '5', '12']
1167 ['25', '52', '51', '1', '59', '6', '5', '12']
1168 ['25', '52', '51', '1', '59', '6', '5', '12']
1169 ['25', '52', '51', '1', '59', '6', '5', '12']
1170 ['25', '52', '51', '1', '59', '6', '5', '12']
1171 ['25', '52', '51', '1', '59', '6', '5', '12']
1172 ['25', '52', '51', '1', '59', '6', '5', '12']
1183 ['25', '51', '1', '59', '5', '6', '52', '49']
1184 ['25', '51', '1', '59', '5', '6', '52', '49']
1185 ['25', '51', '1', '59', '5', '6', '52', '49']
1186 ['25', '51', '1', '59', '5', '6', '52', '49']
1187 ['25', '51', '1', '59', '5', '6', '52', '49']
1188 ['25', '51', '1', '59', '5', '6', '52', '49']
1189 ['25', '51', '1', '59', '5', '6', '52', '49']
1190 ['25', '51', '1', '59', '5', '6', '52', '49']
1191 ['25', '51', '1', '59', '5', '6', '52', '49']
1192 ['25', '51', '1', '59', '5', '6', '52', '49']
1203 ['25', '51', '1', '6', '5', '59', '52', '39']
1204 ['25', '51', '1', '6', '5', '59', '52', '39']
1205 ['25', '51', '1', '6', '5', '59', '52', '39']
1206 ['25', '51', '1', '6', '5', '59', '52', '39']
1207 ['25', '51', '1', '6', '5', '59', '52', '39']
1208 ['25', '51', '1', '6', '5', '59', '52', '39']
1209 ['25', '51', '1', '6', '5', '59', '52', '39']
1210 ['25', '51', '1', '6', '5', '59', '52', '39']
1211 ['25', '51', '1', '6', '5', '59', '52', '39']
1212 ['25', '51', '1', '6', '5', '59', '52', '39']
1223 ['25', '6', '5', '59', '52', '51', '1', '1']
1224 ['25', '6', '5', '59', '52', '51', '1', '1']
1225 ['25', '6', '5', '59', '52', '51', '1', '1']
1226 ['25', '6', '5', '59', '52', '51', '1', '1']
1227 ['25', '6', '5', '59', '52', '51', '1', '1']
1228 ['25', '6', '5', '59', '52', '51', '1', '1']
1229 ['25', '6', '5', '59', '52', '51', '1', '1']
1230 ['25', '6', '5', '59', '52', '51', '1', '1']
1231 ['25', '6', '5', '59', '52', '51', '1', '1']
1232 ['25', '6', '5', '59', '52', '51', '1', '1']
1243 ['25', '6', '5', '59', '52', '1', '51', '31']
1244 ['25', '6', '5', '59', '52', '1', '51', '31']
1245 ['25', '6', '5', '59', '52', '1', '51', '31']
1246 ['25', '6', '5', '59', '52', '1', '51', '31']
1247 ['25', '6', '5', '59', '52', '1', '51', '31']
1248 ['25', '6', '5', '59', '52', '1', '51', '31']
1249 ['25', '6', '5', '59', '52', '1', '51', '31']
1250 ['25', '6', '5', '59', '52', '1', '51', '31']
1251 ['25', '6', '5', '52', '1', '51', '59', '54']
1252 ['25', '6', '5', '52', '1', '51', '59', '54']
1253 ['25', '6', '5', '52', '1', '51', '59', '54']
1254 ['25', '6', '5', '52', '1', '51', '59', '54']
1255 ['25', '6', '5', '52', '1', '51', '59', '54']
1256 ['25', '6', '5', '52', '1', '51', '59', '54']
1257 ['25', '6', '5', '52', '1', '51', '59', '54']
1258 ['25', '6', '5', '52', '1', '51', '59', '54']
1259 ['25', '6', '5', '52', '1', '51', '59', '54']
1260 ['25', '6', '5', '52', '1', '51', '59', '54']
1261 ['25', '6', '5', '52', '1', '51', '59', '54']
1272 ['6', '5', '59', '1', '25', '51', '52', '54']
1273 ['6', '5', '59', '1', '25', '51', '52', '54']
1274 ['6', '5', '59', '1', '25', '51', '52', '54']
1275 ['6', '5', '59', '1', '25', '51', '52', '54']
1276 ['6', '5', '59', '1', '25', '51', '52', '54']
1277 ['6', '5', '59', '1', '25', '51', '52', '54']
1278 ['6', '5', '59', '1', '25', '51', '52', '54']
1279 ['6', '5', '59', '1', '25', '51', '52', '54']
1280 ['6', '5', '59', '1', '25', '51', '52', '54']
1281 ['6', '5', '59', '1', '25', '51', '52', '54']
1292 ['6', '59', '1', '25', '51', '52', '5', '21']
1293 ['6', '59', '1', '25', '51', '52', '5', '21']
1294 ['6', '59', '1', '25', '51', '52', '5', '21']
1295 ['6', '59', '1', '25', '51', '52', '5', '21']
1296 ['6', '59', '1', '25', '51', '52', '5', '21']
1297 ['6', '59', '1', '25', '51', '52', '5', '21']
1298 ['6', '59', '1', '25', '51', '52', '5', '21']
1299 ['6', '59', '1', '25', '51', '52', '5', '21']
1300 ['6', '59', '1', '25', '51', '52', '5', '21']
1301 ['6', '59', '1', '25', '51', '52', '5', '21']
1312 ['6', '59', '51', '5', '52', '25', '1', '3']
1313 ['6', '59', '51', '5', '52', '25', '1', '3']
1314 ['6', '59', '51', '5', '52', '25', '1', '3']
1315 ['6', '59', '51', '5', '52', '25', '1', '3']
1316 ['6', '59', '51', '5', '52', '25', '1', '3']
1317 ['6', '59', '51', '5', '52', '25', '1', '3']
1318 ['6', '59', '51', '5', '52', '25', '1', '3']
1319 ['6', '59', '51', '5', '52', '25', '1', '3']
1320 ['6', '59', '51', '5', '52', '25', '1', '3']
1321 ['6', '59', '51', '5', '52', '25', '1', '3']
1332 ['6', '51', '5', '52', '1', '59', '25', '54']
1333 ['6', '51', '5', '52', '1', '59', '25', '54']
1334 ['6', '51', '5', '52', '1', '59', '25', '54']
1335 ['6', '51', '5', '52', '1', '59', '25', '54']
1336 ['6', '51', '5', '52', '1', '59', '25', '54']
1337 ['6', '51', '5', '52', '1', '59', '25', '54']
1338 ['6', '51', '5', '52', '1', '59', '25', '54']
1339 ['6', '51', '5', '52', '1', '59', '25', '54']
1340 ['6', '51', '5', '52', '1', '59', '25', '54']
1341 ['6', '51', '5', '52', '1', '59', '25', '54']
1352 ['5', '52', '59', '25', '54', '51', '6', '23']
1353 ['5', '52', '59', '25', '54', '51', '6', '23']
1354 ['5', '52', '59', '54', '51', '25', '6', '1']
1355 ['5', '52', '59', '54', '51', '25', '6', '1']
1356 ['5', '52', '59', '54', '51', '25', '6', '1']
1357 ['5', '52', '59', '54', '51', '25', '6', '1']
1358 ['5', '52', '59', '54', '51', '25', '6', '1']
1359 ['5', '52', '59', '54', '51', '25', '6', '1']
1360 ['5', '52', '59', '54', '51', '25', '6', '1']
1361 ['5', '52', '59', '54', '51', '25', '6', '1']
1362 ['5', '52', '59', '54', '51', '25', '6', '1']
1363 ['5', '52', '59', '54', '51', '25', '6', '1']
1364 ['5', '52', '59', '54', '51', '25', '6', '1']
1375 ['5', '52', '59', '51', '25', '6', '1', '58']
1376 ['5', '52', '59', '51', '25', '6', '1', '58']
1377 ['5', '52', '59', '51', '25', '6', '1', '58']
1378 ['5', '52', '59', '51', '25', '6', '1', '58']
1379 ['5', '52', '59', '51', '25', '6', '1', '58']
1380 ['5', '52', '59', '51', '25', '6', '1', '58']
1381 ['5', '52', '59', '51', '25', '6', '1', '58']
1382 ['5', '52', '59', '51', '25', '6', '1', '58']
1383 ['5', '52', '59', '51', '25', '6', '1', '58']
1384 ['5', '52', '59', '51', '25', '6', '1', '58']
1395 ['5', '52', '59', '51', '1', '6', '25', '54']
1396 ['5', '52', '59', '51', '1', '6', '25', '54']
1397 ['5', '52', '59', '51', '1', '6', '25', '54']
1398 ['5', '52', '59', '51', '1', '6', '25', '54']
1399 ['5', '52', '59', '51', '1', '6', '25', '54']
1400 ['5', '52', '59', '51', '1', '6', '25', '54']
1401 ['5', '52', '59', '51', '1', '6', '25', '54']
1402 ['5', '52', '59', '51', '1', '6', '25', '54']
1403 ['5', '52', '59', '51', '1', '6', '25', '54']
1404 ['5', '52', '59', '51', '1', '6', '25', '54']
1415 ['5', '52', '59', '51', '6', '25', '54', '24']
1416 ['5', '52', '59', '51', '6', '25', '54', '24']
1417 ['5', '52', '59', '51', '6', '25', '54', '24']
1418 ['5', '52', '59', '51', '6', '25', '54', '24']
1419 ['5', '52', '59', '51', '6', '25', '54', '24']
1420 ['5', '52', '59', '51', '6', '25', '54', '24']
1421 ['5', '52', '59', '51', '6', '25', '54', '24']
1422 ['5', '52', '59', '51', '6', '25', '54', '24']
1423 ['5', '52', '59', '51', '6', '25', '54', '24']
1424 ['5', '52', '59', '51', '6', '25', '54', '24']
1435 ['5', '52', '59', '6', '25', '51', '54', '46']
1436 ['5', '52', '59', '6', '25', '51', '54', '46']
1437 ['5', '52', '59', '6', '25', '51', '54', '46']
1438 ['5', '52', '59', '6', '25', '51', '54', '46']
1439 ['5', '52', '59', '6', '25', '51', '54', '46']
1440 ['5', '52', '59', '6', '25', '51', '54', '46']
1441 ['5', '52', '59', '6', '25', '51', '54', '46']
1442 ['5', '52', '59', '6', '25', '51', '54', '46']
1443 ['5', '52', '59', '6', '25', '51', '54', '46']
1444 ['5', '52', '59', '6', '25', '51', '54', '46']
1455 ['52', '59', '6', '51', '54', '25', '5', '18']
1456 ['52', '59', '6', '51', '54', '25', '5', '18']
1457 ['52', '59', '6', '51', '54', '25', '5', '18']
1458 ['52', '59', '6', '51', '54', '25', '5', '18']
1459 ['52', '59', '6', '51', '54', '25', '5', '18']
1460 ['52', '59', '6', '51', '54', '25', '5', '18']
1461 ['52', '59', '6', '51', '54', '25', '5', '18']
1462 ['52', '59', '6', '51', '54', '25', '5', '18']
1463 ['52', '59', '6', '51', '54', '25', '5', '18']
1464 ['52', '59', '6', '51', '54', '25', '5', '18']
1475 ['52', '6', '51', '25', '5', '59', '54', '0']
1476 ['52', '6', '51', '25', '5', '59', '54', '0']
1477 ['52', '6', '51', '25', '5', '59', '54', '0']
1478 ['52', '6', '51', '25', '5', '59', '54', '0']
1479 ['52', '6', '51', '25', '5', '59', '54', '0']
1480 ['52', '6', '51', '25', '5', '59', '54', '0']
1481 ['52', '6', '51', '25', '5', '59', '54', '0']
1482 ['52', '6', '51', '25', '5', '59', '54', '0']
1483 ['52', '51', '25', '5', '59', '6', '54', '1']
1484 ['52', '51', '25', '5', '59', '6', '54', '1']
1485 ['52', '51', '25', '5', '59', '6', '54', '1']
1486 ['52', '51', '25', '5', '59', '6', '54', '1']
1487 ['52', '51', '25', '5', '59', '6', '54', '1']
1488 ['52', '51', '25', '5', '59', '6', '54', '1']
1489 ['52', '51', '25', '5', '59', '6', '54', '1']
1490 ['52', '51', '25', '5', '59', '6', '54', '1']
1491 ['52', '51', '25', '5', '59', '6', '54', '1']
1492 ['52', '51', '25', '5', '59', '6', '54', '1']
1493 ['52', '51', '25', '5', '59', '6', '54', '1']
1504 ['52', '51', '25', '5', '59', '6', '1', '0']
1505 ['52', '51', '25', '5', '59', '6', '1', '0']
1506 ['52', '51', '25', '5', '59', '6', '1', '0']
1507 ['52', '51', '25', '5', '59', '6', '1', '0']
1508 ['52', '51', '25', '5', '59', '6', '1', '0']
1509 ['52', '51', '25', '5', '59', '6', '1', '0']
1510 ['52', '51', '25', '5', '59', '6', '1', '0']
1511 ['52', '51', '25', '5', '59', '6', '1', '0']
1512 ['52', '51', '25', '5', '59', '6', '1', '0']
1513 ['52', '51', '25', '5', '59', '6', '1', '0']
1524 ['52', '51', '25', '5', '59', '1', '6', '10']
1525 ['52', '51', '25', '5', '59', '1', '6', '10']
1526 ['52', '51', '25', '5', '59', '1', '6', '10']
1527 ['52', '51', '25', '5', '59', '1', '6', '10']
1528 ['52', '51', '25', '5', '59', '1', '6', '10']
1529 ['52', '51', '25', '5', '59', '1', '6', '10']
1530 ['52', '51', '25', '5', '59', '1', '6', '10']
1531 ['52', '51', '25', '5', '59', '1', '6', '10']
1532 ['52', '51', '25', '5', '59', '1', '6', '10']
1533 ['52', '51', '25', '5', '59', '1', '6', '10']
1544 ['52', '25', '59', '1', '6', '5', '51', '39']
1545 ['52', '25', '59', '1', '6', '5', '51', '39']
1546 ['52', '25', '59', '1', '6', '5', '51', '39']
1547 ['52', '25', '59', '1', '6', '5', '51', '39']
1548 ['52', '25', '59', '1', '6', '5', '51', '39']
1549 ['52', '25', '59', '1', '6', '5', '51', '39']
1550 ['52', '25', '59', '1', '6', '5', '51', '39']
1551 ['52', '25', '59', '1', '6', '5', '51', '39']
1552 ['52', '25', '59', '1', '6', '5', '51', '39']
1553 ['52', '25', '59', '1', '6', '5', '51', '39']
1564 ['52', '25', '6', '5', '51', '59', '1', '54']
1565 ['52', '25', '6', '5', '51', '59', '1', '54']
1566 ['52', '25', '6', '5', '51', '59', '1', '54']
1567 ['52', '25', '6', '5', '51', '59', '1', '54']
1568 ['52', '25', '6', '5', '51', '59', '1', '54']
1569 ['52', '25', '6', '5', '51', '59', '1', '54']
1570 ['52', '25', '6', '5', '51', '59', '1', '54']
1571 ['52', '25', '6', '5', '51', '59', '1', '54']
1572 ['52', '25', '6', '5', '51', '59', '1', '54']
1573 ['52', '25', '6', '5', '51', '59', '1', '54']
1584 ['25', '6', '5', '51', '59', '54', '52', '30']
1585 ['25', '6', '5', '51', '59', '54', '52', '30']
1586 ['25', '6', '5', '51', '59', '54', '52', '30']
1587 ['25', '6', '5', '51', '59', '54', '52', '30']
1588 ['25', '6', '5', '51', '59', '54', '52', '30']
1589 ['25', '6', '5', '51', '59', '54', '52', '30']
1590 ['25', '6', '5', '51', '59', '54', '52', '30']
1591 ['25', '6', '5', '51', '59', '54', '52', '30']
1592 ['25', '6', '5', '51', '59', '54', '52', '30']
1593 ['25', '6', '5', '51', '59', '54', '52', '30']
1604 ['6', '51', '59', '52', '25', '5', '54', '43']
1605 ['6', '51', '59', '52', '25', '5', '54', '43']
1606 ['6', '51', '59', '52', '25', '5', '54', '43']
1607 ['6', '51', '59', '25', '5', '54', '52', '1']
1608 ['6', '51', '59', '25', '5', '54', '52', '1']
1609 ['6', '51', '59', '25', '5', '54', '52', '1']
1610 ['6', '51', '59', '25', '5', '54', '52', '1']
1611 ['6', '51', '59', '25', '5', '54', '52', '1']
1612 ['6', '51', '59', '25', '5', '54', '52', '1']
1613 ['6', '51', '59', '25', '5', '54', '52', '1']
1614 ['6', '51', '59', '25', '5', '54', '52', '1']
1615 ['6', '51', '59', '25', '5', '54', '52', '1']
1616 ['6', '51', '59', '25', '5', '54', '52', '1']
1617 ['6', '51', '59', '25', '5', '54', '52', '1']
1628 ['6', '51', '59', '25', '52', '1', '5', '5']
1629 ['6', '51', '59', '25', '52', '1', '5', '5']
1630 ['6', '51', '59', '25', '52', '1', '5', '5']
1631 ['6', '51', '59', '25', '52', '1', '5', '5']
1632 ['6', '51', '59', '25', '52', '1', '5', '5']
1633 ['6', '51', '59', '25', '52', '1', '5', '5']
1634 ['6', '51', '59', '25', '52', '1', '5', '5']
1635 ['6', '51', '59', '25', '52', '1', '5', '5']
1636 ['6', '51', '59', '25', '52', '1', '5', '5']
1637 ['6', '51', '59', '25', '52', '1', '5', '5']
1648 ['59', '52', '1', '5', '51', '6', '25', '50']
1649 ['59', '52', '1', '5', '51', '6', '25', '50']
1650 ['59', '52', '1', '5', '51', '6', '25', '50']
1651 ['59', '52', '1', '5', '51', '6', '25', '50']
1652 ['59', '52', '1', '5', '51', '6', '25', '50']
1653 ['59', '52', '1', '5', '51', '6', '25', '50']
1654 ['59', '52', '1', '5', '51', '6', '25', '50']
1655 ['59', '52', '1', '5', '51', '6', '25', '50']
1656 ['59', '52', '1', '5', '51', '6', '25', '50']
1657 ['59', '52', '1', '5', '51', '6', '25', '50']
1668 ['59', '52', '5', '51', '6', '25', '1', '51']
1669 ['59', '52', '5', '51', '6', '25', '1', '51']
1670 ['59', '52', '5', '51', '6', '25', '1', '51']
1671 ['59', '52', '5', '51', '6', '25', '1', '51']
1672 ['59', '52', '5', '51', '6', '25', '1', '51']
1673 ['59', '52', '5', '51', '6', '25', '1', '51']
1674 ['59', '52', '5', '51', '6', '25', '1', '51']
1675 ['59', '52', '5', '51', '6', '25', '1', '51']
1676 ['59', '52', '5', '51', '6', '25', '1', '51']
1677 ['59', '52', '5', '51', '6', '25', '1', '51']
1688 ['59', '52', '6', '25', '51', '5', '1', '17']
1689 ['59', '52', '6', '25', '51', '5', '1', '17']
1690 ['59', '52', '6', '25', '51', '5', '1', '17']
1691 ['59', '52', '6', '25', '51', '5', '1', '17']
1692 ['59', '52', '6', '25', '51', '5', '1', '17']
1693 ['59', '52', '6', '25', '51', '5', '1', '17']
1694 ['59', '52', '6', '25', '51', '5', '1', '17']
1695 ['59', '52', '6', '25', '51', '5', '1', '17']
1696 ['59', '52', '6', '25', '51', '5', '1', '17']
1697 ['59', '52', '6', '25', '51', '5', '1', '17']
1708 ['59', '52', '6', '25', '51', '5', '1', '14']
1709 ['59', '52', '6', '25', '51', '5', '1', '14']
1710 ['59', '52', '6', '25', '51', '5', '1', '14']
1711 ['59', '52', '6', '25', '51', '5', '1', '14']
1712 ['59', '52', '6', '25', '51', '5', '1', '14']
1713 ['59', '52', '6', '25', '51', '5', '1', '14']
1714 ['59', '52', '6', '25', '51', '5', '1', '14']
1715 ['59', '52', '6', '25', '51', '5', '1', '14']
1716 ['59', '52', '6', '25', '51', '5', '1', '14']
1717 ['59', '52', '6', '25', '51', '5', '1', '14']
1728 ['59', '6', '1', '25', '5', '51', '52', '38']
1729 ['59', '6', '1', '25', '5', '51', '52', '38']
1730 ['59', '6', '1', '25', '5', '51', '52', '38']
1731 ['59', '6', '1', '25', '5', '51', '52', '38']
1732 ['59', '6', '1', '25', '5', '51', '52', '38']
1733 ['59', '6', '1', '25', '5', '51', '52', '38']
1734 ['59', '6', '1', '25', '5', '51', '52', '38']
1735 ['59', '6', '1', '25', '5', '51', '52', '38']
1736 ['59', '6', '1', '25', '5', '51', '52', '38']
1737 ['59', '6', '1', '25', '5', '51', '52', '38']
1748 ['6', '1', '25', '5', '52', '51', '59', '54']
1749 ['6', '1', '25', '5', '52', '51', '59', '54']
1750 ['6', '1', '25', '5', '52', '51', '59', '54']
1751 ['6', '1', '25', '5', '52', '51', '59', '54']
1752 ['6', '1', '25', '5', '52', '51', '59', '54']
1753 ['6', '1', '25', '5', '52', '51', '59', '54']
1754 ['6', '1', '25', '5', '52', '51', '59', '54']
1755 ['6', '1', '25', '5', '52', '51', '59', '54']
1756 ['6', '1', '25', '5', '52', '51', '59', '54']
1757 ['6', '1', '25', '5', '52', '51', '59', '54']
1768 ['6', '1', '25', '5', '51', '59', '52', '9']
1769 ['6', '1', '25', '5', '51', '59', '52', '9']
1770 ['6', '1', '25', '5', '51', '59', '52', '9']
1771 ['6', '1', '25', '5', '51', '59', '52', '9']
1772 ['6', '1', '25', '5', '51', '59', '52', '9']
1773 ['6', '1', '25', '5', '51', '59', '52', '9']
1774 ['6', '1', '25', '5', '51', '59', '52', '9']
1775 ['6', '1', '25', '5', '51', '59', '52', '9']
1776 ['6', '1', '25', '5', '51', '59', '52', '9']
1777 ['6', '1', '25', '5', '51', '59', '52', '9']
1788 ['25', '5', '59', '1', '52', '6', '51', '37']
1789 ['25', '5', '59', '1', '52', '6', '51', '37']
1790 ['25', '5', '59', '1', '52', '6', '51', '37']
1791 ['25', '5', '59', '1', '52', '6', '51', '37']
1792 ['25', '59', '1', '52', '6', '51', '5', '54']
1793 ['25', '59', '1', '52', '6', '51', '5', '54']
1794 ['25', '59', '1', '52', '6', '51', '5', '54']
1795 ['25', '59', '1', '52', '6', '51', '5', '54']
1796 ['25', '59', '1', '52', '6', '51', '5', '54']
1797 ['25', '59', '1', '52', '6', '51', '5', '54']
1798 ['25', '59', '1', '52', '6', '51', '5', '54']
1799 ['25', '59', '1', '52', '6', '51', '5', '54']
1800 ['25', '59', '1', '52', '6', '51', '5', '54']
1801 ['25', '59', '1', '52', '6', '51', '5', '54']
1802 ['25', '59', '1', '52', '6', '51', '5', '54']
1813 ['25', '59', '52', '51', '5', '6', '1', '45']
1814 ['25', '59', '52', '51', '5', '6', '1', '45']
1815 ['25', '59', '52', '51', '5', '6', '1', '45']
1816 ['25', '59', '52', '51', '5', '6', '1', '45']
1817 ['25', '59', '52', '51', '5', '6', '1', '45']
1818 ['25', '59', '52', '51', '5', '6', '1', '45']
1819 ['25', '59', '52', '51', '5', '6', '1', '45']
1820 ['25', '59', '52', '51', '5', '6', '1', '45']
1821 ['25', '59', '52', '51', '5', '6', '1', '45']
1822 ['25', '59', '52', '51', '5', '6', '1', '45']
1833 ['59', '52', '51', '5', '6', '1', '25', '2']
1834 ['59', '52', '51', '5', '6', '1', '25', '2']
1835 ['59', '52', '51', '5', '6', '1', '25', '2']
1836 ['59', '52', '51', '5', '6', '1', '25', '2']
1837 ['59', '52', '51', '5', '6', '1', '25', '2']
1838 ['59', '52', '51', '5', '6', '1', '25', '2']
1839 ['59', '52', '51', '5', '6', '1', '25', '2']
1840 ['59', '52', '51', '5', '6', '1', '25', '2']
1841 ['59', '52', '51', '5', '6', '1', '25', '2']
1842 ['59', '52', '51', '5', '6', '1', '25', '2']
1853 ['51', '5', '1', '25', '52', '6', '59', '60']
1854 ['51', '5', '1', '25', '52', '6', '59', '60']
1855 ['51', '5', '1', '25', '52', '6', '59', '60']
1856 ['51', '5', '1', '25', '52', '6', '59', '60']
1857 ['51', '5', '1', '25', '52', '6', '59', '60']
1858 ['51', '5', '1', '25', '52', '6', '59', '60']
1859 ['51', '5', '1', '25', '52', '6', '59', '60']
1860 ['51', '5', '1', '25', '52', '6', '59', '60']
1861 ['51', '5', '1', '25', '52', '6', '59', '60']
1862 ['51', '5', '1', '25', '52', '6', '59', '60']
1873 ['51', '5', '1', '25', '52', '59', '6', '45']
1874 ['51', '5', '1', '25', '52', '59', '6', '45']
1875 ['51', '5', '1', '25', '52', '59', '6', '45']
