0 ['55', '24', '29']
1 ['55', '24', '29']
2 ['55', '24', '29']
3 ['55', '24', '29']
4 ['55', '24', '29']
5 ['55', '24', '29']
6 ['55', '24', '29']
7 ['55', '24', '29']
8 ['55', '24', '29']
9 ['55', '24', '29']
20 ['57', '41', '17']
21 ['57', '41', '17']
22 ['57', '41', '17']
23 ['57', '41', '17']
24 ['57', '41', '17']
25 ['57', '41', '17']
26 ['57', '41', '17']
27 ['57', '41', '17']
28 ['57', '41', '17']
29 ['57', '41', '17']
40 ['18', '20', '24']
41 ['18', '20', '24']
42 ['18', '20', '24']
43 ['18', '20', '24']
44 ['18', '20', '24']
45 ['18', '20', '24']
46 ['18', '20', '24']
47 ['18', '20', '24']
48 ['18', '20', '24']
49 ['18', '20', '24']
60 ['42', '40', '33']
61 ['42', '40', '33']
62 ['42', '40', '33']
63 ['42', '40', '33']
64 ['42', '40', '33']
65 ['42', '40', '33']
66 ['42', '40', '33']
67 ['42', '40', '33']
68 ['42', '40', '33']
69 ['42', '40', '33']
80 ['30', '32', '53']
81 ['30', '32', '53']
82 ['30', '32', '53']
83 ['30', '32', '53']
84 ['30', '32', '53']
85 ['30', '32', '53']
86 ['30', '32', '53']
87 ['30', '32', '53']
88 ['30', '32', '53']
89 ['30', '32', '53']
100 ['32', '29', '39']
101 ['32', '29', '39']
102 ['32', '29', '39']
103 ['32', '29', '39']
104 ['32', '29', '39']
105 ['32', '29', '39']
106 ['32', '29', '39']
107 ['32', '29', '39']
108 ['32', '29', '39']
109 ['32', '29', '39']
120 ['43', '56', '27']
121 ['43', '56', '27']
122 ['43', '56', '27']
123 ['43', '56', '27']
124 ['43', '56', '27']
125 ['43', '56', '27']
126 ['43', '56', '27']
127 ['43', '56', '27']
128 ['43', '56', '27']
129 ['43', '56', '27']
140 ['25', '31', '28']
141 ['25', '31', '28']
142 ['25', '31', '28']
143 ['25', '31', '28']
144 ['25', '31', '28']
145 ['25', '31', '28']
146 ['25', '31', '28']
147 ['25', '31', '28']
148 ['25', '31', '28']
149 ['25', '31', '28']
160 ['26', '13', '34']
161 ['26', '13', '34']
162 ['26', '13', '34']
163 ['26', '13', '34']
164 ['26', '13', '34']
165 ['26', '13', '34']
166 ['26', '13', '34']
167 ['26', '13', '34']
168 ['26', '13', '34']
169 ['26', '13', '34']
180 ['20', '5', '26']
181 ['20', '5', '26']
182 ['20', '5', '26']
183 ['20', '5', '26']
184 ['20', '5', '26']
185 ['20', '5', '26']
186 ['20', '5', '26']
187 ['20', '5', '26']
188 ['20', '5', '26']
189 ['20', '5', '26']
200 ['26', '39', '16']
