0 ['33', '38', '19', '35', '14', '0', '30', '56']
1 ['33', '38', '19', '35', '14', '0', '30', '56']
2 ['33', '38', '19', '35', '14', '0', '30', '56']
3 ['33', '38', '19', '35', '14', '0', '30', '56']
4 ['33', '38', '19', '35', '14', '0', '30', '56']
5 ['33', '38', '19', '35', '14', '0', '30', '56']
6 ['33', '38', '19', '35', '14', '0', '30', '56']
7 ['33', '38', '19', '35', '14', '0', '30', '56']
8 ['33', '38', '19', '35', '14', '0', '30', '56']
9 ['33', '38', '19', '35', '14', '0', '30', '56']
20 ['26', '27', '13', '17', '14', '61', '11', '17']
21 ['26', '27', '13', '17', '14', '61', '11', '17']
22 ['26', '27', '13', '17', '14', '61', '11', '17']
23 ['26', '27', '13', '17', '14', '61', '11', '17']
24 ['26', '27', '13', '17', '14', '61', '11', '17']
25 ['26', '27', '13', '17', '14', '61', '11', '17']
26 ['26', '27', '13', '17', '14', '61', '11', '17']
27 ['26', '27', '13', '17', '14', '61', '11', '17']
28 ['26', '27', '13', '17', '14', '61', '11', '17']
29 ['26', '27', '13', '17', '14', '61', '11', '17']
40 ['40', '14', '55', '5', '15', '48', '54', '8']
41 ['40', '14', '55', '5', '15', '48', '54', '8']
42 ['40', '14', '55', '5', '15', '48', '54', '8']
43 ['40', '14', '55', '5', '15', '48', '54', '8']
44 ['40', '14', '55', '5', '15', '48', '54', '8']
45 ['40', '14', '55', '5', '15', '48', '54', '8']
46 ['40', '14', '55', '5', '15', '48', '54', '8']
47 ['40', '14', '55', '5', '15', '48', '54', '8']
48 ['40', '14', '55', '5', '15', '48', '54', '8']
49 ['40', '14', '55', '5', '15', '48', '54', '8']
60 ['8', '28', '19', '16', '47', '44', '34', '2']
61 ['8', '28', '19', '16', '47', '44', '34', '2']
62 ['8', '28', '19', '16', '47', '44', '34', '2']
63 ['8', '28', '19', '16', '47', '44', '34', '2']
64 ['8', '28', '19', '16', '47', '44', '34', '2']
65 ['8', '28', '19', '16', '47', '44', '34', '2']
66 ['8', '28', '19', '16', '47', '44', '34', '2']
67 ['8', '28', '19', '16', '47', '44', '34', '2']
68 ['8', '28', '19', '16', '47', '44', '34', '2']
69 ['8', '28', '19', '16', '47', '44', '34', '2']
80 ['61', '35', '19', '59', '4', '52', '19', '51']
81 ['61', '35', '19', '59', '4', '52', '19', '51']
82 ['61', '35', '19', '59', '4', '52', '19', '51']
