0 ['13', '50', '57', '35', '42', '6', '32']
1 ['13', '50', '57', '35', '42', '6', '32']
2 ['13', '50', '57', '35', '42', '6', '32']
3 ['13', '50', '57', '35', '42', '6', '32']
4 ['13', '50', '57', '35', '42', '6', '32']
5 ['13', '50', '57', '35', '42', '6', '32']
6 ['13', '50', '57', '35', '42', '6', '32']
7 ['13', '50', '57', '35', '42', '6', '32']
8 ['13', '50', '57', '35', '42', '6', '32']
9 ['13', '50', '57', '35', '42', '6', '32']
20 ['21', '38', '30', '46', '20', '5', '42']
21 ['21', '38', '30', '46', '20', '5', '42']
22 ['21', '38', '30', '46', '20', '5', '42']
23 ['21', '38', '30', '46', '20', '5', '42']
24 ['21', '38', '30', '46', '20', '5', '42']
25 ['21', '38', '30', '46', '20', '5', '42']
26 ['21', '38', '30', '46', '20', '5', '42']
27 ['21', '38', '30', '46', '20', '5', '42']
28 ['21', '38', '30', '46', '20', '5', '42']
29 ['21', '38', '30', '46', '20', '5', '42']
40 ['23', '27', '16', '4', '56', '6', '26']
41 ['23', '27', '16', '4', '56', '6', '26']
42 ['23', '27', '16', '4', '56', '6', '26']
43 ['23', '27', '16', '4', '56', '6', '26']
44 ['23', '27', '16', '4', '56', '6', '26']
45 ['23', '27', '16', '4', '56', '6', '26']
46 ['23', '27', '16', '4', '56', '6', '26']
47 ['23', '27', '16', '4', '56', '6', '26']
48 ['23', '27', '16', '4', '56', '6', '26']
49 ['23', '27', '16', '4', '56', '6', '26']
60 ['41', '35', '12', '4', '56', '13', '59']
61 ['41', '35', '12', '4', '56', '13', '59']
62 ['41', '35', '12', '4', '56', '13', '59']
63 ['41', '35', '12', '4', '56', '13', '59']
64 ['41', '35', '12', '4', '56', '13', '59']
65 ['41', '35', '12', '4', '56', '13', '59']
66 ['41', '35', '12', '4', '56', '13', '59']
67 ['41', '35', '12', '4', '56', '13', '59']
68 ['41', '35', '12', '4', '56', '13', '59']
69 ['41', '35', '12', '4', '56', '13', '59']
80 ['1', '39', '44', '2', '24', '42', '33']
81 ['1', '39', '44', '2', '24', '42', '33']
82 ['1', '39', '44', '2', '24', '42', '33']
83 ['1', '39', '44', '2', '24', '42', '33']
84 ['1', '39', '44', '2', '24', '42', '33']
85 ['1', '39', '44', '2', '24', '42', '33']
86 ['1', '39', '44', '2', '24', '42', '33']
87 ['1', '39', '44', '2', '24', '42', '33']
88 ['1', '39', '44', '2', '24', '42', '33']
89 ['1', '39', '44', '2', '24', '42', '33']
100 ['44', '24', '12', '55', '3', '32', '25']
101 ['44', '24', '12', '55', '3', '32', '25']
102 ['44', '24', '12', '55', '3', '32', '25']
103 ['44', '24', '12', '55', '3', '32', '25']
104 ['44', '24', '12', '55', '3', '32', '25']
105 ['44', '24', '12', '55', '3', '32', '25']
106 ['44', '24', '12', '55', '3', '32', '25']
107 ['44', '24', '12', '55', '3', '32', '25']
108 ['44', '24', '12', '55', '3', '32', '25']
109 ['44', '24', '12', '55', '3', '32', '25']
120 ['59', '14', '46', '38', '17', '41', '13']
121 ['59', '14', '46', '38', '17', '41', '13']
122 ['59', '14', '46', '38', '17', '41', '13']
123 ['59', '14', '46', '38', '17', '41', '13']
124 ['59', '14', '46', '38', '17', '41', '13']
125 ['59', '14', '46', '38', '17', '41', '13']
126 ['59', '14', '46', '38', '17', '41', '13']
127 ['59', '14', '46', '38', '17', '41', '13']
128 ['59', '14', '46', '38', '17', '41', '13']
129 ['59', '14', '46', '38', '17', '41', '13']
140 ['53', '56', '4', '25', '23', '45', '36']
141 ['53', '56', '4', '25', '23', '45', '36']
