0 ['37', '24', '48', '44', '47', '10', '11', '21']
1 ['37', '24', '48', '44', '47', '10', '11', '21']
2 ['37', '24', '48', '44', '47', '10', '11', '21']
3 ['37', '24', '48', '44', '47', '10', '11', '21']
4 ['37', '24', '48', '44', '47', '10', '11', '21']
5 ['37', '24', '48', '44', '47', '10', '11', '21']
6 ['37', '24', '48', '44', '47', '10', '11', '21']
7 ['37', '24', '48', '44', '47', '10', '11', '21']
8 ['37', '24', '48', '44', '47', '10', '11', '21']
9 ['37', '24', '48', '44', '47', '10', '11', '21']
20 ['15', '27', '3', '55', '59', '35', '60', '20']
21 ['15', '27', '3', '55', '59', '35', '60', '20']
22 ['15', '27', '3', '55', '59', '35', '60', '20']
23 ['15', '27', '3', '55', '59', '35', '60', '20']
24 ['15', '27', '3', '55', '59', '35', '60', '20']
25 ['15', '27', '3', '55', '59', '35', '60', '20']
26 ['15', '27', '3', '55', '59', '35', '60', '20']
27 ['15', '27', '3', '55', '59', '35', '60', '20']
28 ['15', '27', '3', '55', '59', '35', '60', '20']
29 ['15', '27', '3', '55', '59', '35', '60', '20']
40 ['18', '59', '45', '43', '49', '57', '46', '55']
41 ['18', '59', '45', '43', '49', '57', '46', '55']
42 ['18', '59', '45', '43', '49', '57', '46', '55']
43 ['18', '59', '45', '43', '49', '57', '46', '55']
44 ['18', '59', '45', '43', '49', '57', '46', '55']
45 ['18', '59', '45', '43', '49', '57', '46', '55']
46 ['18', '59', '45', '43', '49', '57', '46', '55']
47 ['18', '59', '45', '43', '49', '57', '46', '55']
48 ['18', '59', '45', '43', '49', '57', '46', '55']
49 ['18', '59', '45', '43', '49', '57', '46', '55']
60 ['14', '33', '34', '16', '37', '55', '59', '34']
61 ['14', '33', '34', '16', '37', '55', '59', '34']
62 ['14', '33', '34', '16', '37', '55', '59', '34']
63 ['14', '33', '34', '16', '37', '55', '59', '34']
64 ['14', '33', '34', '16', '37', '55', '59', '34']
65 ['14', '33', '34', '16', '37', '55', '59', '34']
66 ['14', '33', '34', '16', '37', '55', '59', '34']
67 ['14', '33', '34', '16', '37', '55', '59', '34']
68 ['14', '33', '34', '16', '37', '55', '59', '34']
69 ['14', '33', '34', '16', '37', '55', '59', '34']
80 ['15', '49', '33', '4', '61', '59', '58', '21']
81 ['15', '49', '33', '4', '61', '59', '58', '21']
82 ['15', '49', '33', '4', '61', '59', '58', '21']
83 ['15', '49', '33', '4', '61', '59', '58', '21']
84 ['15', '49', '33', '4', '61', '59', '58', '21']
85 ['15', '49', '33', '4', '61', '59', '58', '21']
86 ['15', '49', '33', '4', '61', '59', '58', '21']
87 ['15', '49', '33', '4', '61', '59', '58', '21']
88 ['15', '49', '33', '4', '61', '59', '58', '21']
89 ['15', '49', '33', '4', '61', '59', '58', '21']
100 ['6', '59', '21', '17', '21', '19', '25', '55']
101 ['6', '59', '21', '17', '21', '19', '25', '55']
