0 ['0', '25', '41', '36', '28', '14']
1 ['0', '25', '41', '36', '28', '14']
2 ['0', '25', '41', '36', '28', '14']
3 ['0', '25', '41', '36', '28', '14']
4 ['0', '25', '41', '36', '28', '14']
5 ['0', '25', '41', '36', '28', '14']
6 ['0', '25', '41', '36', '28', '14']
7 ['0', '25', '41', '36', '28', '14']
8 ['0', '25', '41', '36', '28', '14']
9 ['0', '25', '41', '36', '28', '14']
20 ['2', '47', '17', '34', '47', '28']
21 ['2', '47', '17', '34', '47', '28']
22 ['2', '47', '17', '34', '47', '28']
23 ['2', '47', '17', '34', '47', '28']
24 ['2', '47', '17', '34', '47', '28']
25 ['2', '47', '17', '34', '47', '28']
26 ['2', '47', '17', '34', '47', '28']
27 ['2', '47', '17', '34', '47', '28']
28 ['2', '47', '17', '34', '47', '28']
29 ['2', '47', '17', '34', '47', '28']
40 ['58', '15', '11', '41', '58', '32']
41 ['58', '15', '11', '41', '58', '32']
42 ['58', '15', '11', '41', '58', '32']
43 ['58', '15', '11', '41', '58', '32']
44 ['58', '15', '11', '41', '58', '32']
45 ['58', '15', '11', '41', '58', '32']
46 ['58', '15', '11', '41', '58', '32']
47 ['58', '15', '11', '41', '58', '32']
48 ['58', '15', '11', '41', '58', '32']
49 ['58', '15', '11', '41', '58', '32']
60 ['7', '13', '30', '50', '24', '36']
61 ['7', '13', '30', '50', '24', '36']
62 ['7', '13', '30', '50', '24', '36']
63 ['7', '13', '30', '50', '24', '36']
64 ['7', '13', '30', '50', '24', '36']
65 ['7', '13', '30', '50', '24', '36']
66 ['7', '13', '30', '50', '24', '36']
67 ['7', '13', '30', '50', '24', '36']
68 ['7', '13', '30', '50', '24', '36']
69 ['7', '13', '30', '50', '24', '36']
80 ['45', '44', '21', '12', '28', '29']
81 ['45', '44', '21', '12', '28', '29']
82 ['45', '44', '21', '12', '28', '29']
83 ['45', '44', '21', '12', '28', '29']
84 ['45', '44', '21', '12', '28', '29']
85 ['45', '44', '21', '12', '28', '29']
86 ['45', '44', '21', '12', '28', '29']
87 ['45', '44', '21', '12', '28', '29']
88 ['45', '44', '21', '12', '28', '29']
89 ['45', '44', '21', '12', '28', '29']
100 ['51', '32', '3', '5', '11', '45']
101 ['51', '32', '3', '5', '11', '45']
102 ['51', '32', '3', '5', '11', '45']
103 ['51', '32', '3', '5', '11', '45']
104 ['51', '32', '3', '5', '11', '45']
105 ['51', '32', '3', '5', '11', '45']
106 ['51', '32', '3', '5', '11', '45']
107 ['51', '32', '3', '5', '11', '45']
108 ['51', '32', '3', '5', '11', '45']
109 ['51', '32', '3', '5', '11', '45']
120 ['21', '11', '19', '55', '59', '32']
121 ['21', '11', '19', '55', '59', '32']
122 ['21', '11', '19', '55', '59', '32']
123 ['21', '11', '19', '55', '59', '32']
124 ['21', '11', '19', '55', '59', '32']
125 ['21', '11', '19', '55', '59', '32']
126 ['21', '11', '19', '55', '59', '32']
127 ['21', '11', '19', '55', '59', '32']
128 ['21', '11', '19', '55', '59', '32']
129 ['21', '11', '19', '55', '59', '32']
140 ['6', '39', '54', '22', '19', '11']
141 ['6', '39', '54', '22', '19', '11']
142 ['6', '39', '54', '22', '19', '11']
143 ['6', '39', '54', '22', '19', '11']
144 ['6', '39', '54', '22', '19', '11']
145 ['6', '39', '54', '22', '19', '11']
146 ['6', '39', '54', '22', '19', '11']
147 ['6', '39', '54', '22', '19', '11']
148 ['6', '39', '54', '22', '19', '11']
149 ['6', '39', '54', '22', '19', '11']
160 ['33', '19', '55', '32', '55', '60']
161 ['33', '19', '55', '32', '55', '60']
162 ['33', '19', '55', '32', '55', '60']
163 ['33', '19', '55', '32', '55', '60']
164 ['33', '19', '55', '32', '55', '60']
165 ['33', '19', '55', '32', '55', '60']
166 ['33', '19', '55', '32', '55', '60']
167 ['33', '19', '55', '32', '55', '60']
168 ['33', '19', '55', '32', '55', '60']
169 ['33', '19', '55', '32', '55', '60']
180 ['7', '12', '3', '11', '33', '44']
181 ['7', '12', '3', '11', '33', '44']
182 ['7', '12', '3', '11', '33', '44']
183 ['7', '12', '3', '11', '33', '44']
184 ['7', '12', '3', '11', '33', '44']
185 ['7', '12', '3', '11', '33', '44']
186 ['7', '12', '3', '11', '33', '44']
187 ['7', '12', '3', '11', '33', '44']
188 ['7', '12', '3', '11', '33', '44']
189 ['7', '12', '3', '11', '33', '44']
200 ['47', '25', '3', '16', '11', '38']
201 ['47', '25', '3', '16', '11', '38']
202 ['47', '25', '3', '16', '11', '38']
203 ['47', '25', '3', '16', '11', '38']
204 ['47', '25', '3', '16', '11', '38']
205 ['47', '25', '3', '16', '11', '38']
206 ['47', '25', '3', '16', '11', '38']
207 ['47', '25', '3', '16', '11', '38']
208 ['47', '25', '3', '16', '11', '38']
209 ['47', '25', '3', '16', '11', '38']
220 ['22', '39', '16', '16', '28', '24']
221 ['22', '39', '16', '16', '28', '24']
222 ['22', '39', '16', '16', '28', '24']
223 ['22', '39', '16', '16', '28', '24']
224 ['22', '39', '16', '16', '28', '24']
225 ['22', '39', '16', '16', '28', '24']
226 ['22', '39', '16', '16', '28', '24']
227 ['22', '39', '16', '16', '28', '24']
228 ['22', '39', '16', '16', '28', '24']
229 ['22', '39', '16', '16', '28', '24']
240 ['23', '36', '29', '7', '44', '24']
241 ['23', '36', '29', '7', '44', '24']
242 ['23', '36', '29', '7', '44', '24']
243 ['23', '36', '29', '7', '44', '24']
244 ['23', '36', '29', '7', '44', '24']
245 ['23', '36', '29', '7', '44', '24']
246 ['23', '36', '29', '7', '44', '24']
247 ['23', '36', '29', '7', '44', '24']
248 ['23', '36', '29', '7', '44', '24']
249 ['23', '36', '29', '7', '44', '24']
260 ['5', '35', '48', '37', '13', '9']
261 ['5', '35', '48', '37', '13', '9']
262 ['5', '35', '48', '37', '13', '9']
263 ['5', '35', '48', '37', '13', '9']
264 ['5', '35', '48', '37', '13', '9']
265 ['5', '35', '48', '37', '13', '9']
266 ['5', '35', '48', '37', '13', '9']
267 ['5', '35', '48', '37', '13', '9']
268 ['5', '35', '48', '37', '13', '9']
269 ['5', '35', '48', '37', '13', '9']
280 ['8', '18', '5', '10', '14', '20']
281 ['8', '18', '5', '10', '14', '20']
282 ['8', '18', '5', '10', '14', '20']
283 ['8', '18', '5', '10', '14', '20']
284 ['8', '18', '5', '10', '14', '20']
285 ['8', '18', '5', '10', '14', '20']
286 ['8', '18', '5', '10', '14', '20']
287 ['8', '18', '5', '10', '14', '20']
288 ['8', '18', '5', '10', '14', '20']
289 ['8', '18', '5', '10', '14', '20']
300 ['54', '14', '20', '53', '1', '57']
301 ['54', '14', '20', '53', '1', '57']
302 ['54', '14', '20', '53', '1', '57']
303 ['54', '14', '20', '53', '1', '57']
304 ['54', '14', '20', '53', '1', '57']
305 ['54', '14', '20', '53', '1', '57']
306 ['54', '14', '20', '53', '1', '57']
307 ['54', '14', '20', '53', '1', '57']
308 ['54', '14', '20', '53', '1', '57']
309 ['54', '14', '20', '53', '1', '57']
320 ['31', '48', '44', '56', '0', '11']
321 ['31', '48', '44', '56', '0', '11']
