0 ['8', '1', '4', '29', '59', '23', '56', '10']
421 ['52', '6', '25', '51', '1', '5', '59', '54']
422 ['52', '6', '25', '51', '1', '5', '59', '54']
423 ['52', '6', '25', '51', '1', '5', '59', '54']
424 ['52', '6', '25', '51', '1', '5', '59', '54']
425 ['52', '6', '25', '51', '1', '5', '59', '54']
436 ['52', '6', '25', '51', '1', '5', '59', '52']
437 ['52', '6', '25', '51', '1', '5', '59', '52']
438 ['52', '6', '25', '51', '1', '5', '59', '52']
439 ['52', '6', '25', '51', '1', '5', '59', '52']
440 ['52', '6', '25', '51', '1', '5', '59', '52']
441 ['52', '6', '25', '51', '1', '5', '59', '52']
442 ['52', '6', '25', '51', '1', '5', '59', '52']
443 ['52', '6', '25', '51', '1', '5', '59', '52']
444 ['52', '6', '25', '51', '1', '5', '59', '52']
445 ['52', '6', '25', '51', '1', '5', '59', '52']
456 ['25', '51', '1', '5', '52', '59', '6', '34']
457 ['25', '51', '1', '5', '52', '59', '6', '34']
458 ['25', '51', '1', '5', '52', '59', '6', '34']
459 ['25', '51', '1', '5', '52', '59', '6', '34']
460 ['25', '51', '1', '5', '52', '59', '6', '34']
461 ['25', '51', '1', '5', '52', '59', '6', '34']
462 ['25', '51', '1', '5', '52', '59', '6', '34']
463 ['25', '51', '1', '5', '52', '59', '6', '34']
464 ['25', '51', '1', '5', '52', '59', '6', '34']
465 ['25', '51', '1', '5', '52', '59', '6', '34']
476 ['25', '5', '59', '6', '1', '51', '52', '36']
477 ['25', '5', '59', '6', '1', '51', '52', '36']
478 ['25', '5', '59', '6', '1', '51', '52', '36']
479 ['25', '5', '59', '6', '1', '51', '52', '36']
480 ['25', '5', '59', '6', '1', '51', '52', '36']
481 ['25', '5', '59', '6', '1', '51', '52', '36']
482 ['25', '5', '59', '6', '1', '51', '52', '36']
483 ['25', '5', '59', '6', '1', '51', '52', '36']
484 ['25', '5', '59', '6', '1', '51', '52', '36']
485 ['25', '5', '59', '6', '1', '51', '52', '36']
496 ['25', '5', '1', '51', '52', '6', '59', '13']
497 ['25', '5', '1', '51', '52', '6', '59', '13']
498 ['25', '5', '1', '51', '52', '6', '59', '13']
499 ['25', '5', '1', '51', '52', '6', '59', '13']
500 ['25', '5', '1', '51', '52', '6', '59', '13']
501 ['25', '5', '1', '51', '52', '6', '59', '13']
502 ['25', '5', '1', '51', '52', '6', '59', '13']
503 ['25', '5', '1', '51', '52', '6', '59', '13']
504 ['25', '5', '1', '51', '52', '6', '59', '54']
505 ['25', '5', '1', '51', '52', '6', '59', '54']
506 ['25', '5', '1', '51', '52', '6', '59', '54']
507 ['25', '5', '1', '51', '52', '6', '59', '54']
508 ['25', '5', '1', '51', '52', '6', '59', '54']
509 ['25', '5', '1', '51', '52', '6', '59', '54']
510 ['25', '5', '1', '51', '52', '6', '59', '54']
511 ['25', '5', '1', '51', '52', '6', '59', '54']
512 ['25', '5', '1', '51', '52', '6', '59', '54']
513 ['25', '5', '1', '51', '52', '6', '59', '54']
514 ['25', '5', '1', '51', '52', '6', '59', '54']
525 ['25', '5', '1', '51', '52', '59', '6', '54']
526 ['25', '5', '1', '51', '52', '59', '6', '54']
527 ['25', '5', '1', '51', '52', '59', '6', '54']
528 ['25', '5', '1', '51', '52', '59', '6', '54']
529 ['25', '5', '1', '51', '52', '59', '6', '54']
530 ['25', '5', '1', '51', '52', '59', '6', '54']
531 ['25', '5', '1', '51', '52', '59', '6', '54']
532 ['25', '5', '1', '51', '52', '59', '6', '54']
533 ['25', '5', '1', '51', '52', '59', '6', '54']
534 ['25', '5', '1', '51', '52', '59', '6', '54']
545 ['5', '52', '59', '1', '51', '25', '6', '54']
546 ['5', '52', '59', '1', '51', '25', '6', '54']
547 ['5', '52', '59', '1', '51', '25', '6', '54']
548 ['5', '52', '59', '1', '51', '25', '6', '54']
549 ['5', '52', '59', '1', '51', '25', '6', '54']
550 ['5', '52', '59', '1', '51', '25', '6', '54']
551 ['5', '52', '59', '1', '51', '25', '6', '54']
552 ['5', '52', '59', '1', '51', '25', '6', '54']
553 ['5', '52', '59', '1', '51', '25', '6', '54']
554 ['5', '52', '59', '1', '51', '25', '6', '54']
565 ['52', '59', '1', '51', '25', '6', '5', '61']
566 ['52', '59', '1', '51', '25', '6', '5', '61']
567 ['52', '59', '1', '51', '25', '6', '5', '61']
568 ['52', '59', '1', '51', '25', '6', '5', '61']
569 ['52', '59', '1', '51', '25', '6', '5', '61']
570 ['52', '59', '1', '51', '25', '6', '5', '61']
571 ['52', '59', '1', '51', '25', '6', '5', '61']
572 ['52', '59', '1', '51', '25', '6', '5', '61']
573 ['52', '59', '1', '51', '25', '6', '5', '61']
574 ['52', '59', '1', '51', '25', '6', '5', '61']
585 ['52', '59', '51', '25', '5', '6', '1', '10']
586 ['52', '59', '51', '25', '5', '6', '1', '10']
587 ['52', '59', '51', '25', '5', '6', '1', '10']
588 ['52', '59', '51', '25', '5', '6', '1', '10']
589 ['52', '59', '51', '25', '5', '6', '1', '10']
590 ['52', '59', '51', '25', '5', '6', '1', '10']
591 ['52', '59', '51', '25', '5', '6', '1', '10']
592 ['52', '59', '51', '25', '5', '6', '1', '10']
593 ['52', '59', '51', '25', '5', '6', '1', '10']
594 ['52', '59', '51', '25', '5', '6', '1', '10']
605 ['52', '59', '25', '5', '6', '1', '51', '57']
606 ['52', '59', '25', '5', '6', '1', '51', '57']
607 ['52', '59', '25', '5', '6', '1', '51', '57']
608 ['52', '59', '25', '5', '6', '1', '51', '57']
609 ['52', '59', '25', '5', '6', '1', '51', '57']
610 ['52', '59', '25', '5', '6', '1', '51', '57']
611 ['52', '59', '25', '5', '6', '1', '51', '57']
612 ['52', '59', '25', '5', '6', '1', '51', '57']
613 ['52', '59', '25', '5', '6', '1', '51', '57']
614 ['52', '59', '25', '5', '6', '1', '51', '57']
625 ['59', '25', '1', '51', '5', '52', '6', '29']
626 ['59', '25', '1', '51', '5', '52', '6', '29']
627 ['59', '25', '1', '51', '5', '52', '6', '29']
628 ['59', '25', '1', '51', '5', '52', '6', '29']
629 ['59', '25', '1', '51', '5', '52', '6', '29']
630 ['59', '25', '1', '51', '5', '52', '6', '29']
631 ['59', '25', '1', '51', '5', '52', '6', '29']
632 ['59', '25', '1', '51', '5', '52', '6', '29']
633 ['59', '25', '1', '51', '5', '52', '6', '29']
634 ['59', '25', '1', '51', '5', '52', '6', '29']
645 ['25', '1', '51', '52', '59', '5', '6', '54']
646 ['25', '1', '51', '52', '59', '5', '6', '54']
647 ['25', '1', '51', '52', '59', '5', '6', '54']
648 ['25', '1', '51', '52', '59', '5', '6', '54']
649 ['25', '1', '51', '52', '59', '5', '6', '54']
650 ['25', '1', '51', '52', '59', '5', '6', '54']
651 ['25', '1', '51', '52', '59', '5', '6', '54']
652 ['25', '1', '51', '52', '59', '5', '6', '54']
653 ['25', '1', '51', '52', '59', '5', '6', '54']
654 ['25', '1', '51', '52', '59', '5', '6', '54']
665 ['1', '51', '5', '6', '52', '59', '25', '28']
666 ['1', '51', '5', '6', '52', '59', '25', '28']
667 ['1', '51', '5', '6', '52', '59', '25', '28']
668 ['1', '51', '5', '6', '52', '59', '25', '28']
669 ['1', '51', '5', '6', '52', '59', '25', '28']
670 ['1', '51', '5', '6', '52', '59', '25', '28']
671 ['1', '51', '5', '6', '52', '59', '25', '28']
672 ['1', '51', '5', '6', '52', '59', '25', '28']
673 ['1', '51', '5', '6', '52', '59', '25', '28']
674 ['1', '51', '5', '6', '52', '59', '25', '28']
685 ['51', '5', '6', '52', '25', '59', '1', '6']
686 ['51', '5', '6', '52', '25', '59', '1', '6']
687 ['51', '5', '6', '52', '25', '59', '1', '6']
688 ['51', '5', '6', '52', '25', '59', '1', '6']
689 ['51', '5', '6', '52', '25', '59', '1', '6']
690 ['51', '5', '6', '52', '25', '59', '1', '6']
691 ['51', '5', '6', '52', '25', '59', '1', '6']
692 ['51', '5', '6', '52', '25', '59', '1', '6']
693 ['51', '5', '6', '52', '25', '59', '1', '6']
694 ['51', '5', '6', '52', '25', '59', '1', '6']
705 ['51', '5', '25', '1', '6', '52', '59', '20']
706 ['51', '5', '25', '1', '6', '52', '59', '20']
707 ['51', '5', '25', '1', '6', '52', '59', '20']
708 ['51', '5', '25', '1', '6', '52', '59', '20']
709 ['51', '5', '25', '1', '6', '52', '59', '20']
710 ['51', '5', '25', '1', '6', '52', '59', '20']
711 ['51', '5', '25', '1', '6', '52', '59', '20']
712 ['51', '5', '25', '1', '6', '52', '59', '20']
713 ['51', '5', '25', '1', '6', '52', '59', '20']
714 ['51', '5', '25', '1', '6', '52', '59', '20']
725 ['51', '5', '25', '6', '52', '59', '1', '36']
726 ['51', '5', '25', '6', '52', '59', '1', '36']
727 ['51', '5', '25', '6', '52', '59', '1', '36']
728 ['51', '5', '25', '6', '52', '59', '1', '36']
729 ['51', '5', '25', '6', '52', '59', '1', '36']
730 ['51', '5', '25', '6', '52', '59', '1', '36']
731 ['51', '5', '25', '6', '52', '59', '1', '36']
732 ['51', '5', '25', '6', '52', '59', '1', '36']
733 ['51', '5', '25', '6', '52', '59', '1', '36']
734 ['51', '5', '25', '6', '52', '59', '1', '36']
745 ['51', '5', '52', '59', '1', '6', '25', '54']
746 ['51', '5', '52', '59', '1', '6', '25', '54']
747 ['51', '5', '52', '59', '1', '6', '25', '54']
748 ['51', '5', '52', '59', '1', '6', '25', '54']
749 ['51', '5', '52', '59', '1', '6', '25', '54']
750 ['51', '5', '52', '59', '1', '6', '25', '54']
751 ['51', '5', '52', '59', '1', '6', '25', '54']
752 ['51', '5', '52', '59', '1', '6', '25', '54']
753 ['51', '5', '52', '59', '1', '6', '25', '54']
754 ['51', '5', '52', '59', '1', '6', '25', '54']
765 ['5', '59', '1', '6', '25', '51', '52', '9']
766 ['5', '59', '1', '6', '25', '51', '52', '9']
767 ['5', '59', '1', '6', '25', '51', '52', '9']
768 ['5', '59', '1', '6', '25', '51', '52', '9']
769 ['5', '59', '1', '6', '25', '51', '52', '9']
770 ['5', '59', '1', '6', '25', '51', '52', '9']
771 ['5', '59', '1', '6', '25', '51', '52', '9']
772 ['5', '59', '1', '6', '25', '51', '52', '9']
773 ['5', '59', '1', '6', '25', '51', '52', '9']
774 ['5', '59', '1', '6', '25', '51', '52', '9']
785 ['5', '59', '6', '25', '51', '1', '52', '12']
786 ['5', '59', '6', '25', '51', '1', '52', '12']
787 ['5', '59', '6', '25', '51', '1', '52', '12']
788 ['5', '59', '6', '25', '51', '1', '52', '12']
789 ['5', '59', '6', '25', '51', '1', '52', '12']
790 ['5', '59', '6', '25', '51', '1', '52', '12']
791 ['5', '59', '6', '25', '51', '1', '52', '12']
792 ['5', '59', '6', '25', '51', '1', '52', '12']
793 ['5', '59', '6', '25', '51', '1', '52', '12']
794 ['5', '59', '6', '25', '51', '1', '52', '12']
805 ['5', '6', '25', '51', '1', '52', '59', '54']
806 ['5', '6', '25', '51', '1', '52', '59', '54']
807 ['5', '6', '25', '51', '1', '52', '59', '54']
808 ['5', '6', '25', '51', '1', '52', '59', '54']
809 ['5', '6', '25', '51', '1', '52', '59', '54']
810 ['5', '6', '25', '51', '1', '52', '59', '54']
811 ['5', '6', '25', '51', '1', '52', '59', '54']
812 ['5', '6', '25', '51', '1', '52', '59', '54']
813 ['5', '6', '25', '51', '1', '52', '59', '54']
814 ['5', '6', '25', '51', '1', '52', '59', '54']
825 ['5', '6', '25', '51', '1', '52', '59', '19']
826 ['5', '6', '25', '51', '1', '52', '59', '19']
827 ['5', '6', '25', '51', '1', '52', '59', '19']
828 ['5', '6', '25', '51', '1', '52', '59', '19']
829 ['5', '6', '25', '51', '1', '52', '59', '19']
830 ['5', '6', '25', '51', '1', '52', '59', '19']
831 ['5', '6', '25', '51', '1', '52', '59', '19']
832 ['5', '6', '25', '51', '1', '52', '59', '19']
833 ['5', '6', '25', '51', '1', '52', '59', '19']
834 ['5', '6', '25', '51', '1', '52', '59', '19']
845 ['5', '6', '1', '52', '59', '25', '51', '3']
846 ['5', '6', '1', '52', '59', '25', '51', '3']
847 ['5', '6', '1', '52', '59', '25', '51', '3']
848 ['5', '6', '1', '52', '59', '25', '51', '3']
849 ['5', '6', '1', '52', '59', '25', '51', '3']
850 ['5', '6', '1', '52', '59', '25', '51', '3']
851 ['5', '6', '1', '52', '59', '25', '51', '3']
852 ['5', '6', '1', '52', '59', '25', '51', '3']
853 ['5', '6', '1', '52', '59', '25', '51', '3']
854 ['5', '6', '1', '52', '59', '25', '51', '3']
865 ['5', '1', '52', '59', '51', '6', '25', '39']
866 ['5', '1', '52', '59', '51', '6', '25', '39']
867 ['5', '1', '52', '59', '51', '6', '25', '39']
868 ['5', '1', '52', '59', '51', '6', '25', '39']
869 ['5', '1', '52', '59', '51', '6', '25', '39']
870 ['5', '1', '52', '59', '51', '6', '25', '39']
871 ['5', '1', '52', '59', '51', '6', '25', '39']
872 ['5', '1', '52', '59', '51', '6', '25', '39']
873 ['5', '1', '52', '59', '51', '6', '25', '39']
874 ['5', '1', '52', '59', '51', '6', '25', '39']
885 ['5', '59', '51', '25', '6', '1', '52', '54']
886 ['5', '59', '51', '25', '6', '1', '52', '54']
887 ['5', '59', '51', '25', '6', '1', '52', '54']
888 ['5', '59', '51', '25', '6', '1', '52', '54']
889 ['5', '59', '51', '25', '6', '1', '52', '54']
890 ['5', '59', '51', '25', '6', '1', '52', '54']
891 ['5', '59', '51', '25', '6', '1', '52', '54']
892 ['5', '59', '51', '25', '6', '1', '52', '54']
893 ['5', '59', '51', '25', '6', '1', '52', '54']
894 ['5', '59', '51', '25', '6', '1', '52', '54']
905 ['5', '59', '51', '6', '1', '52', '25', '45']
906 ['5', '59', '51', '6', '1', '52', '25', '45']
907 ['5', '59', '51', '6', '1', '52', '25', '45']
908 ['5', '59', '51', '6', '1', '52', '25', '45']
909 ['5', '59', '51', '6', '1', '52', '25', '45']
910 ['5', '59', '51', '6', '1', '52', '25', '45']
911 ['5', '59', '51', '6', '1', '52', '25', '45']
912 ['5', '59', '51', '6', '1', '52', '25', '45']
913 ['5', '59', '51', '6', '1', '52', '25', '45']
914 ['5', '59', '51', '6', '1', '52', '25', '45']
925 ['59', '52', '51', '1', '25', '5', '6', '39']
926 ['59', '52', '51', '1', '25', '5', '6', '39']
927 ['59', '52', '51', '1', '25', '5', '6', '39']
928 ['59', '52', '51', '1', '25', '5', '6', '39']
929 ['59', '52', '51', '1', '25', '5', '6', '39']
930 ['59', '52', '51', '1', '25', '5', '6', '39']
931 ['59', '52', '51', '1', '25', '5', '6', '39']
932 ['59', '52', '51', '1', '25', '5', '6', '39']
933 ['59', '52', '51', '1', '25', '5', '6', '39']
934 ['59', '52', '51', '1', '25', '5', '6', '39']
945 ['52', '25', '6', '1', '51', '59', '5', '54']
946 ['52', '25', '6', '1', '51', '59', '5', '54']
947 ['52', '25', '6', '1', '51', '59', '5', '54']
948 ['52', '25', '6', '1', '51', '59', '5', '54']
