0 ['17', '45', '12', '14', '18', '6', '15', '57']
1 ['17', '45', '12', '14', '18', '6', '15', '57']
2 ['17', '45', '12', '14', '18', '6', '15', '57']
3 ['17', '45', '12', '14', '18', '6', '15', '57']
4 ['17', '45', '12', '14', '18', '6', '15', '57']
5 ['17', '45', '12', '14', '18', '6', '15', '57']
6 ['17', '45', '12', '14', '18', '6', '15', '57']
7 ['17', '45', '12', '14', '18', '6', '15', '57']
8 ['17', '45', '12', '14', '18', '6', '15', '57']
9 ['17', '45', '12', '14', '18', '6', '15', '57']
20 ['37', '33', '56', '42', '24', '36', '20', '53']
21 ['37', '33', '56', '42', '24', '36', '20', '53']
22 ['37', '33', '56', '42', '24', '36', '20', '53']
23 ['37', '33', '56', '42', '24', '36', '20', '53']
24 ['37', '33', '56', '42', '24', '36', '20', '53']
25 ['37', '33', '56', '42', '24', '36', '20', '53']
26 ['37', '33', '56', '42', '24', '36', '20', '53']
27 ['37', '33', '56', '42', '24', '36', '20', '53']
28 ['37', '33', '56', '42', '24', '36', '20', '53']
29 ['37', '33', '56', '42', '24', '36', '20', '53']
40 ['40', '57', '41', '16', '0', '41', '38', '7']
41 ['40', '57', '41', '16', '0', '41', '38', '7']
42 ['40', '57', '41', '16', '0', '41', '38', '7']
43 ['40', '57', '41', '16', '0', '41', '38', '7']
44 ['40', '57', '41', '16', '0', '41', '38', '7']
45 ['40', '57', '41', '16', '0', '41', '38', '7']
46 ['40', '57', '41', '16', '0', '41', '38', '7']
47 ['40', '57', '41', '16', '0', '41', '38', '7']
48 ['40', '57', '41', '16', '0', '41', '38', '7']
49 ['40', '57', '41', '16', '0', '41', '38', '7']
60 ['6', '22', '20', '46', '51', '5', '12', '35']
61 ['6', '22', '20', '46', '51', '5', '12', '35']
62 ['6', '22', '20', '46', '51', '5', '12', '35']
63 ['6', '22', '20', '46', '51', '5', '12', '35']
64 ['6', '22', '20', '46', '51', '5', '12', '35']
65 ['6', '22', '20', '46', '51', '5', '12', '35']
66 ['6', '22', '20', '46', '51', '5', '12', '35']
67 ['6', '22', '20', '46', '51', '5', '12', '35']
68 ['6', '22', '20', '46', '51', '5', '12', '35']
69 ['6', '22', '20', '46', '51', '5', '12', '35']
80 ['16', '18', '16', '16', '18', '30', '16', '53']
81 ['16', '18', '16', '16', '18', '30', '16', '53']
82 ['16', '18', '16', '16', '18', '30', '16', '53']
83 ['16', '18', '16', '16', '18', '30', '16', '53']
84 ['16', '18', '16', '16', '18', '30', '16', '53']
85 ['16', '18', '16', '16', '18', '30', '16', '53']
86 ['16', '18', '16', '16', '18', '30', '16', '53']
87 ['16', '18', '16', '16', '18', '30', '16', '53']
88 ['16', '18', '16', '16', '18', '30', '16', '53']
89 ['16', '18', '16', '16', '18', '30', '16', '53']
100 ['7', '8', '1', '18', '26', '17', '42', '16']
101 ['7', '8', '1', '18', '26', '17', '42', '16']
102 ['7', '8', '1', '18', '26', '17', '42', '16']
103 ['7', '8', '1', '18', '26', '17', '42', '16']
104 ['7', '8', '1', '18', '26', '17', '42', '16']
105 ['7', '8', '1', '18', '26', '17', '42', '16']
