0 ['30', '5', '26', '49', '19', '34', '16', '42']
130 ['6', '59', '5', '1', '25', '52', '51', '59']
131 ['6', '59', '5', '1', '25', '52', '51', '59']
132 ['6', '59', '5', '1', '25', '52', '51', '59']
133 ['6', '59', '5', '1', '25', '52', '51', '59']
134 ['6', '59', '5', '1', '25', '52', '51', '59']
135 ['6', '59', '5', '1', '25', '52', '51', '59']
136 ['6', '59', '5', '1', '25', '52', '51', '59']
137 ['6', '59', '5', '1', '25', '52', '51', '59']
138 ['6', '59', '5', '1', '25', '52', '51', '59']
139 ['6', '59', '5', '1', '25', '52', '51', '59']
150 ['5', '1', '25', '52', '59', '6', '51', '20']
151 ['5', '1', '25', '52', '59', '6', '51', '20']
152 ['5', '1', '25', '52', '59', '6', '51', '20']
153 ['5', '1', '25', '52', '59', '6', '51', '20']
154 ['5', '1', '25', '52', '59', '6', '51', '20']
155 ['5', '1', '25', '52', '59', '6', '51', '20']
156 ['5', '1', '25', '52', '59', '6', '51', '20']
157 ['5', '1', '25', '52', '59', '6', '51', '20']
158 ['5', '1', '25', '52', '59', '6', '51', '20']
159 ['5', '1', '25', '52', '59', '6', '51', '20']
170 ['5', '25', '59', '6', '51', '52', '1', '51']
171 ['5', '25', '59', '6', '51', '52', '1', '51']
172 ['5', '25', '59', '6', '51', '52', '1', '51']
173 ['5', '25', '59', '6', '51', '52', '1', '51']
174 ['5', '25', '59', '6', '51', '52', '1', '51']
175 ['5', '25', '59', '6', '51', '52', '1', '51']
176 ['5', '25', '59', '6', '51', '52', '1', '51']
177 ['5', '25', '59', '6', '51', '52', '1', '51']
178 ['5', '25', '59', '6', '51', '52', '1', '51']
179 ['5', '25', '59', '6', '51', '52', '1', '51']
190 ['52', '1', '51', '25', '59', '5', '6', '16']
191 ['52', '1', '51', '25', '59', '5', '6', '16']
192 ['52', '1', '51', '25', '59', '5', '6', '16']
193 ['52', '1', '51', '25', '59', '5', '6', '16']
194 ['52', '1', '51', '25', '59', '5', '6', '16']
195 ['52', '1', '51', '25', '59', '5', '6', '16']
196 ['52', '1', '51', '25', '59', '5', '6', '16']
197 ['52', '1', '51', '25', '59', '5', '6', '16']
198 ['52', '1', '51', '25', '59', '5', '6', '16']
199 ['52', '1', '51', '25', '59', '5', '6', '16']
210 ['1', '51', '25', '59', '6', '5', '52', '1']
211 ['1', '51', '25', '59', '6', '5', '52', '1']
212 ['1', '51', '25', '59', '6', '5', '52', '1']
213 ['1', '51', '25', '59', '6', '5', '52', '1']
214 ['1', '51', '25', '59', '6', '5', '52', '1']
215 ['1', '51', '25', '59', '6', '5', '52', '1']
216 ['1', '51', '25', '59', '6', '5', '52', '1']
217 ['1', '51', '25', '59', '6', '5', '52', '1']
218 ['1', '51', '25', '59', '6', '5', '52', '1']
219 ['1', '51', '25', '59', '6', '5', '52', '1']
230 ['51', '25', '59', '52', '1', '6', '5', '60']
231 ['51', '25', '59', '52', '1', '6', '5', '60']
232 ['51', '25', '59', '52', '1', '6', '5', '60']
233 ['51', '25', '59', '52', '1', '6', '5', '60']
234 ['51', '25', '59', '52', '1', '6', '5', '60']
235 ['51', '25', '59', '52', '1', '6', '5', '60']
236 ['51', '25', '59', '52', '1', '6', '5', '60']
237 ['51', '25', '59', '52', '1', '6', '5', '60']
238 ['51', '25', '59', '52', '1', '6', '5', '60']
239 ['51', '25', '59', '52', '1', '6', '5', '60']
250 ['51', '25', '59', '1', '6', '5', '52', '54']
251 ['51', '25', '59', '1', '6', '5', '52', '54']
252 ['51', '25', '59', '1', '6', '5', '52', '54']
253 ['51', '25', '59', '1', '6', '5', '52', '54']
254 ['51', '25', '59', '1', '6', '5', '52', '54']
255 ['51', '25', '59', '1', '6', '5', '52', '54']
256 ['51', '25', '59', '1', '6', '5', '52', '54']
257 ['51', '25', '59', '1', '6', '5', '52', '54']
258 ['51', '25', '59', '1', '6', '5', '52', '54']
259 ['51', '25', '59', '1', '6', '5', '52', '54']
260 ['51', '25', '59', '1', '6', '5', '52', '54']
271 ['51', '25', '59', '1', '6', '5', '52', '29']
272 ['51', '25', '59', '1', '6', '5', '52', '29']
273 ['51', '25', '59', '1', '6', '5', '52', '29']
274 ['51', '25', '59', '1', '6', '5', '52', '29']
275 ['51', '25', '59', '1', '6', '5', '52', '29']
276 ['51', '25', '59', '1', '6', '5', '52', '29']
277 ['51', '25', '59', '1', '6', '5', '52', '29']
278 ['51', '25', '59', '1', '6', '5', '52', '29']
279 ['51', '25', '59', '1', '6', '5', '52', '29']
280 ['51', '25', '59', '1', '6', '5', '52', '29']
291 ['51', '25', '1', '6', '52', '5', '59', '25']
292 ['51', '25', '1', '6', '52', '5', '59', '25']
293 ['51', '25', '1', '6', '52', '5', '59', '25']
294 ['51', '25', '1', '6', '52', '5', '59', '25']
295 ['51', '25', '1', '6', '52', '5', '59', '25']
296 ['51', '25', '1', '6', '52', '5', '59', '25']
297 ['51', '25', '1', '6', '52', '5', '59', '25']
298 ['51', '25', '1', '6', '52', '5', '59', '25']
299 ['51', '25', '1', '6', '52', '5', '59', '25']
300 ['51', '25', '1', '6', '52', '5', '59', '25']
311 ['51', '5', '25', '1', '59', '52', '6', '14']
312 ['51', '5', '25', '1', '59', '52', '6', '14']
313 ['51', '5', '25', '1', '59', '52', '6', '14']
314 ['51', '5', '25', '1', '59', '52', '6', '14']
315 ['51', '5', '25', '1', '59', '52', '6', '14']
316 ['51', '5', '25', '1', '59', '52', '6', '14']
317 ['51', '5', '25', '1', '59', '52', '6', '14']
318 ['51', '5', '25', '1', '59', '52', '6', '14']
319 ['51', '5', '25', '1', '59', '52', '6', '14']
320 ['51', '5', '25', '1', '59', '52', '6', '14']
331 ['1', '59', '6', '25', '51', '52', '5', '54']
332 ['1', '59', '6', '25', '51', '52', '5', '54']
333 ['1', '59', '6', '25', '51', '52', '5', '54']
334 ['1', '59', '6', '25', '51', '52', '5', '54']
335 ['1', '59', '6', '25', '51', '52', '5', '54']
336 ['1', '59', '6', '25', '51', '52', '5', '54']
337 ['1', '59', '6', '25', '51', '52', '5', '54']
338 ['1', '59', '6', '25', '51', '52', '5', '54']
339 ['1', '59', '6', '25', '51', '52', '5', '54']
340 ['1', '59', '6', '25', '51', '52', '5', '54']
351 ['1', '59', '6', '25', '51', '52', '5', '57']
352 ['1', '59', '6', '25', '51', '52', '5', '54']
353 ['1', '59', '6', '25', '51', '52', '5', '54']
354 ['1', '59', '6', '25', '51', '52', '5', '54']
355 ['1', '59', '6', '25', '51', '52', '5', '54']
356 ['1', '59', '6', '25', '51', '52', '5', '54']
357 ['1', '59', '6', '25', '51', '52', '5', '54']
358 ['1', '59', '6', '25', '51', '52', '5', '54']
359 ['1', '59', '6', '25', '51', '52', '5', '54']
360 ['1', '59', '6', '25', '51', '52', '5', '54']
361 ['1', '59', '6', '25', '51', '52', '5', '54']
362 ['1', '59', '6', '25', '51', '52', '5', '54']
373 ['1', '59', '6', '25', '51', '52', '5', '47']
374 ['1', '59', '6', '25', '51', '52', '5', '47']
375 ['1', '59', '6', '25', '51', '52', '5', '47']
376 ['1', '59', '6', '25', '51', '52', '5', '47']
377 ['1', '59', '6', '25', '51', '52', '5', '47']
378 ['1', '59', '6', '25', '51', '52', '5', '47']
379 ['1', '59', '6', '25', '51', '52', '5', '47']
380 ['1', '59', '6', '25', '51', '52', '5', '47']
381 ['1', '59', '6', '25', '51', '52', '5', '47']
382 ['1', '59', '6', '25', '51', '52', '5', '47']
393 ['1', '59', '6', '25', '51', '52', '5', '40']
394 ['1', '59', '6', '25', '51', '52', '5', '40']
395 ['1', '59', '6', '25', '51', '52', '5', '40']
396 ['1', '59', '6', '25', '51', '52', '5', '40']
397 ['1', '59', '6', '25', '51', '52', '5', '40']
398 ['1', '59', '6', '25', '51', '52', '5', '40']
399 ['1', '59', '6', '25', '51', '52', '5', '40']
400 ['1', '59', '6', '25', '51', '52', '5', '40']
401 ['1', '59', '6', '25', '51', '52', '5', '40']
402 ['1', '59', '6', '25', '51', '52', '5', '40']
413 ['59', '25', '51', '52', '1', '5', '6', '43']
414 ['59', '25', '51', '52', '1', '5', '6', '43']
415 ['59', '25', '51', '52', '1', '5', '6', '43']
416 ['59', '25', '51', '52', '1', '5', '6', '43']
417 ['59', '25', '51', '52', '1', '5', '6', '43']
418 ['59', '25', '51', '52', '1', '5', '6', '43']
419 ['25', '51', '52', '1', '5', '6', '59', '54']
420 ['25', '51', '52', '1', '5', '6', '59', '54']
421 ['25', '51', '52', '1', '5', '6', '59', '54']
422 ['25', '51', '52', '1', '5', '6', '59', '54']
423 ['25', '51', '52', '1', '5', '6', '59', '54']
424 ['25', '51', '52', '1', '5', '6', '59', '54']
425 ['25', '51', '52', '1', '5', '6', '59', '54']
426 ['25', '51', '52', '1', '5', '6', '59', '54']
427 ['25', '51', '52', '1', '5', '6', '59', '54']
428 ['25', '51', '52', '1', '5', '6', '59', '54']
429 ['25', '51', '52', '1', '5', '6', '59', '54']
440 ['25', '51', '1', '6', '59', '5', '52', '54']
441 ['25', '51', '1', '6', '59', '5', '52', '54']
442 ['25', '51', '1', '6', '59', '5', '52', '54']
443 ['25', '51', '1', '6', '59', '5', '52', '54']
444 ['25', '51', '1', '6', '59', '5', '52', '54']
445 ['25', '51', '1', '6', '59', '5', '52', '54']
446 ['25', '51', '1', '6', '59', '5', '52', '54']
447 ['25', '51', '1', '6', '59', '5', '52', '54']
448 ['25', '51', '1', '6', '59', '5', '52', '54']
449 ['25', '51', '1', '6', '59', '5', '52', '54']
460 ['25', '51', '1', '59', '52', '6', '5', '3']
461 ['25', '51', '1', '59', '52', '6', '5', '3']
462 ['25', '51', '1', '59', '52', '6', '5', '3']
463 ['25', '51', '1', '59', '52', '6', '5', '3']
464 ['25', '51', '1', '59', '52', '6', '5', '3']
465 ['25', '51', '1', '59', '52', '6', '5', '3']
466 ['25', '51', '1', '59', '52', '6', '5', '3']
467 ['25', '51', '1', '59', '52', '6', '5', '3']
468 ['25', '51', '1', '59', '52', '6', '5', '3']
469 ['25', '51', '1', '59', '52', '6', '5', '3']
480 ['25', '51', '1', '59', '52', '6', '5', '8']
481 ['25', '51', '1', '59', '52', '6', '5', '8']
482 ['25', '51', '1', '59', '52', '6', '5', '8']
483 ['25', '51', '1', '59', '52', '6', '5', '8']
484 ['25', '51', '1', '59', '52', '6', '5', '8']
485 ['25', '51', '1', '59', '52', '6', '5', '8']
486 ['25', '51', '1', '59', '52', '6', '5', '8']
487 ['25', '51', '1', '59', '52', '6', '5', '8']
488 ['25', '51', '1', '59', '52', '6', '5', '8']
489 ['25', '51', '1', '59', '52', '6', '5', '8']
500 ['51', '1', '59', '52', '6', '5', '25', '54']
501 ['51', '1', '59', '52', '6', '5', '25', '54']
502 ['51', '1', '59', '52', '6', '5', '25', '54']
503 ['51', '1', '59', '52', '6', '5', '25', '54']
504 ['51', '1', '59', '52', '6', '5', '25', '54']
505 ['51', '1', '59', '52', '6', '5', '25', '54']
506 ['51', '1', '59', '52', '6', '5', '25', '54']
507 ['51', '1', '59', '52', '6', '5', '25', '54']
508 ['51', '1', '59', '52', '6', '5', '25', '54']
509 ['51', '1', '59', '52', '6', '5', '25', '54']
520 ['51', '1', '52', '6', '5', '25', '59', '33']
521 ['51', '1', '52', '6', '5', '25', '59', '33']
522 ['51', '1', '52', '6', '5', '25', '59', '33']
523 ['51', '1', '52', '6', '5', '25', '59', '33']
524 ['51', '1', '52', '6', '5', '25', '59', '33']
525 ['51', '1', '52', '6', '5', '25', '59', '33']
526 ['51', '1', '52', '6', '5', '25', '59', '33']
527 ['51', '1', '52', '6', '5', '25', '59', '33']
528 ['51', '1', '52', '6', '5', '25', '59', '33']
529 ['51', '1', '52', '6', '5', '25', '59', '33']
540 ['51', '1', '52', '6', '5', '25', '59', '37']
541 ['51', '1', '52', '6', '5', '25', '59', '37']
542 ['51', '1', '52', '6', '5', '25', '59', '37']
543 ['51', '1', '52', '6', '5', '25', '59', '37']
544 ['51', '1', '52', '6', '5', '25', '59', '37']
545 ['51', '1', '52', '6', '5', '25', '59', '37']
546 ['51', '1', '52', '6', '5', '25', '59', '37']
547 ['51', '1', '52', '6', '5', '25', '59', '37']
548 ['51', '1', '52', '6', '5', '25', '59', '37']
549 ['51', '1', '52', '6', '5', '25', '59', '37']
560 ['52', '6', '5', '25', '59', '51', '1', '1']
561 ['52', '6', '5', '25', '59', '51', '1', '1']
562 ['52', '6', '5', '25', '59', '51', '1', '1']
563 ['52', '6', '5', '25', '59', '51', '1', '1']
564 ['52', '6', '5', '25', '59', '51', '1', '1']
565 ['52', '6', '5', '25', '59', '51', '1', '1']
566 ['52', '6', '5', '25', '59', '51', '1', '1']
567 ['52', '6', '5', '25', '59', '51', '1', '1']
568 ['52', '6', '5', '25', '59', '51', '1', '1']
569 ['52', '6', '5', '25', '59', '51', '1', '1']
580 ['6', '5', '25', '59', '51', '52', '1', '61']
581 ['6', '5', '25', '59', '51', '52', '1', '61']
582 ['6', '5', '25', '59', '51', '52', '1', '61']
583 ['6', '5', '25', '59', '51', '52', '1', '61']
584 ['6', '5', '25', '59', '51', '52', '1', '61']
585 ['6', '5', '25', '59', '51', '52', '1', '61']
586 ['6', '5', '25', '59', '51', '52', '1', '61']
587 ['6', '5', '25', '59', '51', '52', '1', '61']
588 ['6', '5', '25', '59', '51', '52', '1', '61']
589 ['6', '5', '25', '59', '51', '52', '1', '61']
600 ['6', '5', '25', '59', '51', '1', '52', '61']
601 ['6', '5', '25', '59', '51', '1', '52', '61']
602 ['6', '5', '25', '59', '51', '1', '52', '61']
603 ['6', '5', '25', '59', '51', '1', '52', '61']
604 ['6', '5', '25', '59', '51', '1', '52', '61']
605 ['6', '5', '25', '59', '51', '1', '52', '61']
606 ['6', '5', '25', '59', '51', '1', '52', '61']
607 ['6', '5', '25', '59', '51', '1', '52', '61']
608 ['6', '5', '25', '59', '51', '1', '52', '61']
609 ['6', '5', '25', '59', '51', '1', '52', '61']
620 ['6', '5', '25', '59', '51', '1', '52', '34']
621 ['6', '5', '25', '59', '51', '1', '52', '34']
622 ['6', '5', '25', '59', '51', '1', '52', '34']
623 ['6', '5', '25', '59', '51', '1', '52', '34']
624 ['6', '5', '25', '59', '51', '1', '52', '34']
625 ['6', '5', '25', '59', '51', '1', '52', '34']
626 ['6', '5', '25', '59', '51', '1', '52', '34']
627 ['6', '5', '25', '59', '51', '1', '52', '34']
628 ['6', '5', '25', '59', '51', '1', '52', '34']
629 ['6', '5', '25', '59', '51', '1', '52', '34']
640 ['6', '5', '25', '59', '51', '52', '1', '54']
641 ['6', '5', '25', '59', '51', '52', '1', '54']
642 ['6', '5', '25', '59', '51', '52', '1', '54']
643 ['6', '5', '25', '59', '51', '52', '1', '54']
644 ['6', '5', '25', '59', '51', '52', '1', '54']
645 ['6', '5', '25', '59', '51', '52', '1', '54']
646 ['6', '5', '25', '59', '51', '52', '1', '54']
647 ['6', '5', '25', '59', '51', '52', '1', '54']
648 ['6', '5', '25', '59', '51', '52', '1', '54']
649 ['6', '5', '25', '59', '51', '52', '1', '54']
660 ['5', '25', '59', '51', '52', '1', '6', '45']
661 ['5', '25', '59', '51', '52', '1', '6', '45']
662 ['5', '25', '59', '51', '52', '1', '6', '45']
663 ['5', '25', '59', '51', '52', '1', '6', '45']
664 ['5', '25', '59', '51', '52', '1', '6', '45']
665 ['5', '25', '59', '51', '52', '1', '6', '45']
666 ['5', '25', '59', '51', '52', '1', '6', '45']
667 ['5', '25', '59', '51', '52', '1', '6', '45']
668 ['5', '25', '59', '51', '52', '1', '6', '45']
669 ['5', '25', '59', '51', '52', '1', '6', '45']
680 ['5', '25', '59', '51', '52', '6', '1', '53']
681 ['5', '25', '59', '51', '52', '6', '1', '53']
682 ['5', '25', '59', '51', '52', '6', '1', '53']
683 ['5', '25', '59', '51', '52', '6', '1', '54']
684 ['5', '25', '59', '51', '52', '6', '1', '54']
685 ['5', '25', '59', '51', '52', '6', '1', '54']
686 ['5', '25', '59', '51', '52', '6', '1', '54']
687 ['5', '25', '59', '51', '52', '6', '1', '54']
688 ['5', '25', '59', '51', '52', '6', '1', '54']
689 ['5', '25', '59', '51', '52', '6', '1', '54']
690 ['5', '25', '59', '51', '52', '6', '1', '54']
691 ['5', '25', '59', '51', '52', '6', '1', '54']
692 ['5', '25', '59', '51', '52', '6', '1', '54']
693 ['5', '25', '59', '51', '52', '6', '1', '54']
704 ['5', '25', '59', '51', '52', '6', '1', '60']
705 ['5', '25', '59', '51', '52', '6', '1', '60']
706 ['5', '25', '59', '51', '52', '6', '1', '60']
707 ['5', '25', '59', '51', '52', '6', '1', '60']
708 ['5', '25', '59', '51', '52', '6', '1', '60']
709 ['5', '25', '59', '51', '52', '6', '1', '60']
710 ['5', '25', '59', '51', '52', '6', '1', '60']
711 ['5', '25', '59', '51', '52', '6', '1', '60']
712 ['5', '25', '59', '51', '52', '6', '1', '60']
713 ['5', '25', '59', '51', '52', '6', '1', '60']
724 ['5', '25', '59', '52', '6', '51', '1', '58']
725 ['5', '25', '59', '52', '6', '51', '1', '58']
726 ['5', '25', '59', '52', '6', '51', '1', '58']
727 ['5', '25', '59', '52', '6', '51', '1', '58']
728 ['5', '25', '59', '52', '6', '51', '1', '58']
729 ['5', '25', '59', '52', '6', '51', '1', '58']
730 ['5', '25', '59', '52', '6', '51', '1', '58']
731 ['5', '25', '59', '52', '6', '51', '1', '58']
732 ['5', '25', '59', '52', '6', '51', '1', '58']
733 ['5', '25', '59', '52', '6', '51', '1', '58']
744 ['5', '25', '59', '52', '6', '51', '1', '43']
745 ['5', '25', '59', '52', '6', '51', '1', '43']
746 ['5', '25', '59', '52', '6', '51', '1', '43']
747 ['5', '25', '59', '52', '6', '51', '1', '43']
748 ['5', '25', '59', '52', '6', '51', '1', '43']
749 ['5', '25', '59', '52', '6', '51', '1', '43']
750 ['5', '25', '59', '52', '6', '51', '1', '43']
751 ['5', '25', '59', '52', '6', '51', '1', '43']
752 ['5', '25', '59', '52', '6', '51', '1', '43']
753 ['5', '25', '59', '52', '6', '51', '1', '43']
764 ['5', '25', '59', '52', '6', '51', '1', '28']
765 ['5', '25', '59', '52', '6', '51', '1', '28']
766 ['5', '25', '59', '52', '6', '51', '1', '28']
767 ['5', '25', '59', '52', '6', '51', '1', '28']
768 ['5', '25', '59', '52', '6', '51', '1', '28']
769 ['5', '25', '59', '52', '6', '51', '1', '28']
770 ['5', '25', '59', '52', '6', '51', '1', '28']
771 ['5', '25', '59', '52', '6', '51', '1', '28']
772 ['5', '25', '59', '52', '6', '51', '1', '28']
773 ['5', '25', '59', '52', '6', '51', '1', '28']
784 ['5', '25', '59', '52', '6', '51', '1', '43']
785 ['5', '25', '59', '52', '6', '51', '1', '43']
786 ['5', '25', '59', '52', '6', '51', '1', '43']
787 ['5', '59', '52', '6', '51', '1', '25', '54']
788 ['5', '59', '52', '6', '51', '1', '25', '54']
789 ['5', '59', '52', '6', '51', '1', '25', '54']
790 ['5', '59', '52', '6', '51', '1', '25', '54']
791 ['5', '59', '52', '6', '51', '1', '25', '54']
792 ['5', '59', '52', '6', '51', '1', '25', '54']
793 ['5', '59', '52', '6', '51', '1', '25', '54']
794 ['5', '59', '52', '6', '51', '1', '25', '54']
795 ['5', '59', '52', '6', '51', '1', '25', '54']
796 ['5', '59', '52', '6', '51', '1', '25', '54']
797 ['5', '59', '52', '6', '51', '1', '25', '54']
808 ['5', '59', '52', '6', '51', '25', '1', '1']
809 ['5', '59', '52', '6', '51', '25', '1', '1']
810 ['5', '59', '52', '6', '51', '25', '1', '1']
811 ['5', '59', '52', '6', '51', '25', '1', '1']
812 ['5', '59', '52', '6', '51', '25', '1', '1']
813 ['5', '59', '52', '6', '51', '25', '1', '1']
814 ['5', '59', '52', '6', '51', '25', '1', '1']
815 ['5', '59', '52', '6', '51', '25', '1', '1']
816 ['5', '59', '52', '6', '51', '25', '1', '1']
817 ['5', '59', '52', '6', '51', '25', '1', '1']
828 ['59', '6', '51', '25', '1', '5', '52', '54']
829 ['59', '6', '51', '25', '1', '5', '52', '54']
830 ['59', '6', '51', '25', '1', '5', '52', '54']
831 ['59', '6', '51', '25', '1', '5', '52', '54']
832 ['59', '6', '51', '25', '1', '5', '52', '54']
833 ['59', '6', '51', '25', '1', '5', '52', '54']
834 ['59', '6', '51', '25', '1', '5', '52', '54']
835 ['59', '6', '51', '25', '1', '5', '52', '54']
836 ['59', '6', '51', '25', '1', '5', '52', '54']
837 ['59', '6', '51', '25', '1', '5', '52', '54']
848 ['59', '6', '51', '25', '5', '52', '1', '51']
849 ['59', '6', '51', '25', '5', '52', '1', '51']
850 ['59', '6', '51', '25', '5', '52', '1', '51']
851 ['59', '6', '51', '25', '5', '52', '1', '51']
852 ['59', '6', '51', '25', '5', '52', '1', '51']
853 ['59', '6', '51', '25', '5', '52', '1', '51']
854 ['59', '6', '51', '25', '5', '52', '1', '51']
855 ['59', '6', '51', '25', '5', '52', '1', '51']
856 ['59', '6', '51', '25', '5', '52', '1', '51']
857 ['59', '6', '51', '25', '5', '52', '1', '51']
868 ['59', '6', '25', '5', '52', '1', '51', '17']
869 ['59', '6', '25', '5', '52', '1', '51', '17']
870 ['59', '6', '25', '5', '52', '1', '51', '17']
871 ['59', '6', '25', '5', '52', '1', '51', '17']
872 ['59', '6', '25', '5', '52', '1', '51', '17']
873 ['59', '6', '25', '5', '52', '1', '51', '17']
874 ['59', '6', '25', '5', '52', '1', '51', '17']
875 ['59', '6', '25', '5', '52', '1', '51', '17']
876 ['59', '6', '25', '5', '52', '1', '51', '17']
877 ['59', '6', '25', '5', '52', '1', '51', '17']
888 ['6', '25', '52', '1', '51', '59', '5', '28']
889 ['6', '25', '52', '1', '51', '59', '5', '28']
890 ['6', '25', '52', '1', '51', '59', '5', '28']
891 ['6', '25', '52', '1', '51', '59', '5', '28']
892 ['6', '25', '52', '1', '51', '59', '5', '28']
893 ['6', '25', '52', '1', '51', '59', '5', '28']
894 ['6', '25', '52', '1', '51', '59', '5', '28']
895 ['6', '25', '52', '1', '51', '59', '5', '28']
896 ['6', '25', '52', '1', '51', '59', '5', '28']
897 ['6', '25', '52', '1', '51', '59', '5', '28']
908 ['1', '59', '52', '25', '6', '5', '51', '2']
909 ['1', '59', '52', '25', '6', '5', '51', '2']
910 ['1', '59', '52', '25', '6', '5', '51', '2']
911 ['1', '59', '52', '25', '6', '5', '51', '2']
912 ['59', '52', '6', '5', '51', '25', '1', '54']
913 ['59', '52', '6', '5', '51', '25', '1', '54']
914 ['59', '52', '6', '5', '51', '25', '1', '54']
915 ['59', '52', '6', '5', '51', '25', '1', '54']
916 ['59', '52', '6', '5', '51', '25', '1', '54']
917 ['59', '52', '6', '5', '51', '25', '1', '54']
918 ['59', '52', '6', '5', '51', '25', '1', '54']
919 ['59', '52', '6', '5', '51', '25', '1', '54']
920 ['59', '52', '6', '5', '51', '25', '1', '54']
921 ['59', '52', '6', '5', '51', '25', '1', '54']
922 ['59', '52', '6', '5', '51', '25', '1', '54']
933 ['52', '6', '51', '25', '1', '59', '5', '29']
934 ['52', '6', '51', '25', '1', '59', '5', '29']
935 ['52', '6', '51', '25', '1', '59', '5', '29']
936 ['52', '6', '51', '25', '1', '59', '5', '29']
937 ['52', '6', '51', '25', '1', '59', '5', '29']
938 ['52', '6', '51', '25', '1', '59', '5', '29']
939 ['52', '6', '51', '25', '1', '59', '5', '29']
940 ['52', '6', '51', '25', '1', '59', '5', '29']
941 ['52', '6', '51', '25', '1', '59', '5', '29']
942 ['52', '6', '51', '25', '1', '59', '5', '29']
953 ['52', '51', '25', '1', '59', '5', '6', '15']
954 ['52', '51', '25', '1', '59', '5', '6', '15']
955 ['52', '51', '25', '1', '59', '5', '6', '15']
956 ['52', '51', '25', '1', '59', '5', '6', '15']
957 ['52', '51', '25', '1', '59', '5', '6', '15']
958 ['52', '51', '25', '1', '59', '5', '6', '15']
