0 ['46', '38', '21', '44']
1 ['46', '38', '21', '44']
2 ['46', '38', '21', '44']
3 ['46', '38', '21', '44']
4 ['46', '38', '21', '44']
5 ['46', '38', '21', '44']
6 ['46', '38', '21', '44']
7 ['46', '38', '21', '44']
8 ['46', '38', '21', '44']
9 ['46', '38', '21', '44']
20 ['51', '3', '42', '3']
21 ['51', '3', '42', '3']
22 ['51', '3', '42', '3']
23 ['51', '3', '42', '3']
24 ['51', '3', '42', '3']
25 ['51', '3', '42', '3']
26 ['51', '3', '42', '3']
27 ['51', '3', '42', '3']
28 ['51', '3', '42', '3']
29 ['51', '3', '42', '3']
40 ['10', '2', '52', '58']
41 ['10', '2', '52', '58']
42 ['10', '2', '52', '58']
43 ['10', '2', '52', '58']
44 ['10', '2', '52', '58']
45 ['10', '2', '52', '58']
46 ['10', '2', '52', '58']
47 ['10', '2', '52', '58']
48 ['10', '2', '52', '58']
49 ['10', '2', '52', '58']
60 ['0', '32', '37', '10']
61 ['0', '32', '37', '10']
62 ['0', '32', '37', '10']
63 ['0', '32', '37', '10']
64 ['0', '32', '37', '10']
65 ['0', '32', '37', '10']
66 ['0', '32', '37', '10']
67 ['0', '32', '37', '10']
68 ['0', '32', '37', '10']
69 ['0', '32', '37', '10']
80 ['49', '24', '25', '42']
81 ['49', '24', '25', '42']
82 ['49', '24', '25', '42']
83 ['49', '24', '25', '42']
84 ['49', '24', '25', '42']
85 ['49', '24', '25', '42']
86 ['49', '24', '25', '42']
87 ['49', '24', '25', '42']
88 ['49', '24', '25', '42']
89 ['49', '24', '25', '42']
100 ['45', '5', '46', '19']
101 ['45', '5', '46', '19']
102 ['45', '5', '46', '19']
103 ['45', '5', '46', '19']
104 ['45', '5', '46', '19']
105 ['45', '5', '46', '19']
106 ['45', '5', '46', '19']
107 ['45', '5', '46', '19']
108 ['45', '5', '46', '19']
109 ['45', '5', '46', '19']
120 ['14', '46', '2', '25']
121 ['14', '46', '2', '25']
122 ['14', '46', '2', '25']
123 ['14', '46', '2', '25']
124 ['14', '46', '2', '25']
125 ['14', '46', '2', '25']
126 ['14', '46', '2', '25']
127 ['14', '46', '2', '25']
128 ['14', '46', '2', '25']
129 ['14', '46', '2', '25']
140 ['4', '7', '39', '47']
141 ['4', '7', '39', '47']
142 ['4', '7', '39', '47']
143 ['4', '7', '39', '47']
144 ['4', '7', '39', '47']
145 ['4', '7', '39', '47']
146 ['4', '7', '39', '47']
147 ['4', '7', '39', '47']
148 ['4', '7', '39', '47']
149 ['4', '7', '39', '47']
160 ['29', '34', '48', '35']
161 ['29', '34', '48', '35']
162 ['29', '34', '48', '35']
163 ['29', '34', '48', '35']
164 ['29', '34', '48', '35']
165 ['29', '34', '48', '35']
166 ['29', '34', '48', '35']
167 ['29', '34', '48', '35']
168 ['29', '34', '48', '35']
169 ['29', '34', '48', '35']
180 ['43', '15', '42', '10']
181 ['43', '15', '42', '10']
182 ['43', '15', '42', '10']
183 ['43', '15', '42', '10']
184 ['43', '15', '42', '10']
185 ['43', '15', '42', '10']
186 ['43', '15', '42', '10']
187 ['43', '15', '42', '10']
188 ['43', '15', '42', '10']
189 ['43', '15', '42', '10']
200 ['42', '14', '52', '47']
201 ['42', '14', '52', '47']
202 ['42', '14', '52', '47']
