0 ['15', '5', '44', '52', '24', '21']
1 ['15', '5', '44', '52', '24', '21']
2 ['15', '5', '44', '52', '24', '21']
3 ['15', '5', '44', '52', '24', '21']
4 ['15', '5', '44', '52', '24', '21']
5 ['15', '5', '44', '52', '24', '21']
6 ['15', '5', '44', '52', '24', '21']
7 ['15', '5', '44', '52', '24', '21']
8 ['15', '5', '44', '52', '24', '21']
9 ['15', '5', '44', '52', '24', '21']
20 ['1', '27', '60', '0', '53', '10']
21 ['1', '27', '60', '0', '53', '10']
22 ['1', '27', '60', '0', '53', '10']
23 ['1', '27', '60', '0', '53', '10']
24 ['1', '27', '60', '0', '53', '10']
25 ['1', '27', '60', '0', '53', '10']
26 ['1', '27', '60', '0', '53', '10']
27 ['1', '27', '60', '0', '53', '10']
28 ['1', '27', '60', '0', '53', '10']
29 ['1', '27', '60', '0', '53', '10']
40 ['39', '42', '6', '32', '42', '37']
41 ['39', '42', '6', '32', '42', '37']
42 ['39', '42', '6', '32', '42', '37']
43 ['39', '42', '6', '32', '42', '37']
44 ['39', '42', '6', '32', '42', '37']
45 ['39', '42', '6', '32', '42', '37']
46 ['39', '42', '6', '32', '42', '37']
47 ['39', '42', '6', '32', '42', '37']
48 ['39', '42', '6', '32', '42', '37']
49 ['39', '42', '6', '32', '42', '37']
60 ['60', '8', '42', '22', '51', '52']
61 ['60', '8', '42', '22', '51', '52']
62 ['60', '8', '42', '22', '51', '52']
63 ['60', '8', '42', '22', '51', '52']
64 ['60', '8', '42', '22', '51', '52']
65 ['60', '8', '42', '22', '51', '52']
66 ['60', '8', '42', '22', '51', '52']
67 ['60', '8', '42', '22', '51', '52']
68 ['60', '8', '42', '22', '51', '52']
69 ['60', '8', '42', '22', '51', '52']
70 ['60', '8', '42', '22', '51', '52']
81 ['51', '52', '14', '45', '48', '6']
82 ['51', '52', '14', '45', '48', '6']
83 ['51', '52', '14', '45', '48', '6']
84 ['51', '52', '14', '45', '48', '6']
85 ['51', '52', '14', '45', '48', '6']
86 ['51', '52', '14', '45', '48', '6']
87 ['51', '52', '14', '45', '48', '6']
88 ['51', '52', '14', '45', '48', '6']
89 ['51', '52', '14', '45', '48', '6']
90 ['51', '52', '14', '45', '48', '6']
101 ['52', '6', '51', '53', '9', '25']
102 ['52', '6', '51', '53', '9', '25']
103 ['52', '6', '51', '53', '9', '25']
104 ['52', '6', '51', '53', '9', '25']
105 ['52', '6', '51', '53', '9', '25']
106 ['52', '6', '51', '53', '9', '25']
107 ['52', '6', '51', '53', '9', '25']
108 ['52', '6', '51', '53', '9', '25']
109 ['52', '6', '51', '53', '9', '25']
110 ['52', '6', '51', '53', '9', '25']
121 ['6', '51', '25', '52', '1', '54']
122 ['6', '51', '25', '52', '1', '54']
123 ['6', '51', '25', '52', '1', '54']
124 ['6', '51', '25', '52', '1', '54']
125 ['6', '51', '25', '52', '1', '54']
126 ['6', '51', '25', '52', '1', '54']
127 ['6', '51', '25', '52', '1', '54']
128 ['6', '51', '25', '52', '1', '54']
129 ['6', '51', '25', '52', '1', '54']
130 ['6', '51', '25', '52', '1', '54']
141 ['6', '51', '25', '54', '52', '4']
142 ['6', '51', '25', '54', '52', '4']
143 ['6', '51', '25', '54', '52', '4']
144 ['6', '51', '25', '54', '52', '4']
145 ['6', '51', '25', '54', '52', '4']
146 ['6', '51', '25', '54', '52', '4']
147 ['6', '51', '25', '54', '52', '4']
148 ['6', '51', '25', '54', '52', '4']
149 ['6', '51', '25', '54', '52', '4']
